D2,,,,parameters of the mean fragility,,,D3,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0.000199119,0.001169399,0.738231818,1.007000349,0.335687055,0.000001,0,1.12446E-05,0.000192902,1.155756656,0.98181488,0.389223121
0.01,0,0.014432075,0.052323636,,,,0.01,0,0.001044352,0.009519883,,,
0.02,0,0.021550011,0.071943329,,,,0.02,0,0.001685397,0.013197648,,,
0.03,0,0.027621865,0.087180945,,,,0.03,0,0.00230455,0.016165934,,,
0.04,0,0.03320634,0.10026182,,,,0.04,0,0.002933249,0.018836954,,,
0.05,0,0.038518998,0.112021485,,,,0.05,0,0.003583063,0.021363062,,,
0.06,0,0.043670393,0.122880808,,,,0.06,0,0.004260028,0.023818267,,,
0.07,0,0.04872636,0.133087031,,,,0.07,0,0.00496808,0.026244118,,,
0.08,0,0.053729972,0.14280006,,,,0.08,0,0.005710221,0.028666294,,,
0.09,0,0.058711313,0.152130344,,,,0.09,0,0.006489004,0.031101864,,,
0.1,0,0.063692426,0.161157904,,,,0.1,0,0.007306768,0.033562872,,,
0.11,0,0.068690068,0.169942827,,,,0.11,0,0.008165756,0.036058266,,,
0.12,0,0.073717348,0.178531507,,,,0.12,0,0.009068187,0.038595018,,,
0.13,0,0.078784761,0.186960553,,,,0.13,0,0.0100163,0.041178797,,,
0.14,0,0.083900863,0.19525935,,,,0.14,0,0.011012383,0.043814411,,,
0.15,0,0.089072733,0.20345181,,,,0.15,0,0.012058786,0.046506091,,,
0.16,0,0.094306292,0.211557582,,,,0.16,0,0.013157939,0.049257698,,,
0.17,0,0.099606542,0.219592931,,,,0.17,0,0.014312359,0.052072858,,,
0.18,0,0.104977731,0.227571378,,,,0.18,0,0.01552465,0.054955071,,,
0.19,0,0.110423481,0.235504172,,,,0.19,0,0.016797508,0.057907777,,,
0.2,0,0.115946889,0.243400661,,,,0.2,0,0.018133719,0.060934411,,,
0.21,0,0.121550599,0.25126857,,,,0.21,0,0.019536155,0.06403843,,,
0.22,0,0.127236863,0.259114235,,,,0.22,0,0.021007771,0.06722334,,,
0.23,0,0.133007583,0.266942787,,,,0.23,0,0.022551602,0.070492694,,,
0.24,0.002970381,0.138864349,0.274758317,,,,0.24,0,0.024170753,0.073850094,,,
0.25,0.007052912,0.144808464,0.282564017,,,,0.25,0,0.025868397,0.077299176,,,
0.26,0.011319628,0.150840966,0.290362304,,,,0.26,0,0.027647768,0.080843598,,,
0.27,0.015770332,0.156962637,0.298154942,,,,0.27,0,0.02951215,0.084487012,,,
0.28,0.020404891,0.163174016,0.305943141,,,,0.28,0,0.031464875,0.088233042,,,
0.29,0.025223145,0.169475401,0.313727656,,,,0.29,0,0.033509308,0.092085257,,,
0.3,0.030224822,0.175866848,0.321508875,,,,0.3,0,0.035648841,0.096047145,,,
0.31,0.035409455,0.182348173,0.32928689,,,,0.31,0,0.037886879,0.10012209,,,
0.32,0.040776307,0.188918939,0.33706157,,,,0.32,0,0.040226823,0.104313344,,,
0.33,0.046324299,0.195578457,0.344832615,,,,0.33,0,0.042672058,0.108624004,,,
0.34,0.052051944,0.202325776,0.352599607,,,,0.34,0,0.045225937,0.113056999,,,
0.35,0.05795729,0.20915967,0.36036205,,,,0.35,0,0.047891755,0.117615063,,,
0.36,0.064037871,0.216078637,0.368119403,,,,0.36,0,0.050672739,0.122300724,,,
0.37,0.070290656,0.223080884,0.375871111,,,,0.37,0,0.053572019,0.127116286,,,
0.38,0.076712015,0.230164321,0.383616628,,,,0.38,0,0.056592611,0.132063812,,,
0.39,0.083297683,0.237326559,0.391355434,,,,0.39,0,0.059737394,0.137145116,,,
0.4,0.090042732,0.244564896,0.39908706,,,,0.4,0,0.06300909,0.142361746,,,
0.41,0.096941547,0.251876321,0.406811095,,,,0.41,0,0.066410239,0.147714975,,,
0.42,0.103987808,0.259257505,0.414527202,,,,0.42,0,0.069943178,0.153205791,,,
0.43,0.111174486,0.266704807,0.422235128,,,,0.43,0,0.073610016,0.158834884,,,
0.44,0.118493835,0.274214271,0.429934707,,,,0.44,0,0.077412616,0.164602648,,,
0.45,0.125937409,0.281781634,0.437625859,,,,0.45,0,0.081352564,0.170509171,,,
0.46,0.133496077,0.289402331,0.445308585,,,,0.46,0,0.085431151,0.176554233,,,
0.47,0.141160064,0.297071509,0.452982954,,,,0.47,0,0.089649348,0.182737314,,,
0.48,0.148918998,0.304784037,0.460649075,,,,0.48,0,0.094007778,0.189057588,,,
0.49,0.156761979,0.312534527,0.468307074,,,,0.49,0.001499456,0.098506697,0.195513937,,,
0.5,0.164677656,0.320317354,0.475957052,,,,0.5,0.004186974,0.103145962,0.20210495,,,
0.51,0.172654326,0.328126682,0.483599038,,,,0.51,0.0070211,0.107925018,0.208828937,,,
0.52,0.18068004,0.335956493,0.491232946,,,,0.52,0.010001817,0.112842869,0.215683921,,,
0.53,0.188742716,0.343800619,0.498858522,,,,0.53,0.013128473,0.117898059,0.222667645,,,
0.54,0.196830257,0.351652775,0.506475292,,,,0.54,0.016399764,0.123088662,0.229777559,,,
0.55,0.204930678,0.359506598,0.514082518,,,,0.55,0.019813728,0.128412262,0.237010797,,,
0.56,0.213032214,0.367355688,0.521679161,,,,0.56,0.023367765,0.133865957,0.244364149,,,
0.57,0.221123432,0.37519364,0.529263848,,,,0.57,0.027058686,0.139446352,0.251834018,,,
0.58,0.229193327,0.383014093,0.536834858,,,,0.58,0.03088278,0.145149576,0.259416372,,,
0.59,0.237231404,0.390810758,0.544390111,,,,0.59,0.034835904,0.150971294,0.267106684,,,
0.6,0.245227747,0.398577462,0.551927177,,,,0.6,0.038913595,0.156906741,0.274899887,,,
0.61,0.253173066,0.40630818,0.559443294,,,,0.61,0.043111179,0.162950752,0.282790325,,,
0.62,0.261058734,0.413997064,0.566935395,,,,0.62,0.047423882,0.16909781,0.290771738,,,
0.63,0.2688768,0.421638473,0.574400146,,,,0.63,0.051846927,0.175342093,0.298837258,,,
0.64,0.276619998,0.429226995,0.581833992,,,,0.64,0.056375607,0.181677527,0.306979448,,,
0.65,0.284281732,0.436757469,0.589233207,,,,0.65,0.061005331,0.188097845,0.315190359,,,
0.66,0.291856053,0.444225,0.596593948,,,,0.66,0.065731637,0.194596631,0.323461626,,,
0.67,0.29933764,0.451624972,0.603912303,,,,0.67,0.070550185,0.201167381,0.331784577,,,
0.68,0.306721754,0.458953053,0.611184352,,,,0.68,0.075456715,0.207803539,0.340150362,,,
0.69,0.314004209,0.466205207,0.618406205,,,,0.69,0.080446997,0.214498541,0.348550084,,,
0.7,0.321181333,0.47337769,0.625574048,,,,0.7,0.085516764,0.221245847,0.356974931,,,
0.71,0.328249932,0.480467054,0.632684176,,,,0.71,0.09066164,0.228038967,0.365416294,,,
0.72,0.335207263,0.487470141,0.639733018,,,,0.72,0.095877076,0.234871477,0.373865877,,,
0.73,0.342051008,0.494384082,0.646717156,,,,0.73,0.101158282,0.241737034,0.382315786,,,
0.74,0.348779251,0.501206291,0.65363333,,,,0.74,0.106500174,0.248629386,0.390758597,,,
0.75,0.355390471,0.507934457,0.660478443,,,,0.75,0.111897343,0.255542373,0.399187403,,,
0.76,0.36188353,0.514566542,0.667249553,,,,0.76,0.117344025,0.262469931,0.407595837,,,
0.77,0.368257666,0.521100768,0.67394387,,,,0.77,0.122834109,0.269406092,0.415978076,,,
0.78,0.37451249,0.527535616,0.680558743,,,,0.78,0.128361153,0.276344986,0.424328819,,,
0.79,0.380647975,0.533869815,0.687091655,,,,0.79,0.133918429,0.28328084,0.432643251,,,
0.8,0.386664451,0.540102334,0.693540217,,,,0.8,0.139498985,0.290207987,0.44091699,,,
0.81,0.392562589,0.546232378,0.699902166,,,,0.81,0.145095719,0.297120871,0.449146023,,,
0.82,0.398343381,0.552259375,0.706175369,,,,0.82,0.150701472,0.304014056,0.45732664,,,
0.83,0.404008114,0.558182971,0.712357828,,,,0.83,0.15630912,0.310882241,0.465455362,,,
0.84,0.409558342,0.564003018,0.718447694,,,,0.84,0.161911668,0.317720275,0.473528882,,,
0.85,0.414995854,0.569719564,0.724443274,,,,0.85,0.167502345,0.324523173,0.481544002,,,
0.86,0.420322639,0.575332845,0.730343051,,,,0.86,0.173074683,0.331286138,0.489497594,,,
0.87,0.425540847,0.580843268,0.73614569,,,,0.87,0.178622588,0.338004576,0.497386564,,,
0.88,0.430652758,0.586251405,0.741850052,,,,0.88,0.184140394,0.344674115,0.505207836,,,
0.89,0.435660749,0.591557977,0.747455204,,,,0.89,0.189622905,0.351290624,0.512958343,,,
0.9,0.440567262,0.59676384,0.752960419,,,,0.9,0.195065415,0.357850225,0.520635035,,,
0.91,0.445374779,0.60186998,0.758365181,,,,0.91,0.200463721,0.364349308,0.528234895,,,
0.92,0.450085798,0.60687749,0.763669183,,,,0.92,0.205814114,0.370784537,0.535754959,,,
0.93,0.454702815,0.611787568,0.76887232,,,,0.93,0.211113371,0.377152859,0.543192347,,,
0.94,0.459228308,0.616601497,0.773974687,,,,0.94,0.216358728,0.383451508,0.550544288,,,
0.95,0.463664721,0.621320641,0.778976561,,,,0.95,0.221547849,0.389678,0.557808151,,,
0.96,0.468014459,0.625946428,0.783878397,,,,0.96,0.2266788,0.395830136,0.564981471,,,
0.97,0.472279877,0.630480346,0.788680815,,,,0.97,0.231750009,0.40190599,0.572061971,,,
0.98,0.476463275,0.634923929,0.793384583,,,,0.98,0.236760232,0.407903907,0.579047582,,,
0.99,0.480566893,0.63927875,0.797990608,,,,0.99,0.241708523,0.41382249,0.585936457,,,
