D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,0.253403373,0.434327295,0.150065113,0.000001,0,0,0,1.24307377,0.586847369,0.064556952
0.01,0,1.0177E-05,0.000161461,,,,0.01,0,5.91599E-16,1.84622E-14,,,
0.02,0,0.000128719,0.001412087,,,,0.02,0,1.51654E-12,3.8947E-11,,,
0.03,0,0.000530984,0.004307406,,,,0.03,0,9.221E-11,1.98442E-09,,,
0.04,0,0.001444904,0.009106896,,,,0.04,0,1.40747E-09,2.58969E-08,,,
0.05,0,0.003151674,0.016086439,,,,0.05,0,1.05839E-08,1.66541E-07,,,
0.06,0,0.005973198,0.025559167,,,,0.06,0,5.20307E-08,6.98316E-07,,,
0.07,0,0.010253365,0.037835567,,,,0.07,0,1.92941E-07,2.21241E-06,,,
0.08,0,0.016338354,0.053182311,,,,0.08,0,5.8534E-07,5.77334E-06,,,
0.09,0,0.024558621,0.071791911,,,,0.09,0,1.52764E-06,1.30922E-05,,,
0.1,0,0.03521305,0.093762287,,,,0.1,0,3.54595E-06,2.67043E-05,,,
0.11,0,0.048554635,0.119084323,,,,0.11,0,7.49367E-06,5.01176E-05,,,
0.12,0,0.064777223,0.14763705,,,,0.12,0,1.46663E-05,8.79009E-05,,,
0.13,0,0.084003591,0.17919046,,,,0.13,0,2.69263E-05,0.000145702,,,
0.14,0,0.106275807,0.213415355,,,,0.14,0,4.68307E-05,0.000230216,,,
0.15,0.013199047,0.131549048,0.249899049,,,,0.15,0,7.77491E-05,0.000349138,,,
0.16,0.031214253,0.15968988,0.288165508,,,,0.16,0,0.000123962,0.000511104,,,
0.17,0.053260622,0.190479531,0.32769844,,,,0.17,0,0.000190721,0.000725638,,,
0.18,0.079278482,0.22362211,0.367965739,,,,0.18,0,0.000284265,0.001003077,,,
0.19,0.109070805,0.258757191,0.408443577,,,,0.19,0,0.000411786,0.00135446,,,
0.2,0.142313026,0.295475721,0.448638416,,,,0.2,0,0.000581327,0.001791373,,,
0.21,0.178570555,0.333337951,0.488105347,,,,0.21,0,0.000801647,0.002325723,,,
0.22,0.21732234,0.371891962,0.526461584,,,,0.22,0,0.00108203,0.002969471,,,
0.23,0.257988388,0.410691428,0.563394468,,,,0.23,0,0.001432071,0.003734325,,,
0.24,0.299958898,0.449311468,0.598664039,,,,0.24,0,0.001861458,0.004631429,,,
0.25,0.342622677,0.487361736,0.632100796,,,,0.25,0,0.00237974,0.005671069,,,
0.26,0.385392807,0.524496256,0.663599706,,,,0.26,0,0.002996126,0.006862421,,,
0.27,0.427727983,0.560419851,0.693111719,,,,0.27,0,0.003719308,0.008213355,,,
0.28,0.469148609,0.594891309,0.720634009,,,,0.28,0,0.004557314,0.009730315,,,
0.29,0.509247326,0.627723659,0.746199993,,,,0.29,0,0.005517402,0.01141825,,,
0.3,0.547694212,0.658782076,0.76986994,,,,0.3,0,0.006606,0.013280626,,,
0.31,0.584237283,0.687979973,0.791722663,,,,0.31,0.000337853,0.007828666,0.015319479,,,
0.32,0.618699175,0.715273876,0.811848576,,,,0.32,0.000844673,0.009190094,0.017535516,,,
0.33,0.650970975,0.740657583,0.830344192,,,,0.33,0.001460037,0.01069414,0.019928242,,,
0.34,0.681004156,0.764156077,0.847307997,,,,0.34,0.002191603,0.012343861,0.022496118,,,
0.35,0.708801467,0.78581951,0.862837553,,,,0.35,0.00304645,0.014141579,0.025236709,,,
0.36,0.734407496,0.805717558,0.877027621,,,,0.36,0.004031043,0.016088946,0.028146849,,,
0.37,0.757899461,0.823934283,0.889969106,,,,0.37,0.005151224,0.018187006,0.031222788,,,
0.38,0.77937864,0.84056362,0.9017486,,,,0.38,0.006412209,0.02043627,0.034460331,,,
0.39,0.798962718,0.855705523,0.912448327,,,,0.39,0.007818592,0.022836775,0.037854957,,,
0.4,0.816779204,0.869462766,0.922146328,,,,0.4,0.009374357,0.025388143,0.041401929,,,
0.41,0.832959977,0.881938362,0.930916746,,,,0.41,0.0110829,0.028089637,0.045096374,,,
0.42,0.847636958,0.893233538,0.938830119,,,,0.42,0.012947044,0.030940203,0.048933361,,,
0.43,0.860938821,0.903446218,0.945953615,,,,0.43,0.014969068,0.033938509,0.052907949,,,
0.44,0.872988641,0.912669915,0.952351189,,,,0.44,0.017150727,0.037082982,0.057015236,,,
0.45,0.883902329,0.920992991,0.958083652,,,,0.45,0.019493278,0.040371831,0.061250383,,,
0.46,0.893787725,0.928498201,0.963208676,,,,0.46,0.021997505,0.043803073,0.06560864,,,
0.47,0.902744192,0.935262471,0.967780751,,,,0.47,0.024663742,0.047374549,0.070085357,,,
0.48,0.910862587,0.941356858,0.971851128,,,,0.48,0.027491896,0.051083945,0.074675993,,,
0.49,0.918225506,0.946846637,0.975467769,,,,0.49,0.03048147,0.054928796,0.079376122,,,
0.5,0.924907699,0.951791505,0.978675311,,,,0.5,0.033631581,0.058906507,0.084181432,,,
0.51,0.930976589,0.956245835,0.98151508,,,,0.51,0.036940984,0.063014355,0.089087725,,,
0.52,0.936492849,0.960258988,0.984025126,,,,0.52,0.040408088,0.067249501,0.094090914,,,
0.53,0.941510988,0.963875648,0.986240308,,,,0.53,0.044030978,0.071608999,0.099187021,,,
0.54,0.946079924,0.967136166,0.988192409,,,,0.54,0.047807427,0.076089801,0.104372175,,,
