D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,6.20217E-06,0.000106442,0.434184666,0.426807473,0.17066184,0.000001,0,1.82293E-18,7.59867E-17,1.65311557,0.278758601,0.105583723
0.01,0,0.002432247,0.017779025,,,,0.01,0,1.42062E-08,2.95018E-07,,,
0.02,0,0.004536632,0.027815774,,,,0.02,0,9.56604E-08,1.73179E-06,,,
0.03,0,0.006786923,0.036746772,,,,0.03,0,3.03583E-07,4.98419E-06,,,
0.04,0,0.009241375,0.045265157,,,,0.04,0,7.05411E-07,1.0671E-05,,,
0.05,0,0.011931037,0.053652509,,,,0.05,0,1.37964E-06,1.93978E-05,,,
0.06,0,0.014879438,0.062062903,,,,0.06,0,2.41758E-06,3.17723E-05,,,
0.07,0,0.018107453,0.070595693,,,,0.07,0,3.92494E-06,4.84142E-05,,,
0.08,0,0.021635025,0.079322142,,,,0.08,0,6.02331E-06,6.99628E-05,,,
0.09,0,0.025481916,0.088297247,,,,0.09,0,8.85169E-06,9.70839E-05,,,
0.1,0,0.029668074,0.097565699,,,,0.1,0,1.2568E-05,0.000130476,,,
0.11,0,0.03421383,0.107165155,,,,0.11,0,1.73508E-05,0.000170879,,,
0.12,0,0.039140011,0.117128142,,,,0.12,0,2.34009E-05,0.000219076,,,
0.13,0,0.044467996,0.12748323,,,,0.13,0,3.09427E-05,0.000275906,,,
0.14,0,0.050219743,0.13825576,,,,0.14,0,4.02266E-05,0.000342266,,,
0.15,0,0.056417791,0.14946832,,,,0.15,0,5.15303E-05,0.000419118,,,
0.16,0,0.063085242,0.161141049,,,,0.16,0,6.5161E-05,0.000507495,,,
0.17,0,0.070245716,0.17329184,,,,0.17,0,8.14568E-05,0.000608507,,,
0.18,0,0.077923295,0.18593646,,,,0.18,0,0.000100789,0.000723343,,,
0.19,0,0.086142438,0.199088633,,,,0.19,0,0.000123565,0.000853276,,,
0.2,0,0.094927869,0.212760076,,,,0.2,0,0.000150229,0.000999665,,,
0.21,0,0.104304446,0.226960515,,,,0.21,0,0.000181263,0.001163954,,,
0.22,0,0.114296984,0.241697682,,,,0.22,0,0.000217192,0.001347675,,,
0.23,0,0.124930058,0.256977288,,,,0.23,0,0.000258584,0.001552442,,,
0.24,0,0.136227747,0.272802995,,,,0.24,0,0.000306052,0.001779953,,,
0.25,0.007250336,0.148213352,0.289176368,,,,0.25,0,0.000360256,0.002031979,,,
0.26,0.015721259,0.160909043,0.306096827,,,,0.26,0,0.000421904,0.002310364,,,
0.27,0.025109346,0.174335466,0.323561586,,,,0.27,0,0.000491757,0.002617013,,,
0.28,0.035456964,0.18851128,0.341565597,,,,0.28,0,0.000570623,0.002953885,,,
0.29,0.04680378,0.203452631,0.360101482,,,,0.29,0,0.000659365,0.003322983,,,
0.3,0.059185636,0.219172554,0.379159473,,,,0.3,0,0.000758899,0.003726339,,,
0.31,0.072633283,0.23568031,0.398727336,,,,0.31,0,0.000870188,0.004166006,,,
0.32,0.087170981,0.25298064,0.418790299,,,,0.32,0,0.00099425,0.00464404,,,
