D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,2.24291E-13,9.15915E-12,0.25464197,0.38843978,0.145745676,0.000001,0,0,0,1.240200686,0.573046853,0.063984634
0.01,0,3.88313E-05,0.000437545,,,,0.01,0,2.54797E-10,6.70346E-09,,,
0.02,0,0.000235246,0.001841906,,,,0.02,0,6.53829E-09,1.17603E-07,,,
0.03,0,0.000722611,0.00440801,,,,0.03,0,4.82261E-08,6.29412E-07,,,
0.04,0,0.001660102,0.008362139,,,,0.04,0,2.10191E-07,2.08785E-06,,,
0.05,0,0.003234948,0.013963957,,,,0.05,0,6.81253E-07,5.37691E-06,,,
0.06,0,0.00566243,0.021498896,,,,0.06,0,1.82193E-06,1.18794E-05,,,
0.07,0,0.009184373,0.031262572,,,,0.07,0,4.25299E-06,2.36862E-05,,,
0.08,0,0.014066121,0.043544092,,,,0.08,0,8.96517E-06,4.38103E-05,,,
0.09,0,0.020591785,0.058612475,,,,0.09,0,1.74484E-05,7.6375E-05,,,
0.1,0,0.029057395,0.076706271,,,,0.1,0,3.18373E-05,0.00012677,,,
0.11,0,0.039761543,0.098023677,,,,0.11,0,5.50651E-05,0.000201776,,,
0.12,0,0.052993304,0.122710137,,,,0.12,0,9.10158E-05,0.000309643,,,
0.13,0,0.069017555,0.150842049,,,,0.13,0,0.000144658,0.000460107,,,
0.14,0,0.088058377,0.182407455,,,,0.14,0,0.000222142,0.000664307,,,
0.15,0.003276617,0.110281738,0.21728686,,,,0.15,0,0.000330841,0.000934589,,,
0.16,0.016319336,0.13577899,0.255238643,,,,0.16,0,0.000479314,0.001284208,,,
0.17,0.033211926,0.164552721,0.295893517,,,,0.17,0,0.000677187,0.001726922,,,
0.18,0.054251945,0.196506298,0.33876065,,,,0.18,0,0.000934936,0.00227654,,,
0.19,0.0796305,0.231438024,0.383245548,,,,0.19,0,0.001263585,0.002946431,,,
0.2,0.109403576,0.269040641,0.428677707,,,,0.2,0,0.001674314,0.003749036,,,
0.21,0.143468293,0.308906671,0.474345049,,,,0.21,0,0.002178014,0.004695411,,,
0.22,0.181547994,0.350540009,0.519532023,,,,0.22,0,0.002784802,0.005794803,,,
0.23,0.223189599,0.393373897,0.563558196,,,,0.23,0,0.003503542,0.00705432,,,
0.24,0.267775694,0.436794908,0.605814122,,,,0.24,0.000204142,0.004341414,0.008478686,,,
0.25,0.314552152,0.480171768,0.645791384,,,,0.25,0.000537053,0.005303589,0.010070124,,,
0.26,0.362669674,0.522886891,0.683104108,,,,0.26,0.000957747,0.006393056,0.011828365,,,
0.27,0.411235126,0.564367613,0.717500099,,,,0.27,0.001470478,0.007610631,0.013750783,,,
0.28,0.45936671,0.604113737,0.748860764,,,,0.28,0.002077636,0.008955149,0.015832662,,,
0.29,0.506246565,0.641718384,0.777190203,,,,0.29,0.002780069,0.010423829,0.018067588,,,
0.3,0.551165544,0.6768802,0.802594855,,,,0.3,0.003577537,0.01201273,0.020447924,,,
0.31,0.593556957,0.709406435,0.825255912,,,,0.31,0.004469188,0.013717263,0.022965337,,,
0.32,0.633017016,0.739207706,0.845398396,,,,0.32,0.00545401,0.015532663,0.025611316,,,
0.33,0.669309268,0.766286081,0.863262894,,,,0.33,0.006531174,0.017454404,0.028377634,,,
0.34,0.702351622,0.790718572,0.879085523,,,,0.34,0.007700261,0.019478495,0.031256728,,,
0.35,0.732189394,0.812638398,0.893087402,,,,0.35,0.008961346,0.021601653,0.03424196,,,
0.36,0.75896208,0.832216423,0.905470767,,,,0.36,0.010314992,0.02382137,0.037327747,,,
0.37,0.782871156,0.849644686,0.916418216,,,,0.37,0.011762187,0.026135887,0.040509586,,,
0.38,0.804152977,0.865123103,0.926093229,,,,0.38,0.013304257,0.028544115,0.043783973,,,
0.39,0.823057863,0.878849607,0.934641351,,,,0.39,0.014942779,0.031045532,0.047148284,,,
0.4,0.83983503,0.891013421,0.942191813,,,,0.4,0.016679509,0.033640067,0.050600624,,,
0.41,0.854722498,0.901790914,0.948859331,,,,0.41,0.018516307,0.036327992,0.054139676,,,
0.42,0.867941018,0.911343423,0.954745829,,,,0.42,0.020455088,0.039109824,0.057764561,,,
0.43,0.879691011,0.919816489,0.959941967,,,,0.43,0.022497776,0.041986245,0.061474714,,,
0.44,0.890151667,0.927340042,0.964528418,,,,0.44,0.024646272,0.044958027,0.065269782,,,
