D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,2.93945E-07,8.66656E-06,0.268543941,0.553746038,0.176989939,0.000001,0,1.08058E-16,4.7558E-15,1.307792729,0.580528719,0.062611521
0.01,0,0.00260542,0.010620901,,,,0.01,0,2.45597E-07,2.45763E-06,,,
0.02,0,0.006994192,0.022770257,,,,0.02,0,1.99711E-06,1.2717E-05,,,
0.03,0,0.01288595,0.036840088,,,,0.03,0,7.23358E-06,3.53721E-05,,,
0.04,0,0.020202175,0.05265146,,,,0.04,0,1.85311E-05,7.58541E-05,,,
0.05,0,0.02890688,0.070057307,,,,0.05,0,3.9048E-05,0.000140324,,,
0.06,0,0.038979164,0.088933072,,,,0.06,0,7.25152E-05,0.000235542,,,
0.07,0,0.050403427,0.109167072,,,,0.07,0,0.000123225,0.000368758,,,
0.08,0,0.063164789,0.130654545,,,,0.08,0,0.000196016,0.000547634,,,
0.09,0.001199064,0.077246536,0.153294009,,,,0.09,0,0.000296254,0.000780158,,,
0.1,0.008272027,0.092628511,0.176984995,,,,0.1,0,0.000429801,0.001074575,,,
0.11,0.016945365,0.109286005,0.201626644,,,,0.11,0,0.000602987,0.00143931,,,
0.12,0.027261015,0.12718894,0.227116866,,,,0.12,0,0.000822563,0.001882893,,,
0.13,0.039250592,0.146301241,0.253351891,,,,0.13,0,0.001095649,0.002413882,,,
0.14,0.052934554,0.166580342,0.280226129,,,,0.14,0,0.001429681,0.00304078,,,
0.15,0.068321358,0.187976807,0.307632256,,,,0.15,0,0.001832335,0.00377196,,,
0.16,0.085406622,0.210434054,0.335461487,,,,0.16,7.32326E-06,0.002311453,0.004615583,,,
0.17,0.104172326,0.233888171,0.363604017,,,,0.17,0.000170405,0.00287496,0.005579516,,,
0.18,0.12458608,0.258267833,0.391949586,,,,0.18,0.000390282,0.003530766,0.00667125,,,
0.19,0.146600488,0.283494326,0.420388164,,,,0.19,0.000675505,0.004286667,0.007897829,,,
0.2,0.170152645,0.309481683,0.448810722,,,,0.2,0.001034714,0.005150239,0.009265765,,,
0.21,0.1951638,0.336136943,0.477110085,,,,0.21,0.001476489,0.006128727,0.010780965,,,
0.22,0.221539227,0.363360528,0.505181829,,,,0.22,0.002009198,0.007228931,0.012448663,,,
0.23,0.249168336,0.391046775,0.532925214,,,,0.23,0.002640836,0.008457091,0.014273346,,,
0.24,0.27792505,0.419084588,0.560244126,,,,0.24,0.003378867,0.009818778,0.016258689,,,
0.25,0.307668498,0.44735825,0.587048002,,,,0.25,0.004230075,0.011318786,0.018407496,,,
0.26,0.338244024,0.475748368,0.613252712,,,,0.26,0.00520042,0.012961028,0.020721637,,,
0.27,0.369484555,0.504132964,0.638781373,,,,0.27,0.006294917,0.014748458,0.023201998,,,
0.28,0.401212323,0.532388693,0.663565064,,,,0.28,0.007517534,0.016682985,0.025848435,,,
0.29,0.433240954,0.56039218,0.687543406,,,,0.29,0.008871115,0.018765425,0.028659735,,,
0.3,0.465377915,0.58802145,0.710664985,,,,0.3,0.010357338,0.020995463,0.031633588,,,
0.31,0.497427307,0.615157438,0.73288757,,,,0.31,0.011976704,0.023371636,0.034766568,,,
0.32,0.529192967,0.641685536,0.754178106,,,,0.32,0.01372856,0.025891349,0.038054138,,,
0.33,0.560481847,0.667497151,0.774512454,,,,0.33,0.015611158,0.02855091,0.041490663,,,
0.34,0.591107601,0.692491226,0.793874851,,,,0.34,0.017621743,0.031345597,0.045069451,,,
0.35,0.620894286,0.716575696,0.812257105,,,,0.35,0.019756676,0.034269747,0.048782819,,,
0.36,0.649680082,0.739668811,0.82965754,,,,0.36,0.022011569,0.037316877,0.052622186,,,
0.37,0.677320863,0.761700308,0.846079752,,,,0.37,0.024381441,0.040479818,0.056578196,,,
0.38,0.703693443,0.78261236,0.861531276,,,,0.38,0.026860881,0.043750878,0.060640874,,,
0.39,0.728698282,0.802360287,0.876022292,,,,0.39,0.02944421,0.047122008,0.064799805,,,
0.4,0.752261434,0.820912983,0.889564532,,,,0.4,0.032125629,0.050584987,0.069044346,,,
