D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,8.53824E-06,0.000216225,0.386264704,0.439767605,0.198718969,0.000001,0,2.40438E-18,1.05709E-16,1.602857325,0.310411733,0.114684544
0.01,0,0.002540397,0.028972967,,,,0.01,0,1.42776E-08,4.15391E-07,,,
0.02,0,0.0042715,0.039576288,,,,0.02,0,9.27058E-08,2.22546E-06,,,
0.03,0,0.006050484,0.048237952,,,,0.03,0,2.92375E-07,6.13989E-06,,,
0.04,0,0.007995158,0.056153658,,,,0.04,0,6.81755E-07,1.29666E-05,,,
0.05,0,0.010171103,0.063838205,,,,0.05,0,1.34247E-06,2.36227E-05,,,
0.06,0,0.012628431,0.071580762,,,,0.06,0,2.37018E-06,3.90896E-05,,,
0.07,0,0.015412118,0.079567022,,,,0.07,0,3.87554E-06,6.03746E-05,,,
0.08,0,0.018566021,0.087928918,,,,0.08,0,5.98521E-06,8.84867E-05,,,
0.09,0,0.022134681,0.096768678,,,,0.09,0,8.84302E-06,0.000124428,,,
0.1,0,0.026164159,0.106171456,,,,0.1,0,1.26112E-05,0.000169192,,,
0.11,0,0.030702381,0.116212249,,,,0.11,0,1.7472E-05,0.000223778,,,
0.12,0,0.035799178,0.126959703,,,,0.12,0,2.36288E-05,0.000289201,,,
0.13,0,0.041506114,0.138477961,,,,0.13,0,3.13082E-05,0.000366507,,,
0.14,0,0.047876153,0.15082702,,,,0.14,0,4.07616E-05,0.000456795,,,
0.15,0,0.054963252,0.164061873,,,,0.15,0,5.22668E-05,0.000561231,,,
0.16,0,0.062821899,0.178230895,,,,0.16,0,6.61305E-05,0.000681055,,,
0.17,0,0.07150665,0.193374142,,,,0.17,0,8.26898E-05,0.000817588,,,
0.18,0,0.081071606,0.209522243,,,,0.18,0,0.000102314,0.000972228,,,
0.19,0,0.091569768,0.226696128,,,,0.19,0,0.000125407,0.001146433,,,
0.2,0,0.103052159,0.244907278,,,,0.2,0,0.000152408,0.001341703,,,
0.21,0,0.115566675,0.264157809,,,,0.21,0,0.000183794,0.001559556,,,
0.22,0,0.129156646,0.284439819,,,,0.22,0,0.00022008,0.001801503,,,
0.23,0,0.143859182,0.305733879,,,,0.23,0,0.000261823,0.002069039,,,
0.24,0,0.159703383,0.32800694,,,,0.24,0,0.000309618,0.00236363,,,
0.25,0.002206766,0.176708493,0.35121022,,,,0.25,0,0.000364098,0.002686721,,,
0.26,0.014486422,0.194882052,0.375277682,,,,0.26,0,0.00042593,0.003039737,,,
0.27,0.028310505,0.214218046,0.400125586,,,,0.27,0,0.000495805,0.003424088,,,
0.28,0.043736667,0.234695025,0.425653383,,,,0.28,0,0.000574429,0.003841154,,,
0.29,0.06080248,0.25627415,0.451745819,,,,0.29,0,0.000662506,0.004292265,,,
0.3,0.079518652,0.278897192,0.478275732,,,,0.3,0,0.000760722,0.004778645,,,
0.31,0.099862722,0.302484689,0.505106656,,,,0.31,0,0.000869732,0.00530136,,,
0.32,0.121775141,0.32693468,0.532094218,,,,0.32,0,0.000990148,0.005861246,,,
0.33,0.145159502,0.352122695,0.559085887,,,,0.33,0,0.001122526,0.006458853,,,
0.34,0.169887238,0.377903639,0.58592004,,,,0.34,0,0.001267369,0.007094387,,,
0.35,0.195804899,0.404115761,0.612426623,,,,0.35,0,0.00142511,0.007767673,,,
0.36,0.222741146,0.430586241,0.638431337,,,,0.36,0,0.001596122,0.008478134,,,
0.37,0.250511407,0.457137463,0.663763518,,,,0.37,0,0.001780707,0.009224801,,,
0.38,0.278919877,0.483592986,0.688266096,,,,0.38,0,0.001979104,0.01000636,,,
0.39,0.30776025,0.509782593,0.711804936,,,,0.39,0,0.002191491,0.010821232,,,
0.4,0.3368175,0.535546258,0.734275015,,,,0.4,0,0.002417991,0.011667662,,,
0.41,0.365872309,0.560737269,0.755602229,,,,0.41,0,0.002658679,0.01254381,,,
0.42,0.394708005,0.585224783,0.775741562,,,,0.42,0,0.002913585,0.013447816,,,
0.43,0.423118538,0.608895907,0.794673276,,,,0.43,0,0.003182706,0.014377852,,,
0.44,0.450916004,0.631657234,0.812398465,,,,0.44,0,0.003466019,0.015332143,,,
0.45,0.477936857,0.653435706,0.828934556,,,,0.45,0,0.003763497,0.016309008,,,
0.46,0.504046395,0.674178728,0.84431106,,,,0.46,0,0.004075131,0.017306895,,,
0.47,0.529141163,0.693853527,0.858565891,,,,0.47,0,0.004400949,0.01832443,,,
0.48,0.553149045,0.712445826,0.871742606,,,,0.48,0,0.004741033,0.019360469,,,
0.49,0.576027136,0.729957916,0.883888696,,,,0.49,0,0.005095533,0.020414144,,,
0.5,0.597757929,0.746406304,0.895054678,,,,0.5,0,0.005464676,0.0214849,,,
0.51,0.618344628,0.761819118,0.905293608,,,,0.51,0,0.005848769,0.022572516,,,
0.52,0.637806369,0.776233497,0.914660625,,,,0.52,0,0.006248201,0.023677096,,,
0.53,0.656173908,0.789693117,0.923212327,,,,0.53,0,0.00666344,0.024799064,,,
0.54,0.673486037,0.802246002,0.931005967,,,,0.54,0,0.007095026,0.025939124,,,
0.55,0.689786789,0.813942663,0.938098538,,,,0.55,0,0.007543572,0.027098233,,,
0.56,0.705123326,0.824834599,0.944545872,,,,0.56,0,0.008009751,0.028277552,,,
0.57,0.719544395,0.834973118,0.950401842,,,,0.57,0,0.008494298,0.029478413,,,
0.58,0.733099198,0.844408466,0.955717733,,,,0.58,0,0.008998002,0.030702281,,,
0.59,0.74583658,0.853189187,0.960541793,,,,0.59,0,0.009521704,0.031950722,,,
0.6,0.757804431,0.861361699,0.964918968,,,,0.6,0,0.010066294,0.033225381,,,
0.61,0.769049256,0.86897002,0.968890784,,,,0.61,0,0.01063271,0.034527957,,,
0.62,0.779615856,0.876055612,0.972495369,,,,0.62,0,0.011221935,0.035860195,,,
0.63,0.789547114,0.882657329,0.975767544,,,,0.63,0,0.011835001,0.037223872,,,
0.64,0.798883844,0.888811421,0.978738998,,,,0.64,0,0.012472982,0.038620789,,,
0.65,0.807664706,0.894551593,0.981438479,,,,0.65,0,0.013137001,0.040052771,,,
0.66,0.815926173,0.899909097,0.98389202,,,,0.66,0,0.013828228,0.041521662,,,
0.67,0.823702538,0.904912845,0.986123152,,,,0.67,0,0.014547878,0.043029325,,,
0.68,0.831025947,0.909589538,0.988153129,,,,0.68,0,0.01529722,0.044577644,,,
0.69,0.837926472,0.913963799,0.990001126,,,,0.69,0,0.016077569,0.046168525,,,
0.7,0.844432182,0.918058311,0.991684439,,,,0.7,0,0.016890296,0.047803897,,,
0.71,0.850569248,0.921893955,0.993218661,,,,0.71,0,0.017736823,0.049485714,,,
0.72,0.856362035,0.92548994,0.994617846,,,,0.72,0,0.018618629,0.051215959,,,
0.73,0.861833215,0.928863936,0.995894657,,,,0.73,0,0.019537249,0.052996645,,,
0.74,0.867003866,0.932032186,0.997060506,,,,0.74,0,0.02049428,0.054829816,,,
0.75,0.871893584,0.935009631,0.998125678,,,,0.75,0,0.021491378,0.056717552,,,
0.76,0.876520575,0.937810007,0.999099439,,,,0.76,0,0.022530262,0.058661967,,,
0.77,0.880901758,0.94044595,0.999990142,,,,0.77,0,0.023612719,0.060665216,,,
0.78,0.885052857,0.942929088,1,,,,0.78,0,0.024740601,0.062729492,,,
0.79,0.888988482,0.94527012,1,,,,0.79,0,0.025915832,0.064857031,,,
0.8,0.892722215,0.947478903,1,,,,0.8,0,0.027140406,0.067050111,,,
0.81,0.896266683,0.949564516,1,,,,0.81,0,0.02841639,0.069311056,,,
0.82,0.89963363,0.951535328,1,,,,0.82,0,0.02974593,0.071642237,,,
0.83,0.902833979,0.953399058,1,,,,0.83,0,0.031131249,0.074046071,,,
0.84,0.905877897,0.955162834,1,,,,0.84,0,0.032574648,0.076525025,,,
0.85,0.908774848,0.956833233,1,,,,0.85,0,0.034078513,0.079081616,,,
0.86,0.911533645,0.95841634,1,,,,0.86,0,0.035645312,0.081718414,,,
