D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,2.854020247,0.256194711,0.036942302
0.01,0,5.94454E-14,8.51709E-13,,,
0.02,0,1.5642E-12,1.75678E-11,,,
0.03,0,1.09824E-11,1.04872E-10,,,
0.04,0,4.45809E-11,3.76344E-10,,,
0.05,0,1.33659E-10,1.02127E-09,,,
0.06,0,3.30351E-10,2.32145E-09,,,
0.07,0,7.14023E-10,4.66846E-09,,,
0.08,0,1.39825E-09,8.58145E-09,,,
0.09,0,2.5384E-09,1.47257E-08,,,
0.1,0,4.33984E-09,2.39317E-08,,,
0.11,0,7.06669E-09,3.72154E-08,,,
0.12,0,1.10513E-08,5.57988E-08,,,
0.13,0,1.67044E-08,8.11317E-08,,,
0.14,0,2.45255E-08,1.14914E-07,,,
0.15,0,3.51146E-08,1.59119E-07,,,
0.16,0,4.91842E-08,2.16016E-07,,,
0.17,0,6.75718E-08,2.882E-07,,,
0.18,0,9.12533E-08,3.7861E-07,,,
0.19,0,1.21358E-07,4.90563E-07,,,
0.2,0,1.59181E-07,6.27776E-07,,,
0.21,0,2.06202E-07,7.94399E-07,,,
0.22,0,2.64101E-07,9.95038E-07,,,
0.23,0,3.34772E-07,1.23479E-06,,,
0.24,0,4.20345E-07,1.51928E-06,,,
0.25,0,5.23203E-07,1.85468E-06,,,
0.26,0,6.46001E-07,2.24775E-06,,,
0.27,0,7.91687E-07,2.70586E-06,,,
0.28,0,9.63525E-07,3.23704E-06,,,
0.29,0,1.16511E-06,3.85003E-06,,,
0.3,0,1.4004E-06,4.55427E-06,,,
0.31,0,1.67374E-06,5.35998E-06,,,
0.32,0,1.98988E-06,6.27817E-06,,,
0.33,0,2.35399E-06,7.32071E-06,,,
0.34,0,2.77171E-06,8.50033E-06,,,
0.35,0,3.24918E-06,9.83071E-06,,,
0.36,0,3.79304E-06,1.13265E-05,,,
0.37,0,4.41046E-06,1.30033E-05,,,
0.38,0,5.10923E-06,1.48779E-05,,,
0.39,0,5.89771E-06,1.6968E-05,,,
0.4,0,6.7849E-06,1.92926E-05,,,
