D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,2.21379E-06,6.17619E-05,0.387225888,0.436833872,0.20134661,0.000001,0,4.05402E-19,1.81507E-17,1.60099196,0.304331395,0.108622536
0.01,0,0.001473172,0.01786703,,,,0.01,0,1.16005E-08,3.52727E-07,,,
0.02,0,0.002788269,0.026816578,,,,0.02,0,8.58034E-08,2.16389E-06,,,
0.03,0,0.004286112,0.034363357,,,,0.03,0,2.87342E-07,6.33973E-06,,,
0.04,0,0.006035795,0.041547586,,,,0.04,0,6.90577E-07,1.37148E-05,,,
0.05,0,0.008082099,0.048814845,,,,0.05,0,1.37982E-06,2.51024E-05,,,
0.06,0,0.010463391,0.056404678,,,,0.06,0,2.44967E-06,4.12986E-05,,,
0.07,0,0.013216752,0.064463431,,,,0.07,0,4.00581E-06,6.30789E-05,,,
0.08,0,0.016379953,0.073091039,,,,0.08,0,6.16604E-06,9.11969E-05,,,
0.09,0,0.01999228,0.082363375,,,,0.09,0,9.062E-06,0.000126386,,,
0.1,0,0.024094869,0.092343119,,,,0.1,0,1.28411E-05,0.000169371,,,
0.11,0,0.028730801,0.103084899,,,,0.11,0,1.76693E-05,0.000220879,,,
0.12,0,0.033945053,0.114637698,,,,0.12,0,2.37333E-05,0.000281664,,,
0.13,0,0.039784332,0.127045957,,,,0.13,0,3.12447E-05,0.00035253,,,
0.14,0,0.046296811,0.140349885,,,,0.14,0,4.04423E-05,0.000434362,,,
0.15,0,0.053531785,0.15458512,,,,0.15,0,5.15958E-05,0.000528151,,,
0.16,0,0.061539247,0.169781878,,,,0.16,0,6.50094E-05,0.000635022,,,
0.17,0,0.070369404,0.185963834,,,,0.17,0,8.1024E-05,0.000756256,,,
0.18,0,0.080072115,0.203147024,,,,0.18,0,0.000100021,0.000893299,,,
0.19,0,0.090696224,0.221339,,,,0.19,0,0.000122422,0.001047768,,,
0.2,0,0.102288722,0.240538287,,,,0.2,0,0.000148694,0.001221444,,,
0.21,0,0.114893692,0.260734081,,,,0.21,0,0.000179349,0.001416255,,,
0.22,0,0.128550987,0.281905983,,,,0.22,0,0.000214941,0.001634249,,,
0.23,0,0.143294654,0.304023439,,,,0.23,0,0.000256068,0.001877554,,,
0.24,0,0.159151152,0.32704465,,,,0.24,0,0.000303368,0.002148339,,,
0.25,0.00136008,0.176137517,0.350914954,,,,0.25,0,0.000357508,0.002448743,,,
0.26,0.012953941,0.194259579,0.375565217,,,,0.26,0,0.000419185,0.002780814,,,
0.27,0.026109594,0.213510319,0.400911044,,,,0.27,0,0.000489103,0.003146425,,,
0.28,0.040883178,0.233868303,0.426853427,,,,0.28,0,0.00056797,0.003547198,,,
0.29,0.057311522,0.255296112,0.453280703,,,,0.29,0,0.000656479,0.003984437,,,
0.3,0.075406564,0.277738759,0.480070955,,,,0.3,0,0.000755293,0.004459076,,,
0.31,0.095150677,0.301122266,0.507093855,,,,0.31,0,0.000865036,0.004971661,,,
0.32,0.116494149,0.325352789,0.534211429,,,,0.32,0,0.000986273,0.005522338,,,
0.33,0.139355388,0.350316739,0.56127809,,,,0.33,0,0.001119505,0.006110872,,,
0.34,0.163623491,0.375882226,0.588140962,,,,0.34,0,0.001265159,0.006736663,,,
0.35,0.18916209,0.401901876,0.614641661,,,,0.35,0,0.001423586,0.007398774,,,
0.36,0.215813323,0.428216769,0.640620215,,,,0.36,0,0.001595062,0.008095976,,,
0.37,0.243401413,0.45466106,0.665920707,,,,0.37,0,0.001779801,0.008826802,,,
