D2,,,,parameters of the mean fragility,,,D3,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,4.15808E-05,0.000505198,0.988121992,0.59236528,0.277085763,0.000001,0,0,0,1.824745404,0.047401144,0.021409177
0.01,0,0.008126128,0.050717315,,,,0.01,0,0,0,,,
0.02,0,0.011798525,0.066538148,,,,0.02,0,2.06745E-19,6.3884E-18,,,
0.03,0,0.014833556,0.078160476,,,,0.03,0,1.07094E-16,2.64511E-15,,,
0.04,0,0.017585939,0.087832507,,,,0.04,0,6.27831E-15,1.56707E-13,,,
0.05,0,0.020186563,0.096364932,,,,0.05,0,1.23714E-13,3.22344E-12,,,
0.06,0,0.022698881,0.104152741,,,,0.06,0,1.24631E-12,3.39594E-11,,,
0.07,0,0.025158457,0.111420887,,,,0.07,0,7.9986E-12,2.26262E-10,,,
0.08,0,0.027587267,0.1183104,,,,0.08,0,3.7226E-11,1.08452E-09,,,
0.09,0,0.029999964,0.124915577,,,,0.09,0,1.36423E-10,4.06614E-09,,,
0.1,0,0.032406965,0.131302434,,,,0.1,0,4.16081E-10,1.26219E-08,,,
0.11,0,0.034816104,0.137518815,,,,0.11,0,1.09793E-09,3.37638E-08,,,
0.12,0,0.037233569,0.143600359,,,,0.12,0,2.57823E-09,8.01296E-08,,,
0.13,0,0.039664454,0.149574235,,,,0.13,0,5.50234E-09,1.72415E-07,,,
0.14,0,0.042113106,0.15546158,,,,0.14,0,1.08451E-08,3.41976E-07,,,
0.15,0,0.044583332,0.16127916,,,,0.15,0,1.99904E-08,6.33361E-07,,,
0.16,0,0.047078543,0.167040518,,,,0.16,0,3.48034E-08,1.10657E-06,,,
0.17,0,0.049601848,0.172756801,,,,0.17,0,5.76908E-08,1.83882E-06,,,
0.18,0,0.052156118,0.178437347,,,,0.18,0,9.16441E-08,2.92574E-06,,,
0.19,0,0.054744034,0.184090122,,,,0.19,0,1.40265E-07,4.48182E-06,,,
0.2,0,0.057368125,0.189722037,,,,0.2,0,2.07771E-07,6.64026E-06,,,
0.21,0,0.060030795,0.195339182,,,,0.21,0,2.98984E-07,9.55206E-06,,,
0.22,0,0.062734345,0.200947,,,,0.22,0,4.19298E-07,1.33846E-05,,,
0.23,0,0.065480998,0.206550411,,,,0.23,0,5.74639E-07,1.83196E-05,,,
0.24,0,0.068272913,0.21215391,,,,0.24,0,7.71409E-07,2.4551E-05,,,
0.25,0,0.0711122,0.217761631,,,,0.25,0,1.01642E-06,3.22821E-05,,,
