D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,1.37142E-17,1.77853E-16,3.085537957,0.376699489,0.044194687
0.01,0,5.49646E-08,2.21587E-07,,,
0.02,0,3.35487E-07,1.176E-06,,,
0.03,0,9.8311E-07,3.16419E-06,,,
0.04,0,2.1255E-06,6.43015E-06,,,
0.05,0,3.88452E-06,1.11925E-05,,,
0.06,0,6.3789E-06,1.76546E-05,,,
0.07,0,9.72543E-06,2.60093E-05,,,
0.08,0,1.40397E-05,3.64415E-05,,,
0.09,0,1.94366E-05,4.91302E-05,,,
0.1,0,2.60306E-05,6.42495E-05,,,
0.11,0,3.39357E-05,8.19693E-05,,,
0.12,0,4.3266E-05,0.000102456,,,
0.13,0,5.41357E-05,0.000125874,,,
0.14,0,6.66588E-05,0.000152384,,,
0.15,0,8.09498E-05,0.000182146,,,
0.16,0,9.71232E-05,0.000215315,,,
0.17,0,0.000115294,0.000252047,,,
0.18,0,0.000135577,0.000292496,,,
0.19,0,0.000158088,0.000336814,,,
0.2,0,0.000182942,0.000385152,,,
0.21,0,0.000210256,0.000437659,,,
0.22,0,0.000240145,0.000494483,,,
0.23,0,0.000272728,0.000555772,,,
0.24,0,0.000308121,0.000621672,,,
0.25,5.54949E-07,0.000346442,0.000692329,,,
0.26,7.73033E-06,0.000387808,0.000767886,,,
0.27,1.61894E-05,0.000432339,0.000848488,,,
0.28,2.60269E-05,0.000480152,0.000934277,,,
0.29,3.73391E-05,0.000531367,0.001025395,,,
0.3,5.02238E-05,0.000586104,0.001121984,,,
0.31,6.47803E-05,0.000644482,0.001224183,,,
0.32,8.11091E-05,0.000706622,0.001332134,,,
0.33,9.93125E-05,0.000772644,0.001445975,,,
0.34,0.000119494,0.000842669,0.001565845,,,
0.35,0.000141758,0.00091682,0.001691882,,,
0.36,0.000166212,0.000995217,0.001824222,,,
0.37,0.000192962,0.001077983,0.001963004,,,
0.38,0.000222118,0.00116524,0.002108363,,,
0.39,0.000253789,0.001257112,0.002260435,,,
0.4,0.000288087,0.001353721,0.002419354,,,
0.41,0.000325124,0.00145519,0.002585257,,,
0.42,0.000365015,0.001561645,0.002758275,,,
0.43,0.000407873,0.001673208,0.002938544,,,
0.44,0.000453816,0.001790005,0.003126195,,,
0.45,0.00050296,0.001912161,0.003321362,,,
0.46,0.000555423,0.002039799,0.003524176,,,
0.47,0.000611326,0.002173047,0.003734768,,,
0.48,0.000670788,0.002312029,0.00395327,,,
0.49,0.000733931,0.002456871,0.004179812,,,
0.5,0.000800879,0.002607701,0.004414523,,,
0.51,0.000871753,0.002764643,0.004657533,,,
0.52,0.00094668,0.002927825,0.004908971,,,
0.53,0.001025785,0.003097375,0.005168964,,,
0.54,0.001109194,0.003273418,0.005437642,,,
0.55,0.001197035,0.003456082,0.00571513,,,
0.56,0.001289436,0.003645496,0.006001556,,,
0.57,0.001386528,0.003841787,0.006297046,,,
0.58,0.001488439,0.004045083,0.006601726,,,
0.59,0.001595303,0.004255511,0.00691572,,,
0.6,0.001707249,0.004473201,0.007239154,,,
0.61,0.001824413,0.004698282,0.007572151,,,
0.62,0.001946926,0.00493088,0.007914834,,,
0.63,0.002074925,0.005171126,0.008267328,,,
0.64,0.002208544,0.005419149,0.008629754,,,
0.65,0.002347919,0.005675076,0.009002234,,,
0.66,0.002493187,0.005939038,0.009384889,,,
0.67,0.002644487,0.006211163,0.00977784,,,
0.68,0.002801955,0.006491582,0.010181208,,,
0.69,0.002965732,0.006780422,0.010595111,,,
0.7,0.003135958,0.007077814,0.01101967,,,
0.71,0.003312771,0.007383886,0.011455001,,,
0.72,0.003496315,0.007698769,0.011901223,,,
0.73,0.00368673,0.008022591,0.012358453,,,
0.74,0.003884158,0.008355483,0.012826807,,,
0.75,0.004088743,0.008697572,0.013306402,,,
0.76,0.004300627,0.00904899,0.013797353,,,
0.77,0.004519956,0.009409865,0.014299774,,,
0.78,0.004746873,0.009780326,0.014813779,,,
0.79,0.004981523,0.010160502,0.015339482,,,
0.8,0.005224052,0.010550523,0.015876995,,,
0.81,0.005474606,0.010950518,0.01642643,,,
0.82,0.005733331,0.011360615,0.016987898,,,
0.83,0.006000374,0.011780942,0.01756151,,,
0.84,0.006275883,0.01221163,0.018147377,,,
0.85,0.006560004,0.012652805,0.018745606,,,
0.86,0.006852886,0.013104596,0.019356307,,,
0.87,0.007154677,0.013567132,0.019979587,,,
0.88,0.007465526,0.014040539,0.020615553,,,
0.89,0.007785581,0.014524946,0.021264311,,,
0.9,0.008114992,0.01502048,0.021925967,,,
0.91,0.008453907,0.015527267,0.022600626,,,
