D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,3.13947986,0.179495357,0.034892193
0.01,0,4.97022E-19,1.48734E-17,,,
0.02,0,6.47993E-17,1.13546E-15,,,
0.03,0,8.85258E-16,1.3638E-14,,,
0.04,0,5.70289E-15,7.99655E-14,,,
0.05,0,2.44056E-14,3.1668E-13,,,
0.06,0,8.0666E-14,9.78393E-13,,,
0.07,0,2.22968E-13,2.54655E-12,,,
0.08,0,5.40501E-13,5.84612E-12,,,
0.09,0,1.18492E-12,1.21932E-11,,,
0.1,0,2.39915E-12,2.35767E-11,,,
0.11,0,4.55429E-12,4.28779E-11,,,
0.12,0,8.19615E-12,7.413E-11,,,
0.13,0,1.41025E-11,1.22824E-10,,,
0.14,0,2.33528E-11,1.96259E-10,,,
0.15,0,3.74119E-11,3.03952E-10,,,
0.16,0,5.82292E-11,4.58095E-10,,,
0.17,0,8.83555E-11,6.7408E-10,,,
0.18,0,1.31079E-10,9.71083E-10,,,
0.19,0,1.90585E-10,1.37272E-09,,,
0.2,0,2.72132E-10,1.9078E-09,,,
0.21,0,3.82267E-10,2.61108E-09,,,
0.22,0,5.29054E-10,3.52422E-09,,,
0.23,0,7.22345E-10,4.69675E-09,,,
0.24,0,9.74081E-10,6.18712E-09,,,
0.25,0,1.29863E-09,8.06392E-09,,,
0.26,0,1.71316E-09,1.04072E-08,,,
0.27,0,2.23807E-09,1.33097E-08,,,
0.28,0,2.89744E-09,1.68786E-08,,,
0.29,0,3.71957E-09,2.12371E-08,,,
0.3,0,4.73754E-09,2.65261E-08,,,
0.31,0,5.98985E-09,3.29062E-08,,,
0.32,0,7.52108E-09,4.05599E-08,,,
0.33,0,9.38271E-09,4.96935E-08,,,
0.34,0,1.16339E-08,6.05398E-08,,,
0.35,0,1.43424E-08,7.33607E-08,,,
0.36,0,1.75855E-08,8.84495E-08,,,
0.37,0,2.14513E-08,1.06135E-07,,,
0.38,0,2.60396E-08,1.26782E-07,,,
0.39,0,3.14634E-08,1.50798E-07,,,
0.4,0,3.785E-08,1.78635E-07,,,
0.41,0,4.53429E-08,2.10794E-07,,,
0.42,0,5.4103E-08,2.47826E-07,,,
