D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,2.278511696,0.346378433,0.041058425
0.01,0,6.27954E-20,2.70244E-18,,,
0.02,0,2.0082E-16,8.60285E-15,,,
0.03,0,1.3353E-14,5.66632E-13,,,
0.04,0,2.1423E-13,8.95218E-12,,,
0.05,0,1.65054E-12,6.75291E-11,,,
0.06,0,8.17542E-12,3.25751E-10,,,
0.07,0,3.02301E-11,1.16757E-09,,,
0.08,0,9.09512E-11,3.39131E-09,,,
0.09,0,2.34951E-10,8.42925E-09,,,
0.1,0,5.40046E-10,1.85912E-08,,,
0.11,0,1.13218E-09,3.73178E-08,,,
0.12,0,2.20376E-09,6.94342E-08,,,
0.13,0,4.03561E-09,1.21397E-07,,,
0.14,0,7.02287E-09,2.01531E-07,,,
0.15,0,1.17049E-08,3.20262E-07,,,
0.16,0,1.87998E-08,4.90332E-07,,,
0.17,0,2.92436E-08,7.2702E-07,,,
0.18,0,4.42352E-08,1.04834E-06,,,
0.19,0,6.52868E-08,1.47528E-06,,,
0.2,0,9.42816E-08,2.03195E-06,,,
0.21,0,1.33539E-07,2.74584E-06,,,
0.22,0,1.85889E-07,3.64801E-06,,,
0.23,0,2.54757E-07,4.77328E-06,,,
0.24,0,3.44258E-07,6.16047E-06,,,
0.25,0,4.59307E-07,7.85258E-06,,,
0.26,0,6.05741E-07,9.89704E-06,,,
0.27,0,7.90462E-07,1.23459E-05,,,
0.28,0,1.02159E-06,1.52562E-05,,,
0.29,0,1.30865E-06,1.86899E-05,,,
0.3,0,1.66275E-06,2.27146E-05,,,
0.31,0,2.09683E-06,2.74035E-05,,,
0.32,0,2.62589E-06,3.28357E-05,,,
0.33,0,3.26728E-06,3.90966E-05,,,
0.34,0,4.04099E-06,4.62785E-05,,,
0.35,0,4.96997E-06,5.44806E-05,,,
0.36,0,6.08051E-06,6.38096E-05,,,
0.37,0,7.40262E-06,7.43801E-05,,,
0.38,0,8.97048E-06,8.63151E-05,,,
0.39,0,1.08228E-05,9.97467E-05,,,
0.4,0,1.30036E-05,0.000114817,,,
0.41,0,1.55621E-05,0.000131676,,,
0.42,0,1.85542E-05,0.000150488,,,
0.43,0,2.20421E-05,0.000171427,,,
0.44,0,2.60956E-05,0.000194679,,,
0.45,0,3.07925E-05,0.000220443,,,
0.46,0,3.62194E-05,0.000248933,,,
0.47,0,4.2472E-05,0.000280376,,,
0.48,0,4.96565E-05,0.000315017,,,
0.49,0,5.78898E-05,0.000353115,,,
0.5,0,6.73004E-05,0.000394948,,,
0.51,0,7.80295E-05,0.000440812,,,
0.52,0,9.02315E-05,0.000491022,,,
0.53,0,0.000104075,0.000545914,,,
0.54,0,0.000119743,0.000605844,,,
0.55,0,0.000137436,0.000671191,,,
0.56,0,0.000157369,0.000742356,,,
0.57,0,0.000179776,0.000819764,,,
0.58,0,0.00020491,0.000903866,,,
0.59,0,0.000233041,0.000995136,,,
0.6,0,0.000264461,0.001094075,,,
0.61,0,0.000299482,0.00120121,,,
0.62,0,0.000338439,0.001317096,,,
0.63,0,0.000381689,0.001442314,,,
0.64,0,0.000429611,0.001577473,,,
0.65,0,0.00048261,0.001723212,,,
0.66,0,0.000541115,0.001880196,,,
