D2,,,,parameters of the mean fragility,,,D3,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,8.11112E-06,0.000191767,0.953847828,0.126944188,0.079660354,0.000001,0,2.73682E-12,1.06548E-10,1.242788552,0.396109748,0.193292718
0.01,0,0.001410943,0.021409886,,,,0.01,0,1.46372E-06,4.44527E-05,,,
0.02,0,0.002094141,0.029257211,,,,0.02,0,4.57393E-06,0.000118123,,,
0.03,0,0.002670054,0.03501765,,,,0.03,0,9.28204E-06,0.000213792,,,
0.04,0,0.003201639,0.039861507,,,,0.04,0,1.56423E-05,0.00033151,,,
0.05,0,0.003703725,0.044186777,,,,0.05,0,2.3711E-05,0.00047222,,,
0.06,0,0.004180652,0.048093414,,,,0.06,0,3.35401E-05,0.000636822,,,
0.07,0,0.004636408,0.051616077,,,,0.07,0,4.51766E-05,0.000825942,,,
0.08,0,0.005075619,0.05480389,,,,0.08,0,5.86631E-05,0.001039885,,,
0.09,0,0.00550267,0.057718894,,,,0.09,0,7.40388E-05,0.001278667,,,
0.1,0,0.005921211,0.060420069,,,,0.1,0,9.13404E-05,0.001542057,,,
0.11,0,0.00633415,0.062955156,,,,0.11,0,0.000110602,0.001829624,,,
0.12,0,0.006743838,0.065359938,,,,0.12,0,0.000131859,0.002140782,,,
0.13,0,0.007152255,0.067660735,,,,0.13,0,0.000155145,0.002474825,,,
0.14,0,0.007561149,0.069877338,,,,0.14,0,0.000180495,0.002830967,,,
0.15,0,0.007972119,0.07202534,,,,0.15,0,0.000207947,0.003208363,,,
0.16,0,0.008386657,0.074117691,,,,0.16,0,0.000237543,0.003606142,,,
0.17,0,0.008806171,0.076165648,,,,0.17,0,0.000269329,0.004023424,,,
0.18,0,0.009231997,0.078179324,,,,0.18,0,0.000303358,0.004459343,,,
0.19,0,0.009665403,0.080167996,,,,0.19,0,0.000339689,0.004913063,,,
0.2,0,0.010107591,0.082140277,,,,0.2,0,0.00037839,0.005383795,,,
0.21,0,0.010559704,0.084104205,,,,0.21,0,0.000419539,0.005870809,,,
0.22,0,0.011022826,0.086067288,,,,0.22,0,0.000463222,0.006373447,,,
0.23,0,0.011497991,0.088036515,,,,0.23,0,0.000509539,0.006891137,,,
0.24,0,0.011986187,0.090018351,,,,0.24,0,0.0005586,0.007423399,,,
0.25,0,0.01248837,0.092018725,,,,0.25,0,0.000610528,0.007969859,,,
0.26,0,0.01300547,0.094043027,,,,0.26,0,0.000665459,0.008530258,,,
0.27,0,0.013538409,0.096096116,,,,0.27,0,0.000723542,0.009104457,,,
0.28,0,0.01408811,0.098182345,,,,0.28,0,0.000784939,0.009692442,,,
0.29,0,0.014655513,0.100305613,,,,0.29,0,0.000849826,0.010294333,,,
0.3,0,0.01524159,0.102469436,,,,0.3,0,0.000918393,0.010910376,,,
0.31,0,0.015847356,0.104677032,,,,0.31,0,0.000990843,0.011540943,,,
0.32,0,0.01647388,0.106931413,,,,0.32,0,0.001067391,0.01218652,,,
0.33,0,0.017122297,0.109235474,,,,0.33,0,0.00114827,0.012847696,,,
0.34,0,0.017793815,0.111592083,,,,0.34,0,0.001233724,0.013525135,,,
0.35,0,0.018489725,0.114004148,,,,0.35,0,0.001324014,0.01421956,,,
0.36,0,0.019211409,0.11647468,,,,0.36,0,0.001419419,0.014931724,,,
0.37,0,0.019960341,0.119006838,,,,0.37,0,0.001520239,0.015662389,,,
0.38,0,0.020738099,0.121603973,,,,0.38,0,0.001626797,0.016412303,,,
0.39,0,0.021546366,0.124269668,,,,0.39,0,0.001739446,0.0171822,,,
0.4,0,0.022386932,0.127007776,,,,0.4,0,0.00185857,0.017972794,,,
0.41,0,0.023261693,0.12982247,,,,0.41,0,0.001984597,0.0187848,,,
0.42,0,0.024172649,0.132718278,,,,0.42,0,0.002118,0.019618965,,,
0.43,0,0.025121895,0.135700123,,,,0.43,0,0.002259303,0.020476106,,,
0.44,0,0.026111605,0.13877333,,,,0.44,0,0.002409095,0.021357168,,,
0.45,0,0.027144019,0.141943598,,,,0.45,0,0.002568029,0.022263279,,,
0.46,0,0.02822142,0.145216914,,,,0.46,0,0.002736834,0.023195813,,,
0.47,0,0.029346121,0.148599404,,,,0.47,0,0.002916315,0.024156448,,,
0.48,0,0.030520452,0.152097123,,,,0.48,0,0.003107362,0.025147224,,,
0.49,0,0.031746763,0.155715798,,,,0.49,0,0.003310952,0.026170585,,,
0.5,0,0.033027443,0.159460571,,,,0.5,0,0.003528153,0.027229415,,,
0.51,0,0.034364957,0.163335793,,,,0.51,0,0.003760122,0.028327046,,,
0.52,0,0.035761912,0.167344917,,,,0.52,0,0.004008116,0.029467257,,,
0.53,0,0.037221139,0.171490521,,,,0.53,0,0.004273486,0.03065423,,,
0.54,0,0.038745788,0.175774482,,,,0.54,0,0.004557689,0.031892491,,,
0.55,0,0.040339443,0.180198266,,,,0.55,0,0.004862296,0.033186816,,,
0.56,0,0.042006237,0.184763313,,,,0.56,0,0.005189002,0.034542129,,,
0.57,0,0.043750964,0.189471475,,,,0.57,0,0.00553965,0.035963394,,,
0.58,0,0.045579192,0.194325462,,,,0.58,0,0.005916257,0.037455536,,,
0.59,0,0.04749736,0.199329269,,,,0.59,0,0.006321049,0.039023417,,,
0.6,0,0.04951287,0.204488533,,,,0.6,0,0.006756507,0.040671893,,,
0.61,0,0.051634175,0.209810787,,,,0.61,0,0.007225414,0.042405972,,,
0.62,0,0.053870869,0.215305593,,,,0.62,0,0.007730916,0.044231097,,,
0.63,0,0.056233798,0.220984598,,,,0.63,0,0.008276574,0.046153512,,,
0.64,0,0.058735202,0.226861604,,,,0.64,0,0.008866424,0.048180713,,,
0.65,0,0.061388877,0.232952774,,,,0.65,0,0.00950503,0.050321891,,,
0.66,0,0.06421037,0.239277015,,,,0.66,0,0.010197528,0.052588299,,,
0.67,0,0.067217174,0.245856507,,,,0.67,0,0.010949668,0.054993414,,,
0.68,0,0.070428919,0.25271721,,,,0.68,0,0.011767858,0.057552814,,,
0.69,0,0.073867574,0.259889191,,,,0.69,0,0.012659215,0.060283684,,,
0.7,0,0.077557666,0.267406649,,,,0.7,0,0.01363165,0.063204006,,,
0.71,0,0.081526581,0.275307637,,,,0.71,0,0.014693994,0.066331584,,,
0.72,0,0.085804978,0.28363362,,,,0.72,0,0.015856192,0.069683192,,,
0.73,0,0.09042738,0.292429129,,,,0.73,0,0.01712958,0.073274156,,,
0.74,0,0.095432972,0.301741873,,,,0.74,0,0.018527228,0.077118639,,,
0.75,0,0.100866569,0.311623704,,,,0.75,0,0.020064376,0.081230731,,,
0.76,0,0.106779667,0.322132601,,,,0.76,0,0.021758903,0.085626219,,,
0.77,0,0.113231451,0.333335355,,,,0.77,0,0.023631832,0.090324792,,,
0.78,0,0.120289651,0.345309939,,,,0.78,0,0.025707826,0.095352267,,,
0.79,0,0.128031354,0.358146162,,,,0.79,0,0.028015691,0.10074241,,,
0.8,0,0.136544199,0.371943691,,,,0.8,0,0.030588934,0.106538007,,,
0.81,0,0.145928634,0.386808319,,,,0.81,0,0.033466543,0.112791172,,,
0.82,0,0.15630188,0.402849268,,,,0.82,0,0.036694136,0.119563374,,,
0.83,0,0.167803791,0.42018025,,,,0.83,0,0.040325654,0.126925874,,,
0.84,0,0.180604084,0.438924695,,,,0.84,0,0.044425653,0.13496082,,,
0.85,0,0.194909757,0.459223514,,,,0.85,0,0.049072294,0.143762801,,,
0.86,0,0.210970683,0.481242481,,,,0.86,0,0.054360985,0.153441592,,,
0.87,0,0.229081313,0.505174024,,,,0.87,0,0.060407735,0.164128432,,,
0.88,0,0.249577404,0.531229385,,,,0.88,0,0.067349592,0.175986555,,,
0.89,0,0.272826203,0.559626174,,,,0.89,0,0.075338634,0.189215093,,,
0.9,0.007832624,0.29920316,0.590573695,,,,0.9,0,0.08453005,0.204019381,,,
0.91,0.033867141,0.329046426,0.624225711,,,,0.91,0,0.095072557,0.22054866,,,
0.92,0.064573416,0.362587066,0.660600715,,,,0.92,0,0.107102498,0.238884229,,,
0.93,0.100101433,0.399827486,0.699553539,,,,0.93,0,0.120711006,0.259098801,,,
0.94,0.140029808,0.440339076,0.740648345,,,,0.94,0,0.135860634,0.281197374,,,
0.95,0.183516752,0.483146998,0.782777244,,,,0.95,0,0.152336514,0.304894147,,,
0.96,0.229746484,0.526945738,0.824144992,,,,0.96,0.009979114,0.16981668,0.329654247,,,
0.97,0.278131869,0.570519268,0.862906668,,,,0.97,0.021008266,0.18794425,0.354880235,,,
0.98,0.327744913,0.61288196,0.898019007,,,,0.98,0.032682643,0.206349291,0.380015939,,,
0.99,0.376794108,0.653038471,0.929282834,,,,0.99,0.044627454,0.224625223,0.404622993,,,
1,0.423713263,0.690065517,0.95641777,,,,1,0.056561857,0.242381102,0.428200347,,,
1.01,0.467980754,0.723523622,0.97906649,,,,1.01,0.068489652,0.259371528,0.450253403,,,
1.02,0.5094256,0.753423213,0.997420826,,,,1.02,0.080455252,0.275515026,0.470574799,,,
1.03,0.547834896,0.779947653,1,,,,1.03,0.092401846,0.290818287,0.489234728,,,
1.04,0.583133256,0.803353405,1,,,,1.04,0.104220841,0.305316006,0.506411172,,,
1.05,0.615330245,0.82393715,1,,,,1.05,0.115804414,0.319047604,0.522290795,,,
1.06,0.644491774,0.841994204,1,,,,1.06,0.127092426,0.332053426,0.537014427,,,
1.07,0.670818803,0.857813505,1,,,,1.07,0.138089827,0.344385548,0.550681268,,,
1.08,0.694591661,0.871678039,1,,,,1.08,0.148820425,0.356110144,0.563399862,,,
1.09,0.716075983,0.883849095,1,,,,1.09,0.159296775,0.367295414,0.575294052,,,
1.1,0.735499229,0.894554673,1,,,,1.1,0.16952581,0.378002133,0.586478456,,,
1.11,0.753060037,0.903989459,1,,,,1.11,0.179517574,0.388282104,0.597046634,,,
1.12,0.768935914,0.912319822,1,,,,1.12,0.189286874,0.398179964,0.607073054,,,
1.13,0.783287751,0.919688844,1,,,,1.13,0.198851917,0.407735011,0.616618106,,,
1.14,0.796264646,0.926220264,1,,,,1.14,0.20823282,0.416982348,0.625731877,,,
1.15,0.808006647,0.932021528,1,,,,1.15,0.217449993,0.425953519,0.634457046,,,
1.16,0.818644117,0.937186082,1,,,,1.16,0.226522522,0.434676791,0.64283106,,,
1.17,0.828296204,0.941795098,1,,,,1.17,0.235467282,0.443177248,0.650887214,,,
1.18,0.83707045,0.945918928,1,,,,1.18,0.244298834,0.451476905,0.658654977,,,
1.19,0.845063427,0.949618442,1,,,,1.19,0.25302958,0.459594912,0.666160244,,,
1.2,0.852361601,0.952946265,1,,,,1.2,0.261669852,0.467547818,0.673425785,,,
1.21,0.859042123,0.955947906,1,,,,1.21,0.270227946,0.475349856,0.680471767,,,
1.22,0.865173626,0.958662732,1,,,,1.22,0.278710229,0.483013194,0.687316159,,,
1.23,0.870817074,0.961124831,1,,,,1.23,0.287121345,0.490548172,0.693974998,,,
1.24,0.876026572,0.963363752,1,,,,1.24,0.295464467,0.497963515,0.700462562,,,
1.25,0.880850067,0.965405148,1,,,,1.25,0.303741535,0.505266535,0.706791534,,,
1.26,0.88532992,0.967271328,1,,,,1.26,0.311953464,0.512463311,0.712973157,,,
1.27,0.889503402,0.968981723,1,,,,1.27,0.320100309,0.519558852,0.719017395,,,
1.28,0.893403165,0.970553287,1,,,,1.28,0.328181404,0.526557241,0.724933079,,,
1.29,0.8970577,0.972000835,1,,,,1.29,0.336195489,0.533461764,0.73072804,,,
1.3,0.900491812,0.973337333,1,,,,1.3,0.344140823,0.540275022,0.73640922,,,
1.31,0.903727072,0.974574145,1,,,,1.31,0.352015291,0.54699903,0.74198277,,,
1.32,0.906782247,0.975721249,1,,,,1.32,0.359816495,0.553635313,0.747454132,,,
1.33,0.909673687,0.976787421,1,,,,1.33,0.367541848,0.560184981,0.752828115,,,
1.34,0.912415674,0.977780397,1,,,,1.34,0.375188647,0.566648802,0.758108957,,,
1.35,0.915020715,0.978707005,1,,,,1.35,0.382754147,0.573027267,0.763300386,,,
1.36,0.917499798,0.979573292,1,,,,1.36,0.390235618,0.579320643,0.768405669,,,
1.37,0.919862613,0.980384618,1,,,,1.37,0.397630403,0.585529028,0.773427654,,,
1.38,0.92211773,0.98114575,1,,,,1.38,0.404935962,0.59165239,0.778368818,,,
1.39,0.924272759,0.981860938,1,,,,1.39,0.412149912,0.597690605,0.783231297,,,
1.4,0.926334479,0.982533975,1,,,,1.4,0.419270056,0.603643491,0.788016926,,,
1.41,0.928308954,0.983168261,1,,,,1.41,0.426294406,0.609510837,0.792727268,,,
1.42,0.930201625,0.983766843,1,,,,1.42,0.433221203,0.615292426,0.79736365,,,
1.43,0.932017394,0.984332466,1,,,,1.43,0.440048923,0.620988054,0.801927186,,,
1.44,0.933760695,0.984867603,1,,,,1.44,0.446776286,0.626597548,0.80641881,,,
1.45,0.935435553,0.98537449,1,,,,1.45,0.453402254,0.632120778,0.810839301,,,
1.46,0.937045635,0.98585515,1,,,,1.46,0.459926028,0.637557668,0.815189308,,,
1.47,0.938594297,0.986311422,1,,,,1.47,0.466347044,0.642908207,0.819469369,,,
1.48,0.940084621,0.986744976,1,,,,1.48,0.472664963,0.64817245,0.823679937,,,
1.49,0.941519449,0.987157337,1,,,,1.49,0.478879664,0.653350527,0.827821391,,,
1.5,0.942901411,0.987549895,1,,,,1.5,0.48499123,0.658442644,0.831894058,,,
1.51,0.94423295,0.987923925,1,,,,1.51,0.490999937,0.663449081,0.835898225,,,
1.52,0.945516346,0.988280594,1,,,,1.52,0.496906244,0.668370198,0.839834153,,,
1.53,0.946753729,0.988620976,1,,,,1.53,0.502710775,0.67320643,0.843702085,,,
1.54,0.947947102,0.988946057,1,,,,1.54,0.508414309,0.677958287,0.847502264,,,
1.55,0.949098348,0.989256748,1,,,,1.55,0.514017764,0.68262635,0.851234935,,,
1.56,0.950209248,0.989553891,1,,,,1.56,0.519522185,0.687211271,0.854900357,,,
1.57,0.951281487,0.989838264,1,,,,1.57,0.524928724,0.691713768,0.858498811,,,
1.58,0.952316666,0.990110588,1,,,,1.58,0.530238635,0.696134619,0.862030604,,,
1.59,0.953316305,0.990371533,1,,,,1.59,0.53545325,0.700474664,0.865496077,,,
1.6,0.954281856,0.99062172,1,,,,1.6,0.540573976,0.704734793,0.86889561,,,
1.61,0.955214703,0.99086173,1,,,,1.61,0.545602273,0.708915949,0.872229625,,,
