D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,2.94369E-11,1.01959E-09,0.379741001,0.449649662,0.187873894,0.000001,0,0,0,1.589841869,0.323760022,0.116553526
0.01,0,0.000681256,0.007944738,,,,0.01,0,8.76074E-11,3.51219E-09,,,
0.02,0,0.001839512,0.016062409,,,,0.02,0,4.80616E-09,1.48171E-07,,,
0.03,0,0.003359465,0.024537795,,,,0.03,0,5.06208E-08,1.68124E-06,,,
0.04,0,0.005222209,0.033414993,,,,0.04,0,2.40706E-07,8.48161E-06,,,
0.05,0,0.007432296,0.042703916,,,,0.05,0,7.32631E-07,2.63982E-05,,,
0.06,0,0.010007984,0.052415142,,,,0.06,0,1.69793E-06,6.13044E-05,,,
0.07,0,0.012976821,0.062567542,,,,0.07,0,3.2921E-06,0.000117651,,,
0.08,0,0.016372984,0.073190334,,,,0.08,0,5.6438E-06,0.00019793,,,
0.09,0,0.020235718,0.084322201,,,,0.09,0,8.8572E-06,0.000302778,,,
0.1,0,0.024608428,0.096008815,,,,0.1,0,1.30203E-05,0.000431381,,,
0.11,0,0.029538114,0.108299833,,,,0.11,0,1.82148E-05,0.000581958,,,
0.12,0,0.035074979,0.121246036,,,,0.12,0,2.45253E-05,0.000752187,,,
0.13,0,0.041272101,0.13489684,,,,0.13,0,3.20477E-05,0.000939558,,,
0.14,0,0.048185104,0.149298169,,,,0.14,0,4.0897E-05,0.001141622,,,
0.15,0,0.055871749,0.164490578,,,,0.15,0,5.1214E-05,0.001356163,,,
0.16,0,0.064391349,0.180507572,,,,0.16,0,6.31718E-05,0.001581301,,,
0.17,0,0.073803953,0.197374127,,,,0.17,0,7.69819E-05,0.001815553,,,
0.18,0,0.084169241,0.215105441,,,,0.18,0,9.28983E-05,0.002057854,,,
0.19,0,0.095545122,0.233705925,,,,0.19,0,0.000111221,0.002307572,,,
0.2,0,0.107986024,0.253168413,,,,0.2,0,0.000132296,0.002564501,,,
0.21,0,0.121540887,0.273473539,,,,0.21,0,0.000156514,0.002828865,,,
0.22,0,0.136250841,0.294589261,,,,0.22,0,0.000184307,0.003101312,,,
0.23,0,0.152146624,0.316470596,,,,0.23,0,0.000216142,0.003382913,,,
0.24,0,0.169245814,0.339059695,,,,0.24,0,0.000252514,0.003675143,,,
0.25,0.012813702,0.187550052,0.362286401,,,,0.25,0,0.000293933,0.003979845,,,
0.26,0.028015604,0.207042484,0.386069364,,,,0.26,0,0.000340923,0.00429918,,,
