D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,2.24178536,0.408265758,0.04827928
0.01,0,1.41673E-16,4.22992E-15,,,
0.02,0,1.01547E-13,2.66868E-12,,,
0.03,0,3.34663E-12,8.00252E-11,,,
0.04,0,3.43255E-11,7.59643E-10,,,
0.05,0,1.91957E-10,3.97328E-09,,,
0.06,0,7.43024E-10,1.44876E-08,,,
0.07,0,2.25094E-09,4.15527E-08,,,
0.08,0,5.73071E-09,1.00524E-07,,,
0.09,0,1.28229E-08,2.14305E-07,,,
0.1,0,2.59827E-08,4.14532E-07,,,
0.11,0,4.86833E-08,7.42485E-07,,,
0.12,0,8.56346E-08,1.24975E-06,,,
0.13,0,1.4302E-07,1.99866E-06,,,
0.14,0,2.28757E-07,3.06254E-06,,,
0.15,0,3.52775E-07,4.5259E-06,,,
0.16,0,5.2733E-07,6.48441E-06,,,
0.17,0,7.67343E-07,9.04498E-06,,,
0.18,0,1.09077E-06,1.23257E-05,,,
0.19,0,1.51899E-06,1.64559E-05,,,
0.2,0,2.07728E-06,2.15762E-05,,,
0.21,0,2.79523E-06,2.78384E-05,,,
0.22,0,3.70728E-06,3.54062E-05,,,
0.23,0,4.85322E-06,4.44547E-05,,,
0.24,0,6.27877E-06,5.51712E-05,,,
0.25,0,8.03617E-06,6.77557E-05,,,
0.26,0,1.01848E-05,8.24208E-05,,,
0.27,0,1.27917E-05,9.93928E-05,,,
0.28,0,1.59324E-05,0.000118912,,,
0.29,0,1.96916E-05,0.000141233,,,
0.3,0,2.41637E-05,0.000166627,,,
0.31,0,2.94535E-05,0.00019538,,,
0.32,0,3.56771E-05,0.000227795,,,
0.33,0,4.29627E-05,0.000264194,,,
0.34,0,5.1451E-05,0.000304915,,,
0.35,0,6.12962E-05,0.000350317,,,
0.36,0,7.26665E-05,0.000400778,,,
0.37,0,8.57453E-05,0.000456695,,,
0.38,0,0.000100731,0.000518489,,,
0.39,0,0.00011784,0.000586599,,,
0.4,0,0.000137303,0.000661488,,,
0.41,0,0.000159371,0.000743643,,,
0.42,0,0.000184312,0.000833569,,,
0.43,0,0.000212413,0.000931798,,,
0.44,0,0.000243982,0.001038884,,,
0.45,0,0.000279347,0.001155403,,,
0.46,0,0.000318854,0.001281956,,,
0.47,0,0.000362875,0.001419166,,,
0.48,0,0.0004118,0.001567679,,,
