D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,7.55254E-19,2.27366E-17,0.568309575,0.309445731,0.036525636,0.000001,0,0,0,2.570978313,0.633938434,0.027379491
0.01,0,4.55658E-07,1.59302E-06,,,,0.01,0,1.19821E-11,4.8034E-11,,,
0.02,0,4.4854E-06,1.29027E-05,,,,0.02,0,4.12273E-10,1.32979E-09,,,
0.03,0,1.7538E-05,4.51802E-05,,,,0.03,0,3.36025E-09,9.58725E-09,,,
0.04,0,4.67186E-05,0.000111452,,,,0.04,0,1.50904E-08,3.95548E-08,,,
0.05,0,0.000100632,0.000226307,,,,0.05,0,4.87698E-08,1.19837E-07,,,
0.06,0,0.000189302,0.00040575,,,,0.06,0,1.27853E-07,2.98192E-07,,,
0.07,0,0.000324122,0.00066709,,,,0.07,0,2.89903E-07,6.47185E-07,,,
0.08,6.787E-06,0.000517818,0.001028848,,,,0.08,0,5.90847E-07,1.27017E-06,,,
0.09,5.81609E-05,0.000784418,0.001510676,,,,0.09,0,1.10966E-06,2.30754E-06,,,
0.1,0.00014518,0.00113923,0.002133281,,,,0.1,0,1.95344E-06,3.94332E-06,,,
0.11,0.000279269,0.001598812,0.002918354,,,,0.11,1.13889E-07,3.26288E-06,6.41187E-06,,,
0.12,0.000473394,0.002180945,0.003888496,,,,0.12,4.3125E-07,5.21803E-06,1.00048E-05,,,
0.13,0.000742075,0.002904608,0.005067141,,,,0.13,1.01084E-06,8.04452E-06,1.50782E-05,,,
0.14,0.0011014,0.003789941,0.006478482,,,,0.14,1.98026E-06,1.20199E-05,2.20596E-05,,,
0.15,0.001569032,0.004858206,0.00814738,,,,0.15,3.50567E-06,1.74805E-05,3.14553E-05,,,
0.16,0.002164209,0.006131746,0.010099283,,,,0.16,5.79848E-06,2.4828E-05,4.38575E-05,,,
0.17,0.002907737,0.007633931,0.012360126,,,,0.17,9.12236E-06,3.4537E-05,5.99516E-05,,,
0.18,0.003821972,0.0093891,0.014956227,,,,0.18,1.38007E-05,4.71619E-05,8.0523E-05,,,
0.19,0.004930799,0.011422489,0.017914178,,,,0.19,2.02245E-05,6.33441E-05,0.000106464,,,
0.2,0.006259592,0.013760158,0.021260723,,,,0.2,2.88601E-05,8.38195E-05,0.000138779,,,
0.21,0.007835164,0.016428899,0.025022633,,,,0.21,4.02578E-05,0.000109425,0.000178593,,,
0.22,0.009685709,0.019456136,0.029226563,,,,0.22,5.50599E-05,0.000141108,0.000227155,,,
0.23,0.011840717,0.022869812,0.033898908,,,,0.23,7.40092E-05,0.000179927,0.000285845,,,
0.24,0.014330882,0.026698264,0.039065647,,,,0.24,9.79569E-05,0.000227065,0.000356174,,,
0.25,0.017187988,0.030970082,0.044752177,,,,0.25,0.000127871,0.000283832,0.000439793,,,
0.26,0.020444775,0.035713955,0.050983134,,,,0.26,0.000164844,0.000351668,0.000538493,,,
0.27,0.024134781,0.0409585,0.057782219,,,,0.27,0.000210099,0.000432151,0.000654203,,,
0.28,0.028292169,0.046732084,0.065171998,,,,0.28,0.000264996,0.000526998,0.000788999,,,
0.29,0.032951518,0.053062616,0.073173713,,,,0.29,0.00033104,0.000638067,0.000945094,,,
0.3,0.038147604,0.059977338,0.081807073,,,,0.3,0.00040988,0.00076736,0.00112484,,,
0.31,0.043915141,0.067502595,0.09109005,,,,0.31,0.000503315,0.00091702,0.001330725,,,
0.32,0.050288504,0.075663586,0.101038668,,,,0.32,0.000613296,0.001089331,0.001565366,,,
0.33,0.057301426,0.084484109,0.111666793,,,,0.33,0.000741924,0.001286713,0.001831501,,,
0.34,0.064986661,0.093986291,0.122985922,,,,0.34,0.000891446,0.001511715,0.002131983,,,
0.35,0.073375632,0.104190305,0.135004978,,,,0.35,0.00106425,0.001767008,0.002469767,,,
0.36,0.082498044,0.115114076,0.147730107,,,,0.36,0.00126286,0.002055378,0.002847897,,,
0.37,0.092381487,0.126772987,0.161164487,,,,0.37,0.001489922,0.002379708,0.003269494,,,
0.38,0.103051002,0.139179573,0.175308144,,,,0.38,0.001748195,0.002742965,0.003737735,,,
0.39,0.11452865,0.15234322,0.19015779,,,,0.39,0.002040527,0.003148183,0.004255838,,,
0.4,0.126833053,0.166269859,0.205706665,,,,0.4,0.002369845,0.003598442,0.004827039,,,
0.41,0.139978935,0.180961672,0.221944409,,,,0.41,0.002739124,0.004096847,0.00545457,,,
0.42,0.15397666,0.196416809,0.238856958,,,,0.42,0.003151364,0.004646498,0.006141632,,,
0.43,0.168831775,0.212629114,0.256426453,,,,0.43,0.003609563,0.005250466,0.006891369,,,
0.44,0.184544566,0.22958788,0.274631195,,,,0.44,0.004116683,0.005911761,0.00770684,,,
0.45,0.201109637,0.247277624,0.293445612,,,,0.45,0.004675614,0.0066333,0.008590986,,,
0.46,0.21851552,0.265677897,0.312840275,,,,0.46,0.005289145,0.007417872,0.009546599,,,
0.47,0.236744329,0.284763132,0.332781935,,,,0.47,0.005959915,0.0082681,0.010576285,,,
0.48,0.255771463,0.304502534,0.353233605,,,,0.48,0.006690387,0.009186409,0.011682431,,,
0.49,0.275565379,0.324860022,0.374154664,,,,0.49,0.007482799,0.010174984,0.012867169,,,
0.5,0.296087447,0.345794228,0.39550101,,,,0.5,0.008339131,0.011235733,0.014132336,,,
0.51,0.317291881,0.367258555,0.417225229,,,,0.51,0.00926107,0.012370253,0.015479436,,,
0.52,0.339125793,0.389201301,0.439276809,,,,0.52,0.010249971,0.013579789,0.016909608,,,
0.53,0.361529345,0.411565855,0.461602366,,,,0.53,0.01130683,0.014865206,0.018423583,,,
0.54,0.384436037,0.434290969,0.4841459,,,,0.54,0.012432257,0.016226954,0.020021652,,,
0.55,0.407773127,0.457311096,0.506849065,,,,0.55,0.013626453,0.017665044,0.021703636,,,
0.56,0.431462193,0.48055682,0.529651447,,,,0.56,0.014889196,0.019179024,0.023468853,,,
0.57,0.455419841,0.503955346,0.55249085,,,,0.57,0.01621983,0.020767964,0.025316098,,,
0.58,0.47955856,0.527431073,0.575303587,,,,0.58,0.01761726,0.022430441,0.027243623,,,
0.59,0.503787712,0.550906237,0.598024761,,,,0.59,0.019079961,0.024164542,0.029249123,,,
0.6,0.528014654,0.574301606,0.620588558,,,,0.6,0.020605983,0.025967861,0.031329739,,,
0.61,0.552145958,0.597537245,0.642928531,,,,0.61,0.022192968,0.027837514,0.033482059,,,
0.62,0.576088712,0.620533313,0.664977914,,,,0.62,0.023838179,0.029770157,0.035702136,,,
0.63,0.599751853,0.643210901,0.686669949,,,,0.63,0.025538523,0.031762018,0.037985514,,,
0.64,0.6230475,0.665492886,0.707938273,,,,0.64,0.027290589,0.033808929,0.04032727,,,
0.65,0.645892214,0.687304787,0.72871736,,,,0.65,0.029090688,0.035906372,0.042722057,,,
0.66,0.668208163,0.708575614,0.748943065,,,,0.66,0.030934894,0.038049532,0.045164171,,,
0.67,0.689924105,0.729238682,0.768553259,,,,0.67,0.032819095,0.040233356,0.047647617,,,
0.68,0.710976191,0.749232382,0.787488573,,,,0.68,0.034739037,0.042452614,0.05016619,,,
0.69,0.731308525,0.768500887,0.805693248,,,,0.69,0.036690382,0.044701973,0.052713563,,,
0.7,0.750873496,0.786994775,0.823116054,,,,0.7,0.038668755,0.046976065,0.055283374,,,
0.71,0.769631876,0.804671559,0.839711242,,,,0.71,0.0406698,0.049269562,0.057869324,,,
0.72,0.787552725,0.821496106,0.855439486,,,,0.72,0.04268923,0.05157725,0.060465269,,,
0.73,0.804613117,0.837440932,0.870268747,,,,0.73,0.044722882,0.053894097,0.063065311,,,
0.74,0.820797748,0.852486378,0.884175009,,,,0.74,0.046766761,0.056215323,0.065663885,,,
0.75,0.836098456,0.866620644,0.897142832,,,,0.75,0.048817092,0.058536463,0.068255834,,,
0.76,0.850513692,0.87983969,0.909165687,,,,0.76,0.050870357,0.060853418,0.070836479,,,
0.77,0.864047973,0.89214701,0.920246048,,,,0.77,0.052923338,0.063162504,0.07340167,,,
0.78,0.876711328,0.903553278,0.930395229,,,,0.78,0.054973148,0.06546049,0.075947831,,,
0.79,0.888518767,0.914075878,0.939632989,,,,0.79,0.057017257,0.067744621,0.078471985,,,
0.8,0.899489756,0.923738332,0.947986908,,,,0.8,0.059053514,0.070012639,0.080971763,,,
0.81,0.909647719,0.932569649,0.955491579,,,,0.81,0.061080159,0.072262783,0.083445406,,,
0.82,0.919019548,0.940603599,0.962187651,,,,0.82,0.063095831,0.074493786,0.085891742,,,
0.83,0.927635132,0.947877949,0.968120765,,,,0.83,0.065099558,0.076704861,0.088310165,,,
0.84,0.935526894,0.954433661,0.973340427,,,,0.84,0.067090755,0.078895672,0.090700589,,,
0.85,0.942729331,0.9603141,0.97789887,,,,0.85,0.069069202,0.081066302,0.093063402,,,
0.86,0.949278569,0.965564249,0.981849928,,,,0.86,0.071035018,0.083217217,0.095399415,,,
0.87,0.955211921,0.970229951,0.985247982,,,,0.87,0.072988632,0.085349216,0.097709799,,,
0.88,0.960567461,0.974357219,0.988146977,,,,0.88,0.074930748,0.087463388,0.099996028,,,
0.89,0.965383606,0.977991588,0.990599569,,,,0.89,0.076862302,0.08956106,0.102259817,,,
0.9,0.969698725,0.981177554,0.992656383,,,,0.9,0.078784427,0.091643745,0.104503063,,,
0.91,0.973550765,0.98395809,0.994365414,,,,0.91,0.080698405,0.093713098,0.10672779,,,
0.92,0.976976921,0.986374244,0.995771567,,,,0.92,0.082605628,0.095770864,0.108936101,,,
0.93,0.980013322,0.988464826,0.996916331,,,,0.93,0.084507557,0.097818841,0.111130126,,,
0.94,0.98269477,0.990266173,0.997837576,,,,0.94,0.086405691,0.099858837,0.113311982,,,
0.95,0.985054518,0.991811996,0.998569474,,,,0.95,0.088301528,0.101892637,0.115483746,,,
0.96,0.987124086,0.993133298,0.99914251,,,,0.96,0.090196537,0.103921976,0.117647415,,,
0.97,0.988933127,0.994258357,0.999583587,,,,0.97,0.092092141,0.105948517,0.119804893,,,
0.98,0.990509329,0.995212759,0.999916188,,,,0.98,0.09398969,0.107973828,0.121957967,,,
0.99,0.991878368,0.996019482,1,,,,0.99,0.095890453,0.109999375,0.124108298,,,
1,0.993063885,0.996699016,1,,,,1,0.097795604,0.112026508,0.126257413,,,
1.01,0.994087509,0.997269505,1,,,,1.01,0.099706218,0.114056459,0.128406701,,,
1.02,0.994968898,0.997746913,1,,,,1.02,0.101623268,0.116090341,0.130557413,,,
1.03,0.995725815,0.998145199,1,,,,1.03,0.103547625,0.118129146,0.132710667,,,
