D1,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0,0,2.527516103,0.233101688,0.030052565
0.01,0,1.71309E-13,4.95129E-12,,,
0.02,0,3.15948E-12,7.92536E-11,,,
0.03,0,1.80828E-11,4.04224E-10,,,
0.04,0,6.39097E-11,1.29068E-09,,,
0.05,0,1.73175E-10,3.18844E-09,,,
0.06,0,3.96258E-10,6.69702E-09,,,
0.07,0,8.06276E-10,1.25775E-08,,,
0.08,0,1.50462E-09,2.17659E-08,,,
0.09,0,2.62718E-09,3.53872E-08,,,
0.1,0,4.35128E-09,5.47715E-08,,,
0.11,0,6.90334E-09,8.1471E-08,,,
0.12,0,1.05674E-08,1.17278E-07,,,
0.13,0,1.56943E-08,1.64248E-07,,,
0.14,0,2.27121E-08,2.24714E-07,,,
0.15,0,3.21367E-08,3.0132E-07,,,
0.16,0,4.4584E-08,3.97036E-07,,,
0.17,0,6.07832E-08,5.15191E-07,,,
0.18,0,8.15901E-08,6.59497E-07,,,
0.19,0,1.08002E-07,8.34082E-07,,,
0.2,0,1.41176E-07,1.04352E-06,,,
0.21,0,1.82443E-07,1.29286E-06,,,
0.22,0,2.33327E-07,1.58768E-06,,,
0.23,0,2.95566E-07,1.93409E-06,,,
0.24,0,3.71134E-07,2.3388E-06,,,
0.25,0,4.62258E-07,2.80916E-06,,,
0.26,0,5.71449E-07,3.35319E-06,,,
0.27,0,7.01519E-07,3.97962E-06,,,
0.28,0,8.55614E-07,4.69797E-06,,,
0.29,0,1.03724E-06,5.51854E-06,,,
0.3,0,1.25029E-06,6.45254E-06,,,
0.31,0,1.49908E-06,7.51208E-06,,,
0.32,0,1.78837E-06,8.71024E-06,,,
0.33,0,2.12343E-06,1.00612E-05,,,
0.34,0,2.51003E-06,1.15801E-05,,,
0.35,0,2.95451E-06,1.32833E-05,,,
0.36,0,3.46382E-06,1.51885E-05,,,
0.37,0,4.04554E-06,1.73146E-05,,,
0.38,0,4.70795E-06,1.96818E-05,,,
0.39,0,5.46007E-06,2.23119E-05,,,
0.4,0,6.31168E-06,2.52279E-05,,,
0.41,0,7.27342E-06,2.84548E-05,,,
0.42,0,8.35679E-06,3.20189E-05,,,
0.43,0,9.57427E-06,3.59485E-05,,,
0.44,0,1.09393E-05,4.02736E-05,,,
0.45,0,1.24664E-05,4.50262E-05,,,
0.46,0,1.41711E-05,5.02403E-05,,,
0.47,0,1.60704E-05,5.59519E-05,,,
0.48,0,1.81823E-05,6.21993E-05,,,
0.49,0,2.05262E-05,6.90232E-05,,,
0.5,0,2.31229E-05,7.64665E-05,,,
0.51,0,2.59946E-05,8.45748E-05,,,
0.52,0,2.91653E-05,9.33961E-05,,,
0.53,0,3.26603E-05,0.000102981,,,
0.54,0,3.65068E-05,0.000113384,,,
0.55,0,4.07339E-05,0.000124662,,,
0.56,0,4.53723E-05,0.000136873,,,
0.57,0,5.04552E-05,0.000150082,,,
0.58,0,5.60173E-05,0.000164353,,,
0.59,0,6.20959E-05,0.000179759,,,
0.6,0,6.87305E-05,0.00019637,,,
0.61,0,7.59631E-05,0.000214265,,,
0.62,0,8.38379E-05,0.000233525,,,
0.63,0,9.24021E-05,0.000254234,,,
0.64,0,0.000101706,0.000276482,,,
0.65,0,0.000111801,0.000300363,,,
0.66,0,0.000122744,0.000325973,,,
0.67,0,0.000134594,0.000353417,,,
0.68,0,0.000147412,0.0003828,,,
0.69,0,0.000161265,0.000414236,,,
0.7,0,0.000176222,0.000447842,,,
0.71,0,0.000192355,0.000483741,,,
0.72,0,0.000209741,0.00052206,,,
0.73,0,0.000228462,0.000562934,,,
0.74,0,0.000248601,0.000606502,,,
0.75,0,0.00027025,0.00065291,,,
0.76,0,0.0002935,0.00070231,,,
0.77,0,0.000318452,0.00075486,,,
0.78,0,0.000345209,0.000810725,,,
0.79,0,0.00037388,0.000870077,,,
0.8,0,0.000404578,0.000933093,,,
0.81,0,0.000437423,0.000999961,,,
0.82,0,0.00047254,0.001070872,,,
0.83,0,0.000510061,0.001146029,,,
0.84,0,0.000550122,0.001225638,,,
0.85,0,0.000592867,0.001309918,,,
0.86,0,0.000638446,0.001399092,,,
0.87,0,0.000687017,0.001493395,,,
0.88,0,0.000738743,0.001593068,,,
0.89,0,0.000793794,0.001698363,,,
0.9,0,0.000852351,0.001809539,,,
0.91,0,0.0009146,0.001926866,,,
0.92,0,0.000980734,0.002050623,,,
0.93,0,0.001050958,0.0021811,,,
0.94,0,0.001125482,0.002318595,,,
0.95,0,0.001204526,0.002463418,,,
0.96,0,0.001288321,0.00261589,,,
0.97,0,0.001377105,0.00277634,,,
0.98,0,0.001471126,0.002945112,,,
0.99,1.87268E-05,0.001570642,0.003122558,,,
1,4.28039E-05,0.001675924,0.003309044,,,
1.01,6.95528E-05,0.001787249,0.003504946,,,
1.02,9.91652E-05,0.001904909,0.003710653,,,
1.03,0.000131843,0.002029204,0.003926566,,,
1.04,0.000167799,0.002160449,0.004153099,,,
1.05,0.000207255,0.002298967,0.004390678,,,
1.06,0.000250448,0.002445096,0.004639744,,,
1.07,0.000297623,0.002599185,0.004900748,,,
1.08,0.000349038,0.002761598,0.005174158,,,
1.09,0.000404966,0.00293271,0.005460453,,,
1.1,0.00046569,0.003112909,0.005760128,,,
1.11,0.000531509,0.0033026,0.006073691,,,
1.12,0.000602734,0.003502199,0.006401664,,,
1.13,0.000679692,0.003712139,0.006744586,,,
1.14,0.000762723,0.003932866,0.007103009,,,
1.15,0.000852186,0.004164843,0.0074775,,,
1.16,0.000948452,0.004408547,0.007868642,,,
1.17,0.001051911,0.004664473,0.008277034,,,
1.18,0.001162969,0.00493313,0.00870329,,,
1.19,0.00128205,0.005215045,0.009148039,,,
1.2,0.001409596,0.005510762,0.009611928,,,
1.21,0.001546066,0.005820843,0.010095619,,,
1.22,0.001691941,0.006145866,0.010599791,,,
1.23,0.001847719,0.006486428,0.011125138,,,
1.24,0.002013919,0.006843146,0.011672372,,,
1.25,0.002191081,0.007216652,0.012242223,,,
1.26,0.002379767,0.0076076,0.012835434,,,
1.27,0.002580558,0.008016664,0.01345277,,,
1.28,0.002794061,0.008444534,0.014095008,,,
1.29,0.003020903,0.008891924,0.014762945,,,
1.3,0.003261736,0.009359565,0.015457394,,,
1.31,0.003517235,0.009848211,0.016179187,,,
