D2,,,,parameters of the mean fragility,,,D3,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,0.000225112,0.001223768,0.835027022,0.879610817,0.181656418,0.000001,0,6.06135E-13,1.85665E-11,1.841806133,0.0485602,0.022272291
0.01,0,0.014933814,0.048559629,,,,0.01,0,1.87798E-07,5.70037E-06,,,
0.02,0,0.022332514,0.066830572,,,,0.02,0,4.87165E-07,1.46633E-05,,,
0.03,0,0.028682031,0.081152935,,,,0.03,0,8.52058E-07,2.54353E-05,,,
0.04,0,0.034534857,0.093525407,,,,0.04,0,1.26841E-06,3.75533E-05,,,
0.05,0,0.040100409,0.104695262,,,,0.05,0,1.72888E-06,5.07624E-05,,,
0.06,0,0.045484139,0.115036247,,,,0.06,0,2.22902E-06,6.48969E-05,,,
0.07,0,0.05074762,0.124765849,,,,0.07,0,2.76598E-06,7.98392E-05,,,
0.08,0,0.055930299,0.134023207,,,,0.08,0,3.33787E-06,9.55007E-05,,,
0.09,0,0.061059115,0.142903346,,,,0.09,0,3.94353E-06,0.000111813,,,
0.1,0,0.066153342,0.151474342,,,,0.1,0,4.58225E-06,0.000128721,,,
0.11,0,0.071227268,0.159786777,,,,0.11,0,5.25374E-06,0.00014618,,,
0.12,0,0.076291782,0.16787933,,,,0.12,0,5.958E-06,0.000164153,,,
0.13,0,0.081355364,0.17578227,,,,0.13,0,6.69527E-06,0.000182613,,,
0.14,0,0.086424738,0.183519737,,,,0.14,0,7.46603E-06,0.000201532,,,
0.15,0,0.091505311,0.191111289,,,,0.15,0,8.27091E-06,0.000220894,,,
0.16,0,0.096601478,0.198572983,,,,0.16,0,9.11074E-06,0.000240681,,,
0.17,0,0.101716848,0.205918149,,,,0.17,0,9.98646E-06,0.000260884,,,
0.18,0.000550839,0.106854399,0.213157959,,,,0.18,0,1.08992E-05,0.000281493,,,
0.19,0.003731356,0.112016604,0.220301853,,,,0.19,0,1.185E-05,0.000302506,,,
0.2,0.007053179,0.117205522,0.227357865,,,,0.2,0,1.28404E-05,0.00032392,,,
0.21,0.010512861,0.122422866,0.23433287,,,,0.21,0,1.38717E-05,0.000345739,,,
0.22,0.014107338,0.12767006,0.241232782,,,,0.22,0,1.49453E-05,0.000367967,,,
0.23,0.017833858,0.132948285,0.248062712,,,,0.23,0,1.6063E-05,0.000390615,,,
0.24,0.021689931,0.138258511,0.25482709,,,,0.24,0,1.72264E-05,0.000413694,,,
0.25,0.025673281,0.143601526,0.26152977,,,,0.25,0,1.84372E-05,0.00043722,,,
0.26,0.029781809,0.14897796,0.268174111,,,,0.26,0,1.96973E-05,0.000461212,,,
0.27,0.034013562,0.154388304,0.274763046,,,,0.27,0,2.10087E-05,0.000485692,,,
0.28,0.038366708,0.159832924,0.281299139,,,,0.28,0,2.23732E-05,0.000510688,,,
0.29,0.042839513,0.165312075,0.287784636,,,,0.29,0,2.37931E-05,0.000536227,,,
0.3,0.047430323,0.170825912,0.294221501,,,,0.3,0,2.52704E-05,0.000562343,,,
0.31,0.052137544,0.1763745,0.300611456,,,,0.31,0,2.68073E-05,0.000589072,,,
0.32,0.056959636,0.181957821,0.306956005,,,,0.32,0,2.84063E-05,0.000616455,,,
0.33,0.061895093,0.187575779,0.313256466,,,,0.33,0,3.00695E-05,0.000644534,,,
0.34,0.066942433,0.19322821,0.319513986,,,,0.34,0,3.17996E-05,0.000673358,,,
0.35,0.072100195,0.198914881,0.325729567,,,,0.35,0,3.35989E-05,0.000702974,,,
0.36,0.077366921,0.204635501,0.331904081,,,,0.36,0,3.54703E-05,0.000733438,,,
0.37,0.082741156,0.210389719,0.338038282,,,,0.37,0,3.74162E-05,0.000764804,,,
0.38,0.088221435,0.216177129,0.344132823,,,,0.38,0,3.94396E-05,0.000797133,,,
0.39,0.093806283,0.221997276,0.350188268,,,,0.39,0,4.15433E-05,0.000830485,,,
0.4,0.099494203,0.227849652,0.356205102,,,,0.4,0,4.37303E-05,0.000864925,,,
0.41,0.105283673,0.233733706,0.362183738,,,,0.41,0,4.60036E-05,0.000900519,,,
0.42,0.111173145,0.239648837,0.36812453,,,,0.42,0,4.83665E-05,0.000937336,,,
0.43,0.117161031,0.245594406,0.374027781,,,,0.43,0,5.08222E-05,0.000975445,,,
0.44,0.12324571,0.251569728,0.379893747,,,,0.44,0,5.33742E-05,0.001014917,,,
0.45,0.129425514,0.25757408,0.385722646,,,,0.45,0,5.6026E-05,0.001055826,,,
0.46,0.135698731,0.263606699,0.391514667,,,,0.46,0,5.87813E-05,0.001098245,,,
0.47,0.142063597,0.269666783,0.39726997,,,,0.47,0,6.16439E-05,0.001142247,,,
0.48,0.148518296,0.275753497,0.402988698,,,,0.48,0,6.46177E-05,0.001187907,,,
