Fatalities,,,,parameters of the mean loss curve,,
20.1,0.394157718,0.417140404,0.440123089,,,
20.11,0.394432811,0.417438197,0.440443584,,,
20.12,0.394707833,0.417735901,0.44076397,,,
20.13,0.394982784,0.418033515,0.441084246,,,
20.14,0.395257664,0.418331039,0.441404414,,,
20.15,0.395532474,0.418628473,0.441724472,,,
20.16,0.395807212,0.418925816,0.44204442,,,
20.17,0.396081879,0.419223069,0.442364258,,,
20.18,0.396356475,0.419520231,0.442683986,,,
20.19,0.396630999,0.419817302,0.443003604,,,
20.2,0.396905452,0.420114282,0.443323112,,,
20.21,0.397179834,0.420411171,0.443642509,,,
20.22,0.397454143,0.420707969,0.443961795,,,
20.23,0.397728381,0.421004675,0.44428097,,,
20.24,0.398002546,0.42130129,0.444600034,,,
20.25,0.39827664,0.421597813,0.444918987,,,
20.26,0.398550661,0.421894245,0.445237829,,,
20.27,0.39882461,0.422190584,0.445556559,,,
20.28,0.399098486,0.422486831,0.445875177,,,
20.29,0.39937229,0.422782986,0.446193683,,,
20.3,0.399646021,0.423079049,0.446512077,,,
20.31,0.399919679,0.423375019,0.446830359,,,
20.32,0.400193264,0.423670896,0.447148528,,,
20.33,0.400466777,0.423966681,0.447466585,,,
20.34,0.400740216,0.424262372,0.447784529,,,
20.35,0.401013582,0.424557971,0.44810236,,,
20.36,0.401286874,0.424853476,0.448420078,,,
20.37,0.401560093,0.425148888,0.448737682,,,
20.38,0.401833238,0.425444206,0.449055173,,,
20.39,0.40210631,0.42573943,0.449372551,,,
20.4,0.402379308,0.426034561,0.449689815,,,
20.41,0.402652232,0.426329598,0.450006964,,,
20.42,0.402925082,0.426624541,0.450324,,,
20.43,0.403197857,0.426919389,0.450640922,,,
20.44,0.403470559,0.427214144,0.450957729,,,
20.45,0.403743186,0.427508803,0.451274421,,,
20.46,0.404015738,0.427803368,0.451590999,,,
20.47,0.404288216,0.428097839,0.451907462,,,
20.48,0.404560619,0.428392214,0.45222381,,,
20.49,0.404832947,0.428686495,0.452540042,,,
20.5,0.405105201,0.42898068,0.452856159,,,
20.51,0.405377379,0.42927477,0.453172161,,,
20.52,0.405649482,0.429568765,0.453488047,,,
20.53,0.40592151,0.429862664,0.453803817,,,
20.54,0.406193463,0.430156467,0.454119471,,,
20.55,0.40646534,0.430450174,0.454435009,,,
20.56,0.406737141,0.430743786,0.454750431,,,
20.57,0.407008867,0.431037302,0.455065736,,,
20.58,0.407280517,0.431330721,0.455380924,,,
20.59,0.407552091,0.431624044,0.455695996,,,
20.6,0.407823589,0.43191727,0.456010951,,,
20.61,0.408095011,0.4322104,0.456325789,,,
20.62,0.408366357,0.432503433,0.456640509,,,
20.63,0.408637626,0.432796369,0.456955112,,,
20.64,0.408908819,0.433089209,0.457269598,,,
20.65,0.409179935,0.433381951,0.457583966,,,
20.66,0.409450975,0.433674596,0.457898216,,,
20.67,0.409721938,0.433967143,0.458212348,,,
20.68,0.409992824,0.434259593,0.458526362,,,
20.69,0.410263633,0.434551945,0.458840258,,,
20.7,0.410534365,0.4348442,0.459154035,,,
20.71,0.41080502,0.435136357,0.459467693,,,
20.72,0.411075598,0.435428416,0.459781233,,,
20.73,0.411346098,0.435720376,0.460094654,,,
20.74,0.411616521,0.436012239,0.460407956,,,
20.75,0.411886866,0.436304003,0.460721139,,,
20.76,0.412157134,0.436595668,0.461034203,,,
20.77,0.412427323,0.436887235,0.461347147,,,
20.78,0.412697435,0.437178703,0.461659971,,,
20.79,0.412967469,0.437470072,0.461972676,,,
20.8,0.413237425,0.437761343,0.46228526,,,
20.81,0.413507302,0.438052514,0.462597725,,,
20.82,0.413777101,0.438343586,0.46291007,,,
20.83,0.414046822,0.438634558,0.463222294,,,
20.84,0.414316465,0.438925431,0.463534398,,,
20.85,0.414586028,0.439216205,0.463846381,,,
20.86,0.414855513,0.439506878,0.464158243,,,
20.87,0.41512492,0.439797452,0.464469985,,,
20.88,0.415394247,0.440087926,0.464781605,,,
20.89,0.415663495,0.4403783,0.465093104,,,
20.9,0.415932665,0.440668574,0.465404483,,,
20.91,0.416201755,0.440958747,0.465715739,,,
20.92,0.416470765,0.44124882,0.466026874,,,
20.93,0.416739697,0.441538792,0.466337887,,,
20.94,0.417008549,0.441828664,0.466648779,,,
20.95,0.417277321,0.442118435,0.466959548,,,
20.96,0.417546014,0.442408105,0.467270196,,,
20.97,0.417814626,0.442697674,0.467580721,,,
20.98,0.418083159,0.442987141,0.467891123,,,
20.99,0.418351612,0.443276508,0.468201403,,,
21,0.418619985,0.443565773,0.468511561,,,
21.01,0.418888278,0.443854937,0.468821595,,,
21.02,0.419156491,0.444143999,0.469131507,,,
21.03,0.419424623,0.444432959,0.469441296,,,
21.04,0.419692675,0.444721818,0.469750961,,,
21.05,0.419960646,0.445010575,0.470060503,,,
21.06,0.420228536,0.445299229,0.470369922,,,
21.07,0.420496346,0.445587782,0.470679217,,,
21.08,0.420764075,0.445876232,0.470988389,,,
21.09,0.421031723,0.44616458,0.471297436,,,
21.1,0.42129929,0.446452825,0.47160636,,,
21.11,0.421566776,0.446740967,0.471915159,,,
21.12,0.421834181,0.447029007,0.472223834,,,
21.13,0.422101504,0.447316945,0.472532385,,,
21.14,0.422368746,0.447604779,0.472840811,,,
21.15,0.422635906,0.44789251,0.473149113,,,
21.16,0.422902985,0.448180138,0.47345729,,,
21.17,0.423169983,0.448467662,0.473765342,,,
21.18,0.423436898,0.448755084,0.474073269,,,
21.19,0.423703732,0.449042402,0.474381071,,,
21.2,0.423970484,0.449329616,0.474688748,,,
21.21,0.424237153,0.449616726,0.474996299,,,
21.22,0.424503741,0.449903733,0.475303725,,,
21.23,0.424770246,0.450190636,0.475611026,,,
21.24,0.425036669,0.450477435,0.4759182,,,
21.25,0.42530301,0.450764129,0.476225249,,,
21.26,0.425569268,0.45105072,0.476532171,,,
21.27,0.425835444,0.451337206,0.476838968,,,
21.28,0.426101537,0.451623588,0.477145638,,,
21.29,0.426367547,0.451909865,0.477452182,,,
21.3,0.426633475,0.452196037,0.4777586,,,
21.31,0.426899319,0.452482105,0.478064891,,,
21.32,0.42716508,0.452768068,0.478371055,,,
21.33,0.427430759,0.453053926,0.478677092,,,
21.34,0.427696354,0.453339678,0.478983003,,,
21.35,0.427961866,0.453625326,0.479288786,,,
21.36,0.428227294,0.453910868,0.479594442,,,
21.37,0.428492639,0.454196305,0.479899971,,,
21.38,0.428757901,0.454481637,0.480205373,,,
21.39,0.429023079,0.454766863,0.480510647,,,
21.4,0.429288173,0.455051983,0.480815793,,,
21.41,0.429553183,0.455336997,0.481120811,,,
21.42,0.42981811,0.455621906,0.481425702,,,
21.43,0.430082952,0.455906709,0.481730465,,,
21.44,0.430347711,0.456191405,0.482035099,,,
21.45,0.430612385,0.456475996,0.482339606,,,
21.46,0.430876975,0.45676048,0.482643984,,,
21.47,0.431141481,0.457044857,0.482948233,,,
21.48,0.431405903,0.457329129,0.483252354,,,
21.49,0.43167024,0.457613293,0.483556347,,,
21.5,0.431934492,0.457897351,0.48386021,,,
21.51,0.43219866,0.458181303,0.484163945,,,
21.52,0.432462743,0.458465147,0.484467551,,,
21.53,0.432726741,0.458748884,0.484771028,,,
21.54,0.432990654,0.459032515,0.485074375,,,
21.55,0.433254483,0.459316038,0.485377593,,,
21.56,0.433518226,0.459599454,0.485680682,,,
21.57,0.433781884,0.459882763,0.485983641,,,
21.58,0.434045457,0.460165964,0.48628647,,,
21.59,0.434308945,0.460449057,0.48658917,,,
21.6,0.434572347,0.460732043,0.48689174,,,
21.61,0.434835664,0.461014922,0.48719418,,,
21.62,0.435098895,0.461297692,0.487496489,,,
21.63,0.435362041,0.461580355,0.487798669,,,
21.64,0.435625101,0.46186291,0.488100718,,,
21.65,0.435888075,0.462145356,0.488402637,,,
21.66,0.436150963,0.462427694,0.488704426,,,
21.67,0.436413765,0.462709924,0.489006084,,,
21.68,0.436676482,0.462992046,0.489307611,,,
21.69,0.436939112,0.463274059,0.489609007,,,
21.7,0.437201656,0.463555964,0.489910272,,,
21.71,0.437464114,0.46383776,0.490211407,,,
21.72,0.437726485,0.464119448,0.49051241,,,
21.73,0.43798877,0.464401026,0.490813282,,,
21.74,0.438250969,0.464682496,0.491114023,,,
21.75,0.43851308,0.464963856,0.491414632,,,
21.76,0.438775106,0.465245108,0.49171511,,,
21.77,0.439037044,0.46552625,0.492015457,,,
21.78,0.439298896,0.465807284,0.492315671,,,
21.79,0.439560661,0.466088207,0.492615754,,,
21.8,0.439822339,0.466369022,0.492915705,,,
21.81,0.44008393,0.466649727,0.493215523,,,
21.82,0.440345433,0.466930322,0.49351521,,,
21.83,0.44060685,0.467210807,0.493814765,,,
21.84,0.440868179,0.467491183,0.494114187,,,
21.85,0.441129421,0.467771449,0.494413477,,,
21.86,0.441390576,0.468051605,0.494712634,,,
21.87,0.441651643,0.468331651,0.495011659,,,
21.88,0.441912622,0.468611587,0.495310551,,,
21.89,0.442173514,0.468891412,0.49560931,,,
21.9,0.442434318,0.469171127,0.495907937,,,
21.91,0.442695035,0.469450732,0.49620643,,,
21.92,0.442955663,0.469730227,0.49650479,,,
21.93,0.443216204,0.470009611,0.496803018,,,
21.94,0.443476656,0.470288884,0.497101112,,,
21.95,0.443737021,0.470568047,0.497399072,,,
21.96,0.443997297,0.470847098,0.4976969,,,
21.97,0.444257485,0.471126039,0.497994594,,,
21.98,0.444517585,0.471404869,0.498292154,,,
21.99,0.444777597,0.471683588,0.49858958,,,
22,0.44503752,0.471962196,0.498886873,,,
22.01,0.445297354,0.472240693,0.499184032,,,
22.02,0.4455571,0.472519078,0.499481057,,,
22.03,0.445816757,0.472797352,0.499777947,,,
22.04,0.446076326,0.473075515,0.500074704,,,
22.05,0.446335806,0.473353566,0.500371326,,,
22.06,0.446595196,0.473631506,0.500667815,,,
22.07,0.446854498,0.473909333,0.500964168,,,
22.08,0.447113711,0.474187049,0.501260388,,,
22.09,0.447372835,0.474464654,0.501556472,,,
22.1,0.44763187,0.474742146,0.501852422,,,
22.11,0.447890815,0.475019526,0.502148238,,,
22.12,0.448149672,0.475296795,0.502443918,,,
22.13,0.448408438,0.475573951,0.502739463,,,
22.14,0.448667116,0.475850995,0.503034874,,,
22.15,0.448925704,0.476127927,0.503330149,,,
22.16,0.449184202,0.476404746,0.50362529,,,
22.17,0.449442611,0.476681453,0.503920295,,,
22.18,0.44970093,0.476958047,0.504215164,,,
22.19,0.449959159,0.477234529,0.504509899,,,
22.2,0.450217299,0.477510898,0.504804498,,,
22.21,0.450475348,0.477787155,0.505098961,,,
22.22,0.450733308,0.478063298,0.505393288,,,
22.23,0.450991178,0.478339329,0.50568748,,,
22.24,0.451248957,0.478615247,0.505981536,,,
22.25,0.451506646,0.478891051,0.506275456,,,
22.26,0.451764246,0.479166743,0.50656924,,,
22.27,0.452021754,0.479442321,0.506862889,,,
22.28,0.452279173,0.479717787,0.5071564,,,
22.29,0.452536501,0.479993139,0.507449776,,,
22.3,0.452793738,0.480268377,0.507743016,,,
22.31,0.453050885,0.480543502,0.508036119,,,
22.32,0.453307942,0.480818514,0.508329085,,,
22.33,0.453564907,0.481093411,0.508621915,,,
22.34,0.453821782,0.481368196,0.508914609,,,
22.35,0.454078567,0.481642866,0.509207166,,,
22.36,0.45433526,0.481917423,0.509499586,,,
22.37,0.454591862,0.482191866,0.509791869,,,
22.38,0.454848373,0.482466194,0.510084016,,,
22.39,0.455104794,0.482740409,0.510376025,,,
22.4,0.455361123,0.48301451,0.510667897,,,
22.41,0.455617361,0.483288497,0.510959633,,,
22.42,0.455873507,0.483562369,0.511251231,,,
22.43,0.456129563,0.483836127,0.511542691,,,
22.44,0.456385527,0.484109771,0.511834015,,,
22.45,0.456641399,0.4843833,0.512125201,,,
22.46,0.45689718,0.484656715,0.512416249,,,
22.47,0.45715287,0.484930015,0.51270716,,,
22.48,0.457408468,0.485203201,0.512997934,,,
22.49,0.457663974,0.485476272,0.513288569,,,
22.5,0.457919388,0.485749228,0.513579067,,,
22.51,0.458174711,0.486022069,0.513869427,,,
22.52,0.458429942,0.486294796,0.51415965,,,
22.53,0.45868508,0.486567407,0.514449734,,,
22.54,0.458940127,0.486839904,0.51473968,,,
22.55,0.459195082,0.487112285,0.515029488,,,
22.56,0.459449945,0.487384551,0.515319158,,,
22.57,0.459704715,0.487656702,0.515608689,,,
22.58,0.459959394,0.487928738,0.515898083,,,
22.59,0.46021398,0.488200659,0.516187338,,,
22.6,0.460468473,0.488472464,0.516476454,,,
22.61,0.460722875,0.488744153,0.516765432,,,
22.62,0.460977183,0.489015728,0.517054272,,,
22.63,0.4612314,0.489287186,0.517342972,,,
22.64,0.461485524,0.489558529,0.517631534,,,
22.65,0.461739555,0.489829756,0.517919958,,,
22.66,0.461993493,0.490100868,0.518208242,,,
22.67,0.462247339,0.490371863,0.518496388,,,
22.68,0.462501092,0.490642743,0.518784394,,,
22.69,0.462754752,0.490913507,0.519072262,,,
22.7,0.463008319,0.491184155,0.51935999,,,
22.71,0.463261793,0.491454686,0.51964758,,,
22.72,0.463515174,0.491725102,0.51993503,,,
22.73,0.463768462,0.491995401,0.520222341,,,
22.74,0.464021657,0.492265585,0.520509512,,,
22.75,0.464274759,0.492535652,0.520796544,,,
22.76,0.464527767,0.492805602,0.521083437,,,
22.77,0.464780683,0.493075436,0.52137019,,,
22.78,0.465033505,0.493345154,0.521656803,,,
22.79,0.465286233,0.493614755,0.521943277,,,
22.8,0.465538868,0.49388424,0.522229612,,,
22.81,0.465791409,0.494153608,0.522515806,,,
22.82,0.466043857,0.494422859,0.522801861,,,
22.83,0.466296211,0.494691994,0.523087776,,,
22.84,0.466548472,0.494961011,0.52337355,,,
22.85,0.466800639,0.495229912,0.523659185,,,
22.86,0.467052712,0.495498696,0.52394468,,,
22.87,0.467304691,0.495767363,0.524230035,,,
22.88,0.467556576,0.496035913,0.524515249,,,
22.89,0.467808368,0.496304346,0.524800324,,,
22.9,0.468060065,0.496572662,0.525085258,,,
22.91,0.468311669,0.49684086,0.525370052,,,
22.92,0.468563178,0.497108942,0.525654705,,,
22.93,0.468814593,0.497376906,0.525939218,,,
22.94,0.469065914,0.497644752,0.526223591,,,
22.95,0.46931714,0.497912482,0.526507823,,,
22.96,0.469568273,0.498180093,0.526791914,,,
22.97,0.469819311,0.498447588,0.527075865,,,
22.98,0.470070254,0.498714965,0.527359675,,,
22.99,0.470321103,0.498982224,0.527643344,,,
23,0.470571858,0.499249365,0.527926873,,,
23.01,0.470822518,0.499516389,0.52821026,,,
23.02,0.471073084,0.499783295,0.528493507,,,
23.03,0.471323554,0.500050083,0.528776613,,,
23.04,0.47157393,0.500316754,0.529059577,,,
23.05,0.471824212,0.500583306,0.529342401,,,
23.06,0.472074398,0.500849741,0.529625084,,,
23.07,0.47232449,0.501116058,0.529907625,,,
23.08,0.472574487,0.501382256,0.530190025,,,
23.09,0.472824389,0.501648337,0.530472284,,,
23.1,0.473074195,0.501914299,0.530754402,,,
23.11,0.473323907,0.502180143,0.531036379,,,
23.12,0.473573524,0.502445869,0.531318213,,,
23.13,0.473823045,0.502711476,0.531599907,,,
23.14,0.474072472,0.502976965,0.531881459,,,
23.15,0.474321803,0.503242336,0.532162869,,,
23.16,0.474571039,0.503507589,0.532444138,,,
23.17,0.474820179,0.503772722,0.532725266,,,
23.18,0.475069225,0.504037738,0.533006251,,,
23.19,0.475318174,0.504302635,0.533287095,,,
23.2,0.475567029,0.504567413,0.533567797,,,
23.21,0.475815787,0.504832072,0.533848357,,,
23.22,0.47606445,0.505096613,0.534128776,,,
23.23,0.476313018,0.505361035,0.534409052,,,
23.24,0.47656149,0.505625338,0.534689187,,,
23.25,0.476809866,0.505889523,0.534969179,,,
23.26,0.477058147,0.506153588,0.53524903,,,
23.27,0.477306332,0.506417535,0.535528738,,,
23.28,0.47755442,0.506681363,0.535808305,,,
23.29,0.477802413,0.506945071,0.536087729,,,
23.3,0.478050311,0.507208661,0.536367011,,,
23.31,0.478298112,0.507472131,0.536646151,,,
23.32,0.478545817,0.507735483,0.536925148,,,
23.33,0.478793426,0.507998715,0.537204003,,,
23.34,0.479040939,0.508261828,0.537482716,,,
23.35,0.479288356,0.508524821,0.537761286,,,
23.36,0.479535677,0.508787695,0.538039714,,,
23.37,0.479782901,0.50905045,0.538318,,,
23.38,0.480030029,0.509313086,0.538596143,,,
23.39,0.480277061,0.509575602,0.538874143,,,
23.4,0.480523997,0.509837999,0.539152001,,,
23.41,0.480770836,0.510100276,0.539429716,,,
23.42,0.481017579,0.510362433,0.539707288,,,
23.43,0.481264225,0.510624471,0.539984718,,,
23.44,0.481510775,0.51088639,0.540262005,,,
23.45,0.481757228,0.511148188,0.540539149,,,
23.46,0.482003584,0.511409867,0.54081615,,,
23.47,0.482249844,0.511671427,0.541093009,,,
23.48,0.482496008,0.511932866,0.541369724,,,
23.49,0.482742074,0.512194186,0.541646297,,,
23.5,0.482988044,0.512455385,0.541922727,,,
23.51,0.483233917,0.512716465,0.542199013,,,
23.52,0.483479693,0.512977425,0.542475157,,,
23.53,0.483725372,0.513238265,0.542751158,,,
23.54,0.483970955,0.513498985,0.543027015,,,
23.55,0.48421644,0.513759585,0.543302729,,,
23.56,0.484461829,0.514020064,0.5435783,,,
23.57,0.48470712,0.514280424,0.543853728,,,
23.58,0.484952314,0.514540664,0.544129013,,,
23.59,0.485197411,0.514800783,0.544404154,,,
23.6,0.485442411,0.515060782,0.544679152,,,
23.61,0.485687314,0.515320661,0.544954007,,,
23.62,0.48593212,0.515580419,0.545228718,,,
23.63,0.486176828,0.515840057,0.545503286,,,
23.64,0.486421439,0.516099575,0.545777711,,,
23.65,0.486665953,0.516358972,0.546051992,,,
23.66,0.486910369,0.516618249,0.546326129,,,
23.67,0.487154688,0.516877406,0.546600124,,,
23.68,0.48739891,0.517136442,0.546873974,,,
23.69,0.487643033,0.517395357,0.547147681,,,
23.7,0.48788706,0.517654152,0.547421244,,,
23.71,0.488130989,0.517912826,0.547694664,,,
23.72,0.48837482,0.51817138,0.54796794,,,
23.73,0.488618554,0.518429813,0.548241072,,,
23.74,0.48886219,0.518688125,0.54851406,,,
23.75,0.489105728,0.518946317,0.548786905,,,
23.76,0.489349168,0.519204387,0.549059606,,,
23.77,0.489592511,0.519462337,0.549332163,,,
23.78,0.489835756,0.519720166,0.549604577,,,
23.79,0.490078903,0.519977875,0.549876846,,,
23.8,0.490321952,0.520235462,0.550148972,,,
23.81,0.490564903,0.520492928,0.550420953,,,
23.82,0.490807757,0.520750274,0.550692791,,,
23.83,0.491050512,0.521007498,0.550964485,,,
23.84,0.491293169,0.521264602,0.551236035,,,
23.85,0.491535729,0.521521584,0.55150744,,,
23.86,0.49177819,0.521778446,0.551778702,,,
23.87,0.492020553,0.522035186,0.55204982,,,
23.88,0.492262818,0.522291805,0.552320793,,,
23.89,0.492504984,0.522548303,0.552591623,,,
23.9,0.492747053,0.52280468,0.552862308,,,
23.91,0.492989023,0.523060936,0.553132849,,,
23.92,0.493230895,0.52331707,0.553403246,,,
23.93,0.493472669,0.523573084,0.553673499,,,
23.94,0.493714344,0.523828975,0.553943607,,,
23.95,0.493955921,0.524084746,0.554213571,,,
23.96,0.494197399,0.524340395,0.554483391,,,
23.97,0.494438779,0.524595923,0.554753067,,,
23.98,0.494680061,0.52485133,0.555022598,,,
23.99,0.494921244,0.525106615,0.555291985,,,
24,0.495162328,0.525361778,0.555561228,,,
24.01,0.495403314,0.52561682,0.555830326,,,
24.02,0.495644201,0.525871741,0.55609928,,,
24.03,0.49588499,0.52612654,0.55636809,,,
24.04,0.49612568,0.526381217,0.556636755,,,
24.05,0.496366271,0.526635773,0.556905275,,,
24.06,0.496606764,0.526890208,0.557173652,,,
24.07,0.496847158,0.527144521,0.557441883,,,
24.08,0.497087453,0.527398712,0.55770997,,,
24.09,0.497327649,0.527652781,0.557977913,,,
24.1,0.497567746,0.527906729,0.558245711,,,
24.11,0.497807745,0.528160555,0.558513365,,,
24.12,0.498047645,0.528414259,0.558780873,,,
24.13,0.498287445,0.528667841,0.559048238,,,
24.14,0.498527147,0.528921302,0.559315457,,,
24.15,0.49876675,0.529174641,0.559582533,,,
24.16,0.499006253,0.529427858,0.559849463,,,
24.17,0.499245658,0.529680953,0.560116249,,,
24.18,0.499484964,0.529933927,0.56038289,,,
24.19,0.49972417,0.530186778,0.560649386,,,
24.2,0.499963278,0.530439508,0.560915738,,,
24.21,0.500202286,0.530692115,0.561181945,,,
24.22,0.500441195,0.530944601,0.561448007,,,
24.23,0.500680005,0.531196965,0.561713925,,,
24.24,0.500918715,0.531449206,0.561979697,,,
24.25,0.501157326,0.531701326,0.562245325,,,
24.26,0.501395838,0.531953323,0.562510808,,,
24.27,0.501634251,0.532205199,0.562776147,,,
24.28,0.501872564,0.532456952,0.56304134,,,
24.29,0.502110778,0.532708584,0.563306389,,,
24.3,0.502348893,0.532960093,0.563571293,,,
24.31,0.502586908,0.53321148,0.563836052,,,
24.32,0.502824824,0.533462745,0.564100666,,,
24.33,0.50306264,0.533713888,0.564365135,,,
24.34,0.503300357,0.533964908,0.56462946,,,
24.35,0.503537974,0.534215807,0.564893639,,,
24.36,0.503775492,0.534466583,0.565157674,,,
24.37,0.50401291,0.534717237,0.565421563,,,
24.38,0.504250228,0.534967768,0.565685308,,,
24.39,0.504487447,0.535218178,0.565948908,,,
24.4,0.504724566,0.535468465,0.566212363,,,
24.41,0.504961586,0.535718629,0.566475673,,,
24.42,0.505198506,0.535968672,0.566738838,,,
24.43,0.505435326,0.536218592,0.567001858,,,
24.44,0.505672046,0.536468389,0.567264733,,,
24.45,0.505908667,0.536718065,0.567527463,,,
24.46,0.506145187,0.536967617,0.567790048,,,
24.47,0.506381608,0.537217048,0.568052487,,,
24.48,0.50661793,0.537466356,0.568314782,,,
24.49,0.506854151,0.537715542,0.568576932,,,
24.5,0.507090272,0.537964605,0.568838937,,,
24.51,0.507326294,0.538213545,0.569100797,,,
24.52,0.507562215,0.538462364,0.569362512,,,
24.53,0.507798037,0.538711059,0.569624082,,,
24.54,0.508033758,0.538959632,0.569885506,,,
24.55,0.50826938,0.539208083,0.570146786,,,
24.56,0.508504902,0.539456411,0.570407921,,,
24.57,0.508740323,0.539704617,0.57066891,,,
24.58,0.508975645,0.5399527,0.570929755,,,
24.59,0.509210866,0.54020066,0.571190454,,,
24.6,0.509445987,0.540448498,0.571451008,,,
24.61,0.509681009,0.540696213,0.571711417,,,
24.62,0.50991593,0.540943805,0.571971681,,,
24.63,0.51015075,0.541191275,0.5722318,,,
24.64,0.510385471,0.541438623,0.572491774,,,
24.65,0.510620092,0.541685847,0.572751603,,,
24.66,0.510854612,0.541932949,0.573011287,,,
24.67,0.511089032,0.542179929,0.573270825,,,
24.68,0.511323352,0.542426785,0.573530219,,,
24.69,0.511557571,0.542673519,0.573789467,,,
24.7,0.51179169,0.54292013,0.57404857,,,
24.71,0.512025709,0.543166619,0.574307528,,,
24.72,0.512259627,0.543412984,0.574566341,,,
24.73,0.512493445,0.543659227,0.574825009,,,
24.74,0.512727163,0.543905347,0.575083532,,,
24.75,0.51296078,0.544151345,0.575341909,,,
24.76,0.513194297,0.54439722,0.575600142,,,
24.77,0.513427714,0.544642971,0.575858229,,,
24.78,0.51366103,0.5448886,0.576116171,,,
24.79,0.513894245,0.545134107,0.576373968,,,
24.8,0.51412736,0.54537949,0.57663162,,,
24.81,0.514360375,0.545624751,0.576889127,,,
24.82,0.514593289,0.545869889,0.577146489,,,
24.83,0.514826102,0.546114904,0.577403705,,,
24.84,0.515058815,0.546359796,0.577660777,,,
24.85,0.515291427,0.546604565,0.577917703,,,
24.86,0.515523939,0.546849212,0.578174484,,,
24.87,0.51575635,0.547093735,0.57843112,,,
24.88,0.51598866,0.547338136,0.578687611,,,
24.89,0.51622087,0.547582414,0.578943957,,,
24.9,0.516452979,0.547826569,0.579200158,,,
24.91,0.516684987,0.548070601,0.579456214,,,
24.92,0.516916895,0.54831451,0.579712124,,,
24.93,0.517148702,0.548558296,0.57996789,,,
24.94,0.517380408,0.548801959,0.58022351,,,
24.95,0.517612014,0.5490455,0.580478985,,,
24.96,0.517843518,0.549288917,0.580734316,,,
24.97,0.518074922,0.549532212,0.580989501,,,
24.98,0.518306225,0.549775383,0.581244541,,,
24.99,0.518537428,0.550018432,0.581499436,,,
25,0.518768529,0.550261357,0.581754186,,,
25.01,0.51899953,0.55050416,0.58200879,,,
25.02,0.51923043,0.55074684,0.58226325,,,
25.03,0.519461229,0.550989397,0.582517565,,,
25.04,0.519691927,0.551231831,0.582771734,,,
25.05,0.519922524,0.551474141,0.583025759,,,
25.06,0.52015302,0.551716329,0.583279639,,,
25.07,0.520383415,0.551958394,0.583533373,,,
25.08,0.52061371,0.552200336,0.583786963,,,
25.09,0.520843903,0.552442155,0.584040407,,,
25.1,0.521073995,0.552683851,0.584293707,,,
25.11,0.521303987,0.552925424,0.584546861,,,
25.12,0.521533877,0.553166874,0.584799871,,,
25.13,0.521763667,0.553408201,0.585052735,,,
25.14,0.521993355,0.553649405,0.585305455,,,
25.15,0.522222943,0.553890486,0.585558029,,,
25.16,0.522452429,0.554131444,0.585810459,,,
25.17,0.522681814,0.554372279,0.586062744,,,
25.18,0.522911098,0.554612991,0.586314883,,,
25.19,0.523140281,0.55485358,0.586566878,,,
25.2,0.523369363,0.555094046,0.586818728,,,
25.21,0.523598344,0.555334389,0.587070433,,,
25.22,0.523827224,0.555574609,0.587321993,,,
25.23,0.524056003,0.555814705,0.587573408,,,
25.24,0.52428468,0.556054679,0.587824678,,,
25.25,0.524513257,0.55629453,0.588075804,,,
25.26,0.524741732,0.556534258,0.588326784,,,
25.27,0.524970106,0.556773863,0.58857762,,,
25.28,0.525198379,0.557013345,0.588828311,,,
25.29,0.52542655,0.557252704,0.589078857,,,
25.3,0.525654621,0.557491939,0.589329258,,,
25.31,0.52588259,0.557731052,0.589579515,,,
25.32,0.526110458,0.557970042,0.589829626,,,
25.33,0.526338224,0.558208909,0.590079593,,,
25.34,0.52656589,0.558447652,0.590329415,,,
25.35,0.526793454,0.558686273,0.590579092,,,
25.36,0.527020917,0.558924771,0.590828625,,,
25.37,0.527248278,0.559163146,0.591078013,,,
25.38,0.527475539,0.559401397,0.591327256,,,
25.39,0.527702698,0.559639526,0.591576354,,,
25.4,0.527929755,0.559877532,0.591825308,,,
25.41,0.528156712,0.560115414,0.592074117,,,
25.42,0.528383567,0.560353174,0.592322781,,,
25.43,0.528610321,0.560590811,0.592571301,,,
25.44,0.528836973,0.560828324,0.592819676,,,
25.45,0.529063524,0.561065715,0.593067907,,,
25.46,0.529289973,0.561302983,0.593315992,,,
25.47,0.529516322,0.561540128,0.593563934,,,
25.48,0.529742569,0.561777149,0.59381173,,,
25.49,0.529968714,0.562014048,0.594059382,,,
25.5,0.530194758,0.562250824,0.59430689,,,
25.51,0.530420701,0.562487477,0.594554253,,,
25.52,0.530646542,0.562724007,0.594801472,,,
25.53,0.530872282,0.562960414,0.595048546,,,
25.54,0.53109792,0.563196698,0.595295475,,,
25.55,0.531323457,0.563432859,0.59554226,,,
25.56,0.531548893,0.563668897,0.595788901,,,
25.57,0.531774227,0.563904812,0.596035397,,,
25.58,0.531999459,0.564140604,0.596281749,,,
25.59,0.532224591,0.564376274,0.596527956,,,
25.6,0.53244962,0.56461182,0.59677402,,,
25.61,0.532674548,0.564847243,0.597019938,,,
25.62,0.532899375,0.565082544,0.597265713,,,
25.63,0.5331241,0.565317722,0.597511343,,,
25.64,0.533348724,0.565552776,0.597756828,,,
25.65,0.533573246,0.565787708,0.59800217,,,
25.66,0.533797667,0.566022517,0.598247367,,,
25.67,0.534021986,0.566257203,0.59849242,,,
25.68,0.534246204,0.566491766,0.598737329,,,
