Fatalities,,,,parameters of the mean loss curve,,
Run-up [m],mean-1sigma loss curve,mean loss curve,mean+1sigma loss curve,median,logarithmic standard deviation,epistemic uncertainty
20.2,0.35570916,0.371290371,0.386871581,,,
20.21,0.355925526,0.371521073,0.387116619,,,
20.22,0.35614183,0.371751706,0.387361582,,,
20.23,0.356358073,0.371982272,0.38760647,,,
20.24,0.356574254,0.372212768,0.387851282,,,
20.25,0.356790374,0.372443196,0.388096019,,,
20.26,0.357006432,0.372673556,0.38834068,,,
20.27,0.357222428,0.372903847,0.388585266,,,
20.28,0.357438363,0.373134069,0.388829776,,,
20.29,0.357654236,0.373364223,0.38907421,,,
20.3,0.357870047,0.373594308,0.389318569,,,
20.31,0.358085796,0.373824324,0.389562852,,,
20.32,0.358301484,0.374054272,0.389807059,,,
20.33,0.35851711,0.37428415,0.39005119,,,
20.34,0.358732674,0.37451396,0.390295246,,,
20.35,0.358948176,0.374743701,0.390539226,,,
20.36,0.359163617,0.374973373,0.39078313,,,
20.37,0.359378995,0.375202976,0.391026958,,,
20.38,0.359594312,0.375432511,0.391270709,,,
20.39,0.359809567,0.375661976,0.391514385,,,
20.4,0.36002476,0.375891372,0.391757985,,,
20.41,0.36023989,0.3761207,0.392001509,,,
20.42,0.360454959,0.376349958,0.392244956,,,
20.43,0.360669966,0.376579147,0.392488328,,,
20.44,0.360884911,0.376808267,0.392731623,,,
20.45,0.361099794,0.377037318,0.392974842,,,
20.46,0.361314615,0.377266299,0.393217984,,,
20.47,0.361529373,0.377495212,0.393461051,,,
20.48,0.36174407,0.377724055,0.39370404,,,
20.49,0.361958704,0.377952829,0.393946954,,,
20.5,0.362173277,0.378181534,0.394189791,,,
20.51,0.362387787,0.378410169,0.394432551,,,
20.52,0.362602235,0.378638735,0.394675236,,,
20.53,0.36281662,0.378867232,0.394917843,,,
20.54,0.363030944,0.379095659,0.395160374,,,
20.55,0.363245205,0.379324017,0.395402828,,,
20.56,0.363459404,0.379552305,0.395645206,,,
20.57,0.363673541,0.379780524,0.395887507,,,
20.58,0.363887615,0.380008673,0.396129731,,,
20.59,0.364101627,0.380236753,0.396371878,,,
20.6,0.364315577,0.380464763,0.396613949,,,
20.61,0.364529464,0.380692703,0.396855943,,,
20.62,0.364743289,0.380920574,0.39709786,,,
20.63,0.364957051,0.381148375,0.3973397,,,
20.64,0.365170751,0.381376107,0.397581463,,,
20.65,0.365384389,0.381603769,0.397823149,,,
20.66,0.365597964,0.381831361,0.398064758,,,
20.67,0.365811477,0.382058883,0.39830629,,,
20.68,0.366024927,0.382286336,0.398547745,,,
20.69,0.366238315,0.382513719,0.398789123,,,
20.7,0.36645164,0.382741031,0.399030423,,,
20.71,0.366664902,0.382968274,0.399271647,,,
20.72,0.366878102,0.383195448,0.399512793,,,
20.73,0.367091239,0.383422551,0.399753862,,,
20.74,0.367304314,0.383649584,0.399994854,,,
20.75,0.367517326,0.383876547,0.400235768,,,
20.76,0.367730276,0.38410344,0.400476605,,,
20.77,0.367943162,0.384330264,0.400717365,,,
20.78,0.368155986,0.384557017,0.400958047,,,
20.79,0.368368748,0.3847837,0.401198652,,,
20.8,0.368581446,0.385010313,0.40143918,,,
20.81,0.368794082,0.385236856,0.40167963,,,
20.82,0.369006655,0.385463329,0.401920002,,,
20.83,0.369219165,0.385689731,0.402160297,,,
20.84,0.369431613,0.385916063,0.402400514,,,
20.85,0.369643998,0.386142326,0.402640653,,,
20.86,0.369856319,0.386368517,0.402880715,,,
20.87,0.370068578,0.386594639,0.403120699,,,
20.88,0.370280775,0.38682069,0.403360606,,,
20.89,0.370492908,0.387046671,0.403600435,,,
20.9,0.370704978,0.387272582,0.403840186,,,
20.91,0.370916986,0.387498422,0.404079859,,,
20.92,0.37112893,0.387724192,0.404319454,,,
20.93,0.371340812,0.387949891,0.404558971,,,
20.94,0.37155263,0.38817552,0.404798411,,,
20.95,0.371764386,0.388401079,0.405037772,,,
20.96,0.371976078,0.388626567,0.405277056,,,
20.97,0.372187708,0.388851985,0.405516261,,,
20.98,0.372399274,0.389077332,0.405755389,,,
20.99,0.372610778,0.389302608,0.405994438,,,
21,0.372822218,0.389527814,0.40623341,,,
21.01,0.373033595,0.389752949,0.406472303,,,
21.02,0.373244909,0.389978014,0.406711118,,,
21.03,0.37345616,0.390203008,0.406949855,,,
21.04,0.373667348,0.390427931,0.407188514,,,
21.05,0.373878473,0.390652784,0.407427094,,,
21.06,0.374089535,0.390877566,0.407665597,,,
21.07,0.374300533,0.391102277,0.407904021,,,
21.08,0.374511468,0.391326917,0.408142366,,,
21.09,0.37472234,0.391551487,0.408380634,,,
21.1,0.374933149,0.391775986,0.408618822,,,
21.11,0.375143895,0.392000414,0.408856933,,,
21.12,0.375354577,0.392224771,0.409094965,,,
21.13,0.375565196,0.392449057,0.409332919,,,
21.14,0.375775752,0.392673273,0.409570794,,,
21.15,0.375986244,0.392897417,0.409808591,,,
21.16,0.376196673,0.393121491,0.410046309,,,
21.17,0.376407039,0.393345494,0.410283948,,,
21.18,0.376617342,0.393569425,0.410521509,,,
21.19,0.376827581,0.393793286,0.410758992,,,
21.2,0.377037756,0.394017076,0.410996395,,,
21.21,0.377247869,0.394240795,0.411233721,,,
21.22,0.377457917,0.394464442,0.411470967,,,
21.23,0.377667903,0.394688019,0.411708135,,,
21.24,0.377877825,0.394911524,0.411945223,,,
21.25,0.378087684,0.395134959,0.412182234,,,
21.26,0.378297479,0.395358322,0.412419165,,,
21.27,0.37850721,0.395581614,0.412656017,,,
21.28,0.378716878,0.395804835,0.412892791,,,
21.29,0.378926483,0.396027985,0.413129486,,,
21.3,0.379136024,0.396251063,0.413366102,,,
21.31,0.379345502,0.39647407,0.413602639,,,
21.32,0.379554916,0.396697006,0.413839097,,,
21.33,0.379764266,0.396919871,0.414075476,,,
21.34,0.379973553,0.397142665,0.414311776,,,
21.35,0.380182777,0.397365387,0.414547997,,,
21.36,0.380391936,0.397588038,0.414784139,,,
21.37,0.380601033,0.397810617,0.415020202,,,
21.38,0.380810065,0.398033125,0.415256186,,,
21.39,0.381019034,0.398255562,0.415492091,,,
21.4,0.381227939,0.398477928,0.415727916,,,
21.41,0.381436781,0.398700222,0.415963663,,,
21.42,0.381645559,0.398922444,0.41619933,,,
21.43,0.381854273,0.399144595,0.416434918,,,
21.44,0.382062923,0.399366675,0.416670427,,,
21.45,0.38227151,0.399588683,0.416905856,,,
21.46,0.382480033,0.39981062,0.417141206,,,
21.47,0.382688493,0.400032485,0.417376477,,,
21.48,0.382896888,0.400254279,0.417611669,,,
21.49,0.38310522,0.400476001,0.417846781,,,
21.5,0.383313488,0.400697651,0.418081814,,,
21.51,0.383521692,0.40091923,0.418316768,,,
21.52,0.383729833,0.401140737,0.418551642,,,
21.53,0.38393791,0.401362173,0.418786436,,,
21.54,0.384145922,0.401583537,0.419021152,,,
21.55,0.384353871,0.401804829,0.419255787,,,
21.56,0.384561757,0.40202605,0.419490344,,,
21.57,0.384769578,0.402247199,0.41972482,,,
21.58,0.384977335,0.402468276,0.419959217,,,
21.59,0.385185029,0.402689282,0.420193535,,,
21.6,0.385392659,0.402910216,0.420427773,,,
21.61,0.385600224,0.403131078,0.420661931,,,
21.62,0.385807726,0.403351868,0.42089601,,,
21.63,0.386015164,0.403572587,0.421130009,,,
21.64,0.386222538,0.403793233,0.421363929,,,
21.65,0.386429848,0.404013808,0.421597769,,,
21.66,0.386637094,0.404234311,0.421831529,,,
21.67,0.386844276,0.404454743,0.422065209,,,
21.68,0.387051395,0.404675102,0.42229881,,,
21.69,0.387258449,0.40489539,0.42253233,,,
21.7,0.387465439,0.405115605,0.422765771,,,
21.71,0.387672365,0.405335749,0.422999132,,,
21.72,0.387879227,0.405555821,0.423232414,,,
21.73,0.388086025,0.40577582,0.423465615,,,
21.74,0.38829276,0.405995748,0.423698737,,,
21.75,0.38849943,0.406215604,0.423931779,,,
21.76,0.388706036,0.406435388,0.424164741,,,
21.77,0.388912577,0.4066551,0.424397622,,,
21.78,0.389119055,0.40687474,0.424630424,,,
21.79,0.389325469,0.407094308,0.424863146,,,
21.8,0.389531819,0.407313804,0.425095788,,,
21.81,0.389738104,0.407533227,0.425328351,,,
21.82,0.389944326,0.407752579,0.425560833,,,
21.83,0.390150483,0.407971859,0.425793234,,,
21.84,0.390356576,0.408191066,0.426025556,,,
21.85,0.390562605,0.408410202,0.426257798,,,
21.86,0.39076857,0.408629265,0.42648996,,,
21.87,0.390974471,0.408848256,0.426722042,,,
21.88,0.391180307,0.409067175,0.426954043,,,
21.89,0.391386079,0.409286022,0.427185964,,,
21.9,0.391591788,0.409504797,0.427417806,,,
21.91,0.391797431,0.409723499,0.427649567,,,
21.92,0.392003011,0.409942129,0.427881247,,,
21.93,0.392208527,0.410160687,0.428112848,,,
21.94,0.392413978,0.410379173,0.428344368,,,
21.95,0.392619365,0.410597587,0.428575808,,,
21.96,0.392824688,0.410815928,0.428807168,,,
21.97,0.393029946,0.411034197,0.429038448,,,
21.98,0.393235141,0.411252394,0.429269647,,,
21.99,0.393440271,0.411470518,0.429500766,,,
22,0.393645336,0.41168857,0.429731805,,,
22.01,0.393850338,0.41190655,0.429962763,,,
22.02,0.394055275,0.412124458,0.430193641,,,
22.03,0.394260148,0.412342293,0.430424438,,,
22.04,0.394464956,0.412560056,0.430655156,,,
22.05,0.3946697,0.412777746,0.430885792,,,
22.06,0.39487438,0.412995364,0.431116349,,,
22.07,0.395078996,0.41321291,0.431346824,,,
22.08,0.395283547,0.413430383,0.43157722,,,
22.09,0.395488034,0.413647784,0.431807535,,,
22.1,0.395692456,0.413865113,0.432037769,,,
22.11,0.395896814,0.414082369,0.432267923,,,
22.12,0.396101108,0.414299552,0.432497996,,,
22.13,0.396305338,0.414516663,0.432727989,,,
22.14,0.396509503,0.414733702,0.432957902,,,
22.15,0.396713603,0.414950668,0.433187733,,,
22.16,0.396917639,0.415167562,0.433417485,,,
22.17,0.397121611,0.415384383,0.433647155,,,
22.18,0.397325518,0.415601132,0.433876745,,,
22.19,0.397529361,0.415817808,0.434106255,,,
22.2,0.39773314,0.416034412,0.434335683,,,
22.21,0.397936854,0.416250943,0.434565031,,,
22.22,0.398140504,0.416467401,0.434794299,,,
22.23,0.398344089,0.416683787,0.435023486,,,
22.24,0.398547609,0.416900101,0.435252592,,,
22.25,0.398751066,0.417116341,0.435481617,,,
22.26,0.398954458,0.41733251,0.435710562,,,
22.27,0.399157785,0.417548605,0.435939426,,,
22.28,0.399361048,0.417764628,0.436168209,,,
22.29,0.399564246,0.417980579,0.436396911,,,
22.3,0.39976738,0.418196456,0.436625533,,,
22.31,0.399970449,0.418412261,0.436854074,,,
22.32,0.400173454,0.418627994,0.437082534,,,
22.33,0.400376394,0.418843654,0.437310913,,,
22.34,0.40057927,0.419059241,0.437539211,,,
22.35,0.400782081,0.419274755,0.437767429,,,
22.36,0.400984828,0.419490197,0.437995566,,,
22.37,0.40118751,0.419705566,0.438223622,,,
22.38,0.401390128,0.419920862,0.438451597,,,
22.39,0.401592681,0.420136086,0.438679491,,,
22.4,0.40179517,0.420351237,0.438907304,,,
22.41,0.401997593,0.420566315,0.439135037,,,
22.42,0.402199953,0.42078132,0.439362688,,,
22.43,0.402402248,0.420996253,0.439590259,,,
22.44,0.402604478,0.421211113,0.439817748,,,
22.45,0.402806644,0.4214259,0.440045157,,,
22.46,0.403008745,0.421640615,0.440272484,,,
22.47,0.403210781,0.421855256,0.440499731,,,
22.48,0.403412753,0.422069825,0.440726897,,,
22.49,0.40361466,0.422284321,0.440953982,,,
22.5,0.403816503,0.422498744,0.441180985,,,
22.51,0.404018281,0.422713095,0.441407908,,,
22.52,0.404219995,0.422927372,0.44163475,,,
22.53,0.404421644,0.423141577,0.44186151,,,
22.54,0.404623228,0.423355709,0.44208819,,,
22.55,0.404824747,0.423569768,0.442314788,,,
22.56,0.405026202,0.423783754,0.442541306,,,
22.57,0.405227593,0.423997667,0.442767742,,,
22.58,0.405428918,0.424211508,0.442994097,,,
22.59,0.405630179,0.424425276,0.443220372,,,
22.6,0.405831376,0.42463897,0.443446565,,,
22.61,0.406032507,0.424852592,0.443672677,,,
22.62,0.406233574,0.425066141,0.443898708,,,
22.63,0.406434577,0.425279617,0.444124657,,,
22.64,0.406635515,0.42549302,0.444350526,,,
22.65,0.406836388,0.42570635,0.444576313,,,
22.66,0.407037196,0.425919608,0.444802019,,,
22.67,0.40723794,0.426132792,0.445027644,,,
22.68,0.407438619,0.426345903,0.445253188,,,
22.69,0.407639233,0.426558942,0.445478651,,,
22.7,0.407839782,0.426771907,0.445704032,,,
22.71,0.408040267,0.4269848,0.445929333,,,
22.72,0.408240688,0.42719762,0.446154552,,,
22.73,0.408441043,0.427410366,0.44637969,,,
22.74,0.408641334,0.42762304,0.446604746,,,
22.75,0.40884156,0.427835641,0.446829722,,,
22.76,0.409041721,0.428048168,0.447054616,,,
22.77,0.409241818,0.428260623,0.447279428,,,
22.78,0.40944185,0.428473005,0.44750416,,,
22.79,0.409641817,0.428685314,0.44772881,,,
22.8,0.40984172,0.428897549,0.447953379,,,
22.81,0.410041557,0.429109712,0.448177867,,,
22.82,0.41024133,0.429321802,0.448402273,,,
22.83,0.410441039,0.429533818,0.448626598,,,
22.84,0.410640682,0.429745762,0.448850842,,,
22.85,0.410840261,0.429957633,0.449075005,,,
22.86,0.411039775,0.43016943,0.449299086,,,
22.87,0.411239224,0.430381155,0.449523086,,,
22.88,0.411438609,0.430592806,0.449747004,,,
22.89,0.411637929,0.430804385,0.449970841,,,
22.9,0.411837184,0.43101589,0.450194597,,,
22.91,0.412036374,0.431227323,0.450418271,,,
22.92,0.412235499,0.431438682,0.450641864,,,
22.93,0.41243456,0.431649968,0.450865376,,,
22.94,0.412633556,0.431861181,0.451088806,,,
22.95,0.412832487,0.432072321,0.451312155,,,
22.96,0.413031354,0.432283388,0.451535422,,,
22.97,0.413230156,0.432494382,0.451758608,,,
22.98,0.413428892,0.432705303,0.451981713,,,
22.99,0.413627565,0.43291615,0.452204736,,,
23,0.413826172,0.433126925,0.452427678,,,
23.01,0.414024715,0.433337626,0.452650538,,,
23.02,0.414223192,0.433548255,0.452873317,,,
23.03,0.414421605,0.43375881,0.453096015,,,
23.04,0.414619954,0.433969292,0.453318631,,,
23.05,0.414818237,0.434179701,0.453541165,,,
23.06,0.415016456,0.434390037,0.453763618,,,
23.07,0.41521461,0.4346003,0.45398599,,,
23.08,0.415412699,0.434810489,0.45420828,,,
23.09,0.415610723,0.435020606,0.454430489,,,
23.1,0.415808682,0.435230649,0.454652616,,,
23.11,0.416006577,0.435440619,0.454874662,,,
23.12,0.416204407,0.435650517,0.455096626,,,
23.13,0.416402172,0.43586034,0.455318509,,,
23.14,0.416599872,0.436070091,0.45554031,,,
23.15,0.416797508,0.436279769,0.45576203,,,
23.16,0.416995079,0.436489373,0.455983668,,,
23.17,0.417192585,0.436698905,0.456205225,,,
23.18,0.417390026,0.436908363,0.4564267,,,
23.19,0.417587402,0.437117748,0.456648094,,,
23.2,0.417784714,0.43732706,0.456869406,,,
23.21,0.41798196,0.437536298,0.457090637,,,
23.22,0.418179142,0.437745464,0.457311786,,,
23.23,0.418376259,0.437954556,0.457532853,,,
23.24,0.418573311,0.438163575,0.457753839,,,
23.25,0.418770299,0.438372521,0.457974744,,,
23.26,0.418967222,0.438581394,0.458195567,,,
23.27,0.419164079,0.438790194,0.458416308,,,
23.28,0.419360872,0.43899892,0.458636968,,,
23.29,0.419557601,0.439207574,0.458857546,,,
23.3,0.419754264,0.439416154,0.459078043,,,
23.31,0.419950863,0.439624661,0.459298458,,,
23.32,0.420147396,0.439833094,0.459518792,,,
23.33,0.420343865,0.440041455,0.459739044,,,
23.34,0.42054027,0.440249742,0.459959214,,,
23.35,0.420736609,0.440457956,0.460179303,,,
23.36,0.420932884,0.440666097,0.460399311,,,
23.37,0.421129093,0.440874165,0.460619236,,,
23.38,0.421325238,0.441082159,0.46083908,,,
23.39,0.421521318,0.441290081,0.461058843,,,
23.4,0.421717334,0.441497929,0.461278524,,,
23.41,0.421913284,0.441705704,0.461498123,,,
23.42,0.42210917,0.441913405,0.461717641,,,
23.43,0.422304991,0.442121034,0.461937077,,,
23.44,0.422500747,0.442328589,0.462156432,,,
23.45,0.422696438,0.442536071,0.462375705,,,
23.46,0.422892065,0.44274348,0.462594896,,,
23.47,0.423087626,0.442950816,0.462814006,,,
23.48,0.423283123,0.443158078,0.463033034,,,
23.49,0.423478555,0.443365268,0.46325198,,,
23.5,0.423673922,0.443572384,0.463470845,,,
23.51,0.423869225,0.443779427,0.463689629,,,
23.52,0.424064462,0.443986396,0.46390833,,,
23.53,0.424259635,0.444193293,0.46412695,,,
23.54,0.424454743,0.444400116,0.464345489,,,
23.55,0.424649787,0.444606866,0.464563946,,,
23.56,0.424844765,0.444813543,0.464782321,,,
23.57,0.425039679,0.445020146,0.465000614,,,
23.58,0.425234527,0.445226677,0.465218826,,,
23.59,0.425429312,0.445433134,0.465436957,,,
23.6,0.425624031,0.445639518,0.465655005,,,
23.61,0.425818685,0.445845829,0.465872972,,,
23.62,0.426013275,0.446052066,0.466090858,,,
23.63,0.4262078,0.446258231,0.466308662,,,
23.64,0.42640226,0.446464322,0.466526384,,,
23.65,0.426596655,0.44667034,0.466744024,,,
23.66,0.426790986,0.446876285,0.466961583,,,
23.67,0.426985251,0.447082156,0.467179061,,,
23.68,0.427179452,0.447287954,0.467396456,,,
23.69,0.427373588,0.447493679,0.467613771,,,
23.7,0.42756766,0.447699331,0.467831003,,,
23.71,0.427761666,0.44790491,0.468048154,,,
23.72,0.427955608,0.448110416,0.468265223,,,
23.73,0.428149485,0.448315848,0.46848221,,,
23.74,0.428343298,0.448521207,0.468699116,,,
23.75,0.428537045,0.448726493,0.468915941,,,
23.76,0.428730728,0.448931706,0.469132683,,,
23.77,0.428924346,0.449136845,0.469349344,,,
23.78,0.429117899,0.449341911,0.469565924,,,
23.79,0.429311388,0.449546905,0.469782422,,,
23.8,0.429504811,0.449751824,0.469998838,,,
23.81,0.42969817,0.449956671,0.470215172,,,
23.82,0.429891464,0.450161445,0.470431425,,,
23.83,0.430084694,0.450366145,0.470647596,,,
23.84,0.430277859,0.450570772,0.470863686,,,
23.85,0.430470958,0.450775326,0.471079694,,,
23.86,0.430663994,0.450979807,0.471295621,,,
23.87,0.430856964,0.451184215,0.471511465,,,
23.88,0.43104987,0.451388549,0.471727229,,,
23.89,0.431242711,0.45159281,0.47194291,,,
23.9,0.431435487,0.451796999,0.47215851,,,
23.91,0.431628199,0.452001113,0.472374028,,,
23.92,0.431820845,0.452205155,0.472589465,,,
23.93,0.432013427,0.452409124,0.47280482,,,
23.94,0.432205945,0.452613019,0.473020094,,,
23.95,0.432398397,0.452816841,0.473235286,,,
23.96,0.432590785,0.453020591,0.473450396,,,
23.97,0.432783108,0.453224266,0.473665425,,,
23.98,0.432975367,0.453427869,0.473880372,,,
23.99,0.433167561,0.453631399,0.474095237,,,
24,0.43335969,0.453834855,0.474310021,,,
24.01,0.433551754,0.454038239,0.474524723,,,
24.02,0.433743754,0.454241549,0.474739344,,,
24.03,0.433935689,0.454444786,0.474953883,,,
24.04,0.434127559,0.45464795,0.475168341,,,
24.05,0.434319364,0.45485104,0.475382717,,,
24.06,0.434511105,0.455054058,0.475597011,,,
24.07,0.434702782,0.455257003,0.475811224,,,
24.08,0.434894393,0.455459874,0.476025355,,,
24.09,0.43508594,0.455662672,0.476239404,,,
24.1,0.435277422,0.455865397,0.476453372,,,
24.11,0.43546884,0.456068049,0.476667259,,,
24.12,0.435660193,0.456270628,0.476881064,,,
24.13,0.435851481,0.456473134,0.477094787,,,
24.14,0.436042704,0.456675567,0.477308429,,,
24.15,0.436233863,0.456877926,0.477521989,,,
24.16,0.436424957,0.457080213,0.477735468,,,
24.17,0.436615987,0.457282426,0.477948865,,,
24.18,0.436806952,0.457484566,0.478162181,,,
24.19,0.436997852,0.457686633,0.478375415,,,
24.2,0.437188688,0.457888628,0.478588567,,,
24.21,0.437379459,0.458090549,0.478801638,,,
24.22,0.437570165,0.458292396,0.479014627,,,
24.23,0.437760807,0.458494171,0.479227535,,,
24.24,0.437951384,0.458695873,0.479440362,,,
24.25,0.438141897,0.458897502,0.479653107,,,
24.26,0.438332345,0.459099057,0.47986577,,,
24.27,0.438522728,0.45930054,0.480078352,,,
24.28,0.438713047,0.45950195,0.480290852,,,
24.29,0.438903301,0.459703286,0.480503271,,,
24.3,0.439093491,0.45990455,0.480715608,,,
24.31,0.439283616,0.46010574,0.480927864,,,
24.32,0.439473676,0.460306857,0.481140038,,,
24.33,0.439663672,0.460507902,0.481352131,,,
24.34,0.439853603,0.460708873,0.481564142,,,
24.35,0.44004347,0.460909771,0.481776072,,,
24.36,0.440233272,0.461110597,0.481987921,,,
24.37,0.44042301,0.461311349,0.482199688,,,
24.38,0.440612683,0.461512028,0.482411373,,,
24.39,0.440802291,0.461712634,0.482622977,,,
24.4,0.440991835,0.461913168,0.4828345,,,
24.41,0.441181315,0.462113628,0.483045941,,,
24.42,0.44137073,0.462314015,0.4832573,,,
24.43,0.44156008,0.462514329,0.483468579,,,
24.44,0.441749366,0.462714571,0.483679775,,,
24.45,0.441938587,0.462914739,0.483890891,,,
24.46,0.442127744,0.463114834,0.484101925,,,
24.47,0.442316836,0.463314857,0.484312877,,,
24.48,0.442505864,0.463514806,0.484523748,,,
24.49,0.442694827,0.463714683,0.484734538,,,
24.5,0.442883726,0.463914486,0.484945246,,,
24.51,0.44307256,0.464114217,0.485155873,,,
24.52,0.44326133,0.464313874,0.485366419,,,
24.53,0.443450036,0.464513459,0.485576883,,,
24.54,0.443638676,0.464712971,0.485787265,,,
24.55,0.443827253,0.46491241,0.485997567,,,
24.56,0.444015765,0.465111776,0.486207787,,,
24.57,0.444204212,0.465311069,0.486417925,,,
24.58,0.444392595,0.465510289,0.486627983,,,
24.59,0.444580914,0.465709436,0.486837958,,,
24.6,0.444769168,0.465908511,0.487047853,,,
24.61,0.444957358,0.466107512,0.487257666,,,
24.62,0.445145483,0.466306441,0.487467398,,,
24.63,0.445333544,0.466505296,0.487677049,,,
24.64,0.445521541,0.466704079,0.487886618,,,
24.65,0.445709473,0.466902789,0.488096106,,,
24.66,0.44589734,0.467101426,0.488305513,,,
24.67,0.446085144,0.467299991,0.488514838,,,
24.68,0.446272882,0.467498482,0.488724082,,,
24.69,0.446460557,0.467696901,0.488933245,,,
24.7,0.446648167,0.467895247,0.489142326,,,
24.71,0.446835713,0.46809352,0.489351326,,,
24.72,0.447023194,0.46829172,0.489560245,,,
24.73,0.447210611,0.468489847,0.489769083,,,
24.74,0.447397964,0.468687902,0.489977839,,,
24.75,0.447585252,0.468885883,0.490186515,,,
24.76,0.447772476,0.469083792,0.490395109,,,
24.77,0.447959636,0.469281629,0.490603621,,,
24.78,0.448146731,0.469479392,0.490812053,,,
24.79,0.448333762,0.469677083,0.491020403,,,
24.8,0.448520729,0.469874701,0.491228672,,,
24.81,0.448707631,0.470072246,0.49143686,,,
24.82,0.448894469,0.470269718,0.491644967,,,
24.83,0.449081243,0.470467118,0.491852992,,,
24.84,0.449267953,0.470664445,0.492060937,,,
24.85,0.449454598,0.470861699,0.4922688,,,
24.86,0.449641179,0.47105888,0.492476582,,,
24.87,0.449827695,0.471255989,0.492684282,,,
24.88,0.450014148,0.471453025,0.492891902,,,
24.89,0.450200536,0.471649988,0.493099441,,,
24.9,0.45038686,0.471846879,0.493306898,,,
24.91,0.45057312,0.472043697,0.493514274,,,
24.92,0.450759315,0.472240442,0.49372157,,,
24.93,0.450945446,0.472437115,0.493928784,,,
24.94,0.451131513,0.472633715,0.494135917,,,
24.95,0.451317516,0.472830242,0.494342969,,,
24.96,0.451503454,0.473026697,0.494549939,,,
24.97,0.451689329,0.473223079,0.494756829,,,
24.98,0.451875139,0.473419388,0.494963638,,,
24.99,0.452060885,0.473615625,0.495170365,,,
25,0.452246567,0.473811789,0.495377012,,,
25.01,0.452432184,0.474007881,0.495583577,,,
25.02,0.452617738,0.4742039,0.495790062,,,
25.03,0.452803227,0.474399846,0.495996465,,,
25.04,0.452988652,0.47459572,0.496202788,,,
25.05,0.453174013,0.474791521,0.496409029,,,
25.06,0.45335931,0.47498725,0.49661519,,,
25.07,0.453544543,0.475182906,0.496821269,,,
25.08,0.453729712,0.47537849,0.497027268,,,
25.09,0.453914816,0.475574001,0.497233185,,,
25.1,0.454099857,0.475769439,0.497439022,,,
25.11,0.454284833,0.475964805,0.497644777,,,
25.12,0.454469745,0.476160099,0.497850452,,,
25.13,0.454654593,0.476355319,0.498056046,,,
25.14,0.454839377,0.476550468,0.498261559,,,
25.15,0.455024097,0.476745544,0.49846699,,,
25.16,0.455208753,0.476940547,0.498672341,,,
25.17,0.455393345,0.477135478,0.498877612,,,
25.18,0.455577873,0.477330337,0.499082801,,,
25.19,0.455762337,0.477525123,0.499287909,,,
25.2,0.455946737,0.477719837,0.499492937,,,
25.21,0.456131072,0.477914478,0.499697883,,,
25.22,0.456315344,0.478109046,0.499902749,,,
25.23,0.456499552,0.478303543,0.500107534,,,
25.24,0.456683696,0.478497967,0.500312238,,,
25.25,0.456867775,0.478692318,0.500516861,,,
25.26,0.457051791,0.478886597,0.500721404,,,
25.27,0.457235743,0.479080804,0.500925865,,,
25.28,0.457419631,0.479274939,0.501130246,,,
25.29,0.457603455,0.479469001,0.501334546,,,
25.3,0.457787215,0.47966299,0.501538766,,,
25.31,0.457970911,0.479856908,0.501742904,,,
25.32,0.458154543,0.480050752,0.501946962,,,
25.33,0.458338111,0.480244525,0.502150939,,,
25.34,0.458521615,0.480438225,0.502354836,,,
25.35,0.458705056,0.480631853,0.502558651,,,
25.36,0.458888432,0.480825409,0.502762386,,,
25.37,0.459071745,0.481018893,0.502966041,,,
25.38,0.459254993,0.481212304,0.503169614,,,
25.39,0.459438178,0.481405643,0.503373107,,,
25.4,0.459621299,0.481598909,0.503576519,,,
25.41,0.459804356,0.481792103,0.503779851,,,
25.42,0.459987349,0.481985226,0.503983102,,,
25.43,0.460170279,0.482178275,0.504186272,,,
25.44,0.460353144,0.482371253,0.504389362,,,
25.45,0.460535946,0.482564159,0.504592371,,,
25.46,0.460718684,0.482756992,0.504795299,,,
25.47,0.460901358,0.482949753,0.504998147,,,
25.48,0.461083969,0.483142442,0.505200915,,,
25.49,0.461266515,0.483335058,0.505403601,,,
25.5,0.461448998,0.483527603,0.505606208,,,
25.51,0.461631417,0.483720075,0.505808733,,,
25.52,0.461813772,0.483912475,0.506011179,,,
25.53,0.461996064,0.484104803,0.506213543,,,
25.54,0.462178292,0.484297059,0.506415827,,,
25.55,0.462360456,0.484489243,0.506618031,,,
25.56,0.462542556,0.484681355,0.506820154,,,
25.57,0.462724593,0.484873395,0.507022197,,,
25.58,0.462906565,0.485065362,0.507224159,,,
25.59,0.463088475,0.485257258,0.507426041,,,
25.6,0.46327032,0.485449081,0.507627842,,,
25.61,0.463452102,0.485640832,0.507829563,,,
25.62,0.46363382,0.485832512,0.508031203,,,
25.63,0.463815475,0.486024119,0.508232763,,,
25.64,0.463997066,0.486215654,0.508434243,,,
25.65,0.464178593,0.486407118,0.508635642,,,
25.66,0.464360056,0.486598509,0.508836961,,,
25.67,0.464541456,0.486789828,0.5090382,,,
25.68,0.464722793,0.486981075,0.509239358,,,
25.69,0.464904066,0.487172251,0.509440436,,,
25.7,0.465085275,0.487363354,0.509641434,,,
25.71,0.46526642,0.487554386,0.509842351,,,
25.72,0.465447502,0.487745345,0.510043188,,,
25.73,0.465628521,0.487936233,0.510243944,,,
25.74,0.465809476,0.488127048,0.510444621,,,
25.75,0.465990367,0.488317792,0.510645217,,,
25.76,0.466171195,0.488508464,0.510845733,,,
