Fatalities,,,,parameters of the mean loss curve,,
Run-up [m],mean-1sigma loss curve,mean loss curve,mean+1sigma loss curve,median,logarithmic standard deviation,epistemic uncertainty
10.28,0.120010759,0.122683598,0.125356437,,,
10.29,0.120253984,0.122927327,0.12560067,,,
10.3,0.120497264,0.123171158,0.125845053,,,
10.31,0.1207406,0.123415093,0.126089585,,,
10.32,0.12098399,0.123659129,0.126334268,,,
10.33,0.121227434,0.123903267,0.1265791,,,
10.34,0.121470932,0.124147507,0.126824082,,,
10.35,0.121714482,0.124391848,0.127069213,,,
10.36,0.121958084,0.124636289,0.127314494,,,
10.37,0.122201738,0.124880831,0.127559923,,,
10.38,0.122445442,0.125125472,0.127805502,,,
10.39,0.122689197,0.125370213,0.128051229,,,
10.4,0.122933001,0.125615052,0.128297104,,,
10.41,0.123176853,0.125859991,0.128543128,,,
10.42,0.123420754,0.126105027,0.128789301,,,
10.43,0.123664702,0.126350162,0.129035621,,,
10.44,0.123908697,0.126595393,0.12928209,,,
10.45,0.124152739,0.126840722,0.129528706,,,
10.46,0.124396826,0.127086148,0.129775469,,,
10.47,0.124640958,0.127331669,0.13002238,,,
10.48,0.124885135,0.127577287,0.130269439,,,
10.49,0.125129355,0.127822999,0.130516644,,,
10.5,0.125373619,0.128068807,0.130763996,,,
10.51,0.125617925,0.12831471,0.131011494,,,
10.52,0.125862273,0.128560706,0.131259139,,,
10.53,0.126106663,0.128806797,0.13150693,,,
10.54,0.126351094,0.129052981,0.131754867,,,
10.55,0.126595565,0.129299258,0.13200295,,,
10.56,0.126840076,0.129545627,0.132251179,,,
10.57,0.127084626,0.129792089,0.132499553,,,
10.58,0.127329215,0.130038643,0.132748072,,,
10.59,0.127573841,0.130285288,0.132996735,,,
10.6,0.127818506,0.130532025,0.133245544,,,
10.61,0.128063207,0.130778852,0.133494497,,,
10.62,0.128307945,0.131025769,0.133743594,,,
10.63,0.128552718,0.131272777,0.133992835,,,
10.64,0.128797527,0.131519874,0.13424222,,,
10.65,0.129042371,0.13176706,0.134491749,,,
10.66,0.129287249,0.132014335,0.13474142,,,
10.67,0.129532161,0.132261698,0.134991235,,,
10.68,0.129777107,0.132509149,0.135241192,,,
10.69,0.130022085,0.132756688,0.135491292,,,
10.7,0.130267095,0.133004315,0.135741534,,,
10.71,0.130512138,0.133252028,0.135991918,,,
10.72,0.130757211,0.133499827,0.136242443,,,
10.73,0.131002316,0.133747713,0.13649311,,,
10.74,0.13124745,0.133995684,0.136743919,,,
10.75,0.131492615,0.134243741,0.136994867,,,
10.76,0.131737809,0.134491883,0.137245957,,,
10.77,0.131983032,0.134740109,0.137497187,,,
10.78,0.132228283,0.13498842,0.137748556,,,
10.79,0.132473563,0.135236814,0.138000066,,,
10.8,0.13271887,0.135485292,0.138251715,,,
10.81,0.132964204,0.135733853,0.138503502,,,
10.82,0.133209565,0.135982497,0.138755429,,,
10.83,0.133454952,0.136231223,0.139007494,,,
10.84,0.133700364,0.136480031,0.139259697,,,
10.85,0.133945803,0.13672892,0.139512038,,,
10.86,0.134191266,0.136977891,0.139764517,,,
10.87,0.134436753,0.137226943,0.140017132,,,
10.88,0.134682265,0.137476075,0.140269885,,,
10.89,0.134927801,0.137725287,0.140522774,,,
10.9,0.13517336,0.137974579,0.140775799,,,
10.91,0.135418942,0.138223951,0.14102896,,,
10.92,0.135664546,0.138473401,0.141282257,,,
10.93,0.135910172,0.13872293,0.141535688,,,
10.94,0.136155821,0.138972538,0.141789255,,,
10.95,0.13640149,0.139222223,0.142042955,,,
10.96,0.136647181,0.139471986,0.14229679,,,
10.97,0.136892892,0.139721826,0.142550759,,,
10.98,0.137138624,0.139971742,0.142804861,,,
10.99,0.137384375,0.140221736,0.143059096,,,
11,0.137630146,0.140471805,0.143313464,,,
11.01,0.137875937,0.14072195,0.143567964,,,
11.02,0.138121746,0.14097217,0.143822595,,,
11.03,0.138367573,0.141222466,0.144077358,,,
11.04,0.138613419,0.141472836,0.144332253,,,
11.05,0.138859283,0.14172328,0.144587278,,,
11.06,0.139105164,0.141973799,0.144842433,,,
11.07,0.139351063,0.14222439,0.145097718,,,
11.08,0.139596978,0.142475055,0.145353133,,,
11.09,0.13984291,0.142725793,0.145608677,,,
11.1,0.140088858,0.142976604,0.14586435,,,
11.11,0.140334822,0.143227486,0.146120151,,,
11.12,0.140580802,0.143478441,0.14637608,,,
11.13,0.140826797,0.143729466,0.146632136,,,
11.14,0.141072807,0.143980563,0.14688832,,,
11.15,0.141318832,0.144231731,0.14714463,,,
11.16,0.141564871,0.144482969,0.147401066,,,
11.17,0.141810925,0.144734277,0.147657629,,,
11.18,0.142056992,0.144985654,0.147914316,,,
11.19,0.142303074,0.145237101,0.148171129,,,
11.2,0.142549168,0.145488617,0.148428066,,,
11.21,0.142795276,0.145740202,0.148685128,,,
11.22,0.143041396,0.145991855,0.148942313,,,
11.23,0.14328753,0.146243575,0.149199621,,,
11.24,0.143533675,0.146495364,0.149457052,,,
11.25,0.143779833,0.146747219,0.149714606,,,
11.26,0.144026002,0.146999142,0.149972281,,,
11.27,0.144272183,0.14725113,0.150230078,,,
11.28,0.144518375,0.147503186,0.150487996,,,
11.29,0.144764579,0.147755307,0.150746034,,,
11.3,0.145010793,0.148007493,0.151004193,,,
11.31,0.145257018,0.148259745,0.151262471,,,
11.32,0.145503254,0.148512061,0.151520868,,,
11.33,0.145749499,0.148764442,0.151779385,,,
11.34,0.145995755,0.149016887,0.152038019,,,
11.35,0.14624202,0.149269396,0.152296771,,,
11.36,0.146488295,0.149521968,0.152555641,,,
11.37,0.14673458,0.149774604,0.152814627,,,
11.38,0.146980873,0.150027302,0.15307373,,,
11.39,0.147227176,0.150280062,0.153332949,,,
11.4,0.147473487,0.150532885,0.153592283,,,
11.41,0.147719806,0.15078577,0.153851733,,,
11.42,0.147966134,0.151038715,0.154111296,,,
11.43,0.14821247,0.151291722,0.154370974,,,
11.44,0.148458815,0.15154479,0.154630766,,,
11.45,0.148705166,0.151797918,0.15489067,,,
11.46,0.148951526,0.152051107,0.155150687,,,
11.47,0.149197893,0.152304354,0.155410816,,,
11.48,0.149444267,0.152557662,0.155671057,,,
11.49,0.149690648,0.152811028,0.155931409,,,
11.5,0.149937036,0.153064454,0.156191871,,,
11.51,0.15018343,0.153317937,0.156452444,,,
11.52,0.150429832,0.153571479,0.156713126,,,
11.53,0.150676239,0.153825079,0.156973918,,,
11.54,0.150922653,0.154078736,0.157234818,,,
11.55,0.151169073,0.15433245,0.157495827,,,
11.56,0.151415498,0.15458622,0.157756943,,,
11.57,0.15166193,0.154840048,0.158018166,,,
11.58,0.151908366,0.155093931,0.158279496,,,
11.59,0.152154809,0.15534787,0.158540932,,,
11.6,0.152401256,0.155601865,0.158802474,,,
11.61,0.152647709,0.155855915,0.159064121,,,
11.62,0.152894167,0.15611002,0.159325873,,,
11.63,0.153140629,0.156364179,0.159587729,,,
11.64,0.153387096,0.156618392,0.159849688,,,
11.65,0.153633568,0.156872659,0.160111751,,,
11.66,0.153880043,0.15712698,0.160373917,,,
11.67,0.154126524,0.157381354,0.160636184,,,
11.68,0.154373008,0.157635781,0.160898554,,,
11.69,0.154619496,0.15789026,0.161161025,,,
11.7,0.154865988,0.158144792,0.161423596,,,
11.71,0.155112484,0.158399376,0.161686267,,,
11.72,0.155358983,0.158654011,0.161949038,,,
11.73,0.155605486,0.158908697,0.162211909,,,
11.74,0.155851992,0.159163435,0.162474878,,,
11.75,0.156098501,0.159418223,0.162737945,,,
11.76,0.156345014,0.159673062,0.16300111,,,
11.77,0.156591529,0.15992795,0.163264371,,,
11.78,0.156838047,0.160182889,0.16352773,,,
11.79,0.157084568,0.160437876,0.163791185,,,
11.8,0.157331091,0.160692913,0.164054735,,,
11.81,0.157577617,0.160947999,0.16431838,,,
11.82,0.157824145,0.161203133,0.16458212,,,
11.83,0.158070675,0.161458315,0.164845954,,,
11.84,0.158317208,0.161713545,0.165109882,,,
11.85,0.158563742,0.161968823,0.165373903,,,
11.86,0.158810279,0.162224147,0.165638016,,,
11.87,0.159056817,0.162479519,0.165902222,,,
11.88,0.159303357,0.162734938,0.166166519,,,
11.89,0.159549898,0.162990402,0.166430907,,,
11.9,0.159796441,0.163245913,0.166695385,,,
11.91,0.160042985,0.163501469,0.166959954,,,
11.92,0.16028953,0.163757071,0.167224612,,,
11.93,0.160536076,0.164012718,0.167489359,,,
11.94,0.160782624,0.164268409,0.167754195,,,
11.95,0.161029172,0.164524145,0.168019119,,,
11.96,0.161275721,0.164779926,0.16828413,,,
11.97,0.161522271,0.16503575,0.168549229,,,
11.98,0.161768821,0.165291617,0.168814413,,,
11.99,0.162015372,0.165547528,0.169079684,,,
12,0.162261923,0.165803482,0.169345041,,,
12.01,0.162508475,0.166059479,0.169610482,,,
12.02,0.162755027,0.166315517,0.169876008,,,
12.03,0.163001579,0.166571598,0.170141618,,,
12.04,0.16324813,0.166827721,0.170407312,,,
12.05,0.163494682,0.167083885,0.170673088,,,
12.06,0.163741234,0.16734009,0.170938947,,,
12.07,0.163987785,0.167596337,0.171204888,,,
12.08,0.164234336,0.167852623,0.171470911,,,
12.09,0.164480886,0.16810895,0.171737014,,,
12.1,0.164727436,0.168365317,0.172003198,,,
12.11,0.164973985,0.168621724,0.172269463,,,
12.12,0.165220533,0.16887817,0.172535806,,,
12.13,0.165467081,0.169134655,0.172802229,,,
12.14,0.165713627,0.169391179,0.17306873,,,
12.15,0.165960173,0.169647741,0.17333531,,,
12.16,0.166206717,0.169904342,0.173601967,,,
12.17,0.16645326,0.17016098,0.173868701,,,
12.18,0.166699801,0.170417656,0.174135512,,,
12.19,0.166946342,0.17067437,0.174402398,,,
12.2,0.16719288,0.17093112,0.174669361,,,
12.21,0.167439417,0.171187908,0.174936398,,,
12.22,0.167685953,0.171444732,0.17520351,,,
12.23,0.167932486,0.171701591,0.175470697,,,
12.24,0.168179018,0.171958487,0.175737957,,,
12.25,0.168425547,0.172215419,0.17600529,,,
12.26,0.168672075,0.172472386,0.176272696,,,
12.27,0.1689186,0.172729387,0.176540174,,,
12.28,0.169165123,0.172986424,0.176807724,,,
12.29,0.169411644,0.173243495,0.177075346,,,
12.3,0.169658163,0.1735006,0.177343038,,,
12.31,0.169904678,0.173757739,0.1776108,,,
12.32,0.170151191,0.174014912,0.177878632,,,
12.33,0.170397702,0.174272118,0.178146534,,,
12.34,0.17064421,0.174529357,0.178414505,,,
12.35,0.170890714,0.174786629,0.178682544,,,
12.36,0.171137216,0.175043933,0.178950651,,,
12.37,0.171383715,0.17530127,0.179218825,,,
12.38,0.17163021,0.175558638,0.179487067,,,
12.39,0.171876702,0.175816038,0.179755375,,,
12.4,0.172123191,0.17607347,0.180023749,,,
12.41,0.172369677,0.176330933,0.180292189,,,
12.42,0.172616158,0.176588426,0.180560694,,,
12.43,0.172862637,0.17684595,0.180829263,,,
12.44,0.173109111,0.177103504,0.181097897,,,
12.45,0.173355582,0.177361088,0.181366595,,,
12.46,0.173602049,0.177618702,0.181635356,,,
12.47,0.173848511,0.177876346,0.18190418,,,
12.48,0.17409497,0.178134018,0.182173066,,,
12.49,0.174341425,0.178391719,0.182442014,,,
12.5,0.174587875,0.178649449,0.182711024,,,
12.51,0.174834321,0.178907208,0.182980095,,,
12.52,0.175080762,0.179164994,0.183249226,,,
12.53,0.175327199,0.179422808,0.183518417,,,
12.54,0.175573632,0.17968065,0.183787669,,,
12.55,0.175820059,0.179938519,0.184056979,,,
12.56,0.176066482,0.180196415,0.184326348,,,
12.57,0.1763129,0.180454338,0.184595776,,,
12.58,0.176559313,0.180712287,0.184865261,,,
12.59,0.176805721,0.180970262,0.185134804,,,
12.6,0.177052123,0.181228263,0.185404404,,,
12.61,0.17729852,0.18148629,0.18567406,,,
12.62,0.177544912,0.181744343,0.185943773,,,
12.63,0.177791299,0.18200242,0.186213541,,,
12.64,0.17803768,0.182260522,0.186483365,,,
12.65,0.178284055,0.182518649,0.186753243,,,
12.66,0.178530425,0.1827768,0.187023176,,,
12.67,0.178776788,0.183034975,0.187293163,,,
12.68,0.179023146,0.183293174,0.187563203,,,
12.69,0.179269498,0.183551397,0.187833296,,,
12.7,0.179515843,0.183809643,0.188103442,,,
12.71,0.179762183,0.184067911,0.18837364,,,
12.72,0.180008516,0.184326203,0.18864389,,,
12.73,0.180254842,0.184584517,0.188914192,,,
12.74,0.180501162,0.184842853,0.189184544,,,
12.75,0.180747476,0.185101211,0.189454947,,,
12.76,0.180993783,0.185359591,0.1897254,,,
12.77,0.181240083,0.185617993,0.189995902,,,
12.78,0.181486376,0.185876415,0.190266454,,,
12.79,0.181732662,0.186134859,0.190537055,,,
12.8,0.181978942,0.186393323,0.190807704,,,
12.81,0.182225214,0.186651807,0.191078401,,,
12.82,0.182471478,0.186910312,0.191349146,,,
12.83,0.182717736,0.187168837,0.191619938,,,
12.84,0.182963986,0.187427381,0.191890777,,,
12.85,0.183210228,0.187685945,0.192161662,,,
12.86,0.183456463,0.187944528,0.192432593,,,
12.87,0.183702689,0.188203129,0.192703569,,,
12.88,0.183948909,0.18846175,0.192974591,,,
12.89,0.18419512,0.188720389,0.193245657,,,
12.9,0.184441323,0.188979045,0.193516768,,,
12.91,0.184687518,0.18923772,0.193787923,,,
12.92,0.184933704,0.189496413,0.194059121,,,
12.93,0.185179883,0.189755122,0.194330362,,,
12.94,0.185426053,0.190013849,0.194601646,,,
12.95,0.185672214,0.190272593,0.194872972,,,
12.96,0.185918367,0.190531354,0.195144341,,,
12.97,0.186164511,0.19079013,0.19541575,,,
12.98,0.186410646,0.191048923,0.195687201,,,
12.99,0.186656772,0.191307732,0.195958693,,,
13,0.186902889,0.191566557,0.196230225,,,
13.01,0.187148997,0.191825397,0.196501796,,,
13.02,0.187395096,0.192084252,0.196773408,,,
13.03,0.187641185,0.192343122,0.197045058,,,
13.04,0.187887265,0.192602006,0.197316748,,,
13.05,0.188133336,0.192860906,0.197588475,,,
13.06,0.188379396,0.193119819,0.197860241,,,
13.07,0.188625447,0.193378746,0.198132045,,,
13.08,0.188871489,0.193637687,0.198403885,,,
13.09,0.18911752,0.193896641,0.198675763,,,
13.1,0.189363541,0.194155609,0.198947677,,,
13.11,0.189609552,0.194414589,0.199219627,,,
13.12,0.189855553,0.194673583,0.199491612,,,
13.13,0.190101543,0.194932588,0.199763634,,,
13.14,0.190347523,0.195191606,0.20003569,,,
13.15,0.190593493,0.195450636,0.20030778,,,
13.16,0.190839451,0.195709678,0.200579905,,,
13.17,0.191085399,0.195968732,0.200852064,,,
13.18,0.191331336,0.196227796,0.201124256,,,
13.19,0.191577262,0.196486872,0.201396482,,,
13.2,0.191823177,0.196745958,0.20166874,,,
13.21,0.192069081,0.197005056,0.20194103,,,
13.22,0.192314973,0.197264163,0.202213353,,,
13.23,0.192560855,0.197523281,0.202485707,,,
13.24,0.192806724,0.197782408,0.202758092,,,
13.25,0.193052582,0.198041545,0.203030508,,,
13.26,0.193298428,0.198300692,0.203302955,,,
13.27,0.193544263,0.198559848,0.203575432,,,
13.28,0.193790085,0.198819012,0.203847939,,,
13.29,0.194035896,0.199078186,0.204120475,,,
13.3,0.194281694,0.199337368,0.204393041,,,
13.31,0.19452748,0.199596558,0.204665635,,,
13.32,0.194773254,0.199855756,0.204938258,,,
13.33,0.195019015,0.200114962,0.205210908,,,
13.34,0.195264764,0.200374175,0.205483587,,,
13.35,0.1955105,0.200633396,0.205756293,,,
13.36,0.195756224,0.200892624,0.206029025,,,
13.37,0.196001934,0.201151859,0.206301785,,,
13.38,0.196247631,0.201411101,0.20657457,,,
13.39,0.196493316,0.201670349,0.206847382,,,
13.4,0.196738987,0.201929603,0.207120219,,,
13.41,0.196984645,0.202188863,0.207393082,,,
13.42,0.197230289,0.202448129,0.207665969,,,
13.43,0.19747592,0.202707401,0.207938881,,,
13.44,0.197721537,0.202966678,0.208211818,,,
13.45,0.197967141,0.203225959,0.208484778,,,
13.46,0.198212731,0.203485246,0.208757761,,,
13.47,0.198458307,0.203744537,0.209030768,,,
13.48,0.198703868,0.204003833,0.209303798,,,
13.49,0.198949416,0.204263133,0.20957685,,,
13.5,0.199194949,0.204522437,0.209849925,,,
13.51,0.199440468,0.204781745,0.210123021,,,
13.52,0.199685972,0.205041056,0.210396139,,,
13.53,0.199931462,0.20530037,0.210669279,,,
13.54,0.200176937,0.205559688,0.210942439,,,
13.55,0.200422398,0.205819008,0.211215619,,,
13.56,0.200667843,0.206078332,0.21148882,,,
13.57,0.200913273,0.206337657,0.211762041,,,
13.58,0.201158688,0.206596985,0.212035281,,,
13.59,0.201404088,0.206856315,0.212308541,,,
13.6,0.201649473,0.207115646,0.212581819,,,
13.61,0.201894842,0.207374979,0.212855116,,,
13.62,0.202140195,0.207634314,0.213128432,,,
13.63,0.202385533,0.207893649,0.213401765,,,
13.64,0.202630855,0.208152986,0.213675116,,,
13.65,0.202876161,0.208412323,0.213948484,,,
13.66,0.203121452,0.20867166,0.214221869,,,
13.67,0.203366726,0.208930998,0.214495271,,,
13.68,0.203611983,0.209190336,0.214768689,,,
13.69,0.203857225,0.209449674,0.215042124,,,
13.7,0.20410245,0.209709012,0.215315574,,,
13.71,0.204347658,0.209968349,0.215589039,,,
13.72,0.20459285,0.210227685,0.21586252,,,
13.73,0.204838025,0.21048702,0.216136015,,,
13.74,0.205083183,0.210746354,0.216409525,,,
13.75,0.205328324,0.211005686,0.216683049,,,
13.76,0.205573448,0.211265017,0.216956586,,,
13.77,0.205818554,0.211524346,0.217230138,,,
13.78,0.206063644,0.211783673,0.217503702,,,
13.79,0.206308716,0.212042998,0.21777728,,,
13.8,0.20655377,0.21230232,0.21805087,,,
13.81,0.206798807,0.21256164,0.218324473,,,
13.82,0.207043826,0.212820956,0.218598087,,,
13.83,0.207288827,0.21308027,0.218871713,,,
13.84,0.20753381,0.21333958,0.219145351,,,
13.85,0.207778775,0.213598887,0.219419,,,
13.86,0.208023721,0.21385819,0.21969266,,,
13.87,0.20826865,0.21411749,0.21996633,,,
13.88,0.20851356,0.214376785,0.22024001,,,
13.89,0.208758451,0.214636076,0.2205137,,,
13.9,0.209003324,0.214895362,0.2207874,,,
13.91,0.209248178,0.215154644,0.22106111,,,
13.92,0.209493013,0.21541392,0.221334828,,,
13.93,0.209737829,0.215673192,0.221608555,,,
13.94,0.209982626,0.215932458,0.22188229,,,
13.95,0.210227404,0.216191719,0.222156034,,,
13.96,0.210472163,0.216450974,0.222429786,,,
13.97,0.210716902,0.216710223,0.222703545,,,
13.98,0.210961621,0.216969466,0.222977311,,,
13.99,0.211206321,0.217228703,0.223251085,,,
14,0.211451001,0.217487933,0.223524865,,,
14.01,0.211695662,0.217747157,0.223798652,,,
14.02,0.211940302,0.218006373,0.224072445,,,
14.03,0.212184922,0.218265583,0.224346243,,,
14.04,0.212429522,0.218524785,0.224620047,,,
14.05,0.212674102,0.218783979,0.224893857,,,
14.06,0.212918661,0.219043166,0.225167672,,,
14.07,0.2131632,0.219302345,0.225441491,,,
14.08,0.213407718,0.219561516,0.225715315,,,
14.09,0.213652215,0.219820679,0.225989143,,,
14.1,0.213896692,0.220079833,0.226262975,,,
14.11,0.214141147,0.220338979,0.22653681,,,
14.12,0.214385582,0.220598115,0.226810649,,,
14.13,0.214629995,0.220857243,0.227084491,,,
14.14,0.214874387,0.221116361,0.227358336,,,
14.15,0.215118757,0.22137547,0.227632183,,,
14.16,0.215363106,0.22163457,0.227906033,,,
14.17,0.215607434,0.221893659,0.228179884,,,
14.18,0.215851739,0.222152738,0.228453737,,,
14.19,0.216096023,0.222411808,0.228727592,,,
14.2,0.216340285,0.222670866,0.229001448,,,
14.21,0.216584525,0.222929915,0.229275305,,,
14.22,0.216828742,0.223188952,0.229549162,,,
14.23,0.217072938,0.223447979,0.22982302,,,
14.24,0.217317111,0.223706994,0.230096878,,,
14.25,0.217561261,0.223965998,0.230370735,,,
14.26,0.217805389,0.224224991,0.230644593,,,
14.27,0.218049494,0.224483971,0.230918449,,,
14.28,0.218293576,0.22474294,0.231192305,,,
14.29,0.218537635,0.225001897,0.231466159,,,
14.3,0.218781671,0.225260842,0.231740012,,,
14.31,0.219025685,0.225519774,0.232013863,,,
14.32,0.219269674,0.225778693,0.232287712,,,
14.33,0.219513641,0.2260376,0.232561559,,,
14.34,0.219757584,0.226296493,0.232835403,,,
14.35,0.220001503,0.226555374,0.233109245,,,
14.36,0.220245398,0.226814241,0.233383083,,,
14.37,0.22048927,0.227073094,0.233656919,,,
14.38,0.220733118,0.227331934,0.23393075,,,
14.39,0.220976942,0.22759076,0.234204578,,,
14.4,0.221220742,0.227849572,0.234478402,,,
14.41,0.221464517,0.228108369,0.234752221,,,
14.42,0.221708268,0.228367152,0.235026036,,,
14.43,0.221951995,0.228625921,0.235299846,,,
14.44,0.222195697,0.228884674,0.235573651,,,
14.45,0.222439374,0.229143413,0.235847451,,,
14.46,0.222683026,0.229402136,0.236121245,,,
14.47,0.222926654,0.229660844,0.236395034,,,
14.48,0.223170257,0.229919536,0.236668816,,,
14.49,0.223413834,0.230178213,0.236942592,,,
14.5,0.223657387,0.230436874,0.237216361,,,
14.51,0.223900913,0.230695519,0.237490124,,,
14.52,0.224144415,0.230954147,0.237763879,,,
14.53,0.224387891,0.231212759,0.238037627,,,
14.54,0.224631341,0.231471355,0.238311368,,,
14.55,0.224874766,0.231729933,0.238585101,,,
14.56,0.225118165,0.231988495,0.238858826,,,
14.57,0.225361537,0.23224704,0.239132542,,,
14.58,0.225604884,0.232505567,0.23940625,,,
14.59,0.225848204,0.232764077,0.23967995,,,
14.6,0.226091499,0.233022569,0.23995364,,,
14.61,0.226334766,0.233281044,0.240227321,,,
14.62,0.226578008,0.2335395,0.240500992,,,
14.63,0.226821222,0.233797938,0.240774654,,,
14.64,0.22706441,0.234056358,0.241048306,,,
14.65,0.227307571,0.23431476,0.241321948,,,
14.66,0.227550705,0.234573142,0.241595579,,,
14.67,0.227793813,0.234831506,0.2418692,,,
14.68,0.228036893,0.235089851,0.24214281,,,
14.69,0.228279945,0.235348177,0.242416408,,,
14.7,0.228522971,0.235606483,0.242689996,,,
14.71,0.228765969,0.23586477,0.242963572,,,
14.72,0.229008939,0.236123037,0.243237135,,,
14.73,0.229251882,0.236381284,0.243510687,,,
14.74,0.229494797,0.236639512,0.243784227,,,
14.75,0.229737684,0.236897719,0.244057754,,,
14.76,0.229980543,0.237155905,0.244331268,,,
14.77,0.230223374,0.237414072,0.24460477,,,
14.78,0.230466176,0.237672217,0.244878258,,,
14.79,0.230708951,0.237930342,0.245151733,,,
14.8,0.230951697,0.238188445,0.245425194,,,
14.81,0.231194414,0.238446528,0.245698641,,,
14.82,0.231437103,0.238704589,0.245972074,,,
14.83,0.231679764,0.238962628,0.246245493,,,
14.84,0.231922395,0.239220646,0.246518897,,,
14.85,0.232164997,0.239478642,0.246792287,,,
14.86,0.232407571,0.239736616,0.247065661,,,
14.87,0.232650115,0.239994568,0.247339021,,,
14.88,0.23289263,0.240252497,0.247612364,,,
14.89,0.233135116,0.240510404,0.247885693,,,
14.9,0.233377572,0.240768289,0.248159005,,,
14.91,0.233619999,0.24102615,0.248432301,,,
14.92,0.233862396,0.241283989,0.248705581,,,
14.93,0.234104764,0.241541804,0.248978845,,,
14.94,0.234347101,0.241799596,0.249252091,,,
14.95,0.234589409,0.242057365,0.249525321,,,
14.96,0.234831686,0.24231511,0.249798534,,,
14.97,0.235073934,0.242572831,0.250071729,,,
14.98,0.235316151,0.242830529,0.250344906,,,
14.99,0.235558338,0.243088202,0.250618066,,,
15,0.235800494,0.243345851,0.250891207,,,
15.01,0.23604262,0.243603475,0.251164331,,,
15.02,0.236284715,0.243861075,0.251437436,,,
15.03,0.236526779,0.244118651,0.251710522,,,
15.04,0.236768812,0.244376201,0.251983589,,,
15.05,0.237010815,0.244633726,0.252256638,,,
15.06,0.237252786,0.244891227,0.252529667,,,
15.07,0.237494727,0.245148701,0.252802676,,,
15.08,0.237736636,0.245406151,0.253075666,,,
15.09,0.237978513,0.245663574,0.253348636,,,
15.1,0.238220359,0.245920972,0.253621585,,,
15.11,0.238462174,0.246178344,0.253894515,,,
15.12,0.238703957,0.24643569,0.254167423,,,
15.13,0.238945708,0.246693009,0.254440311,,,
15.14,0.239187427,0.246950303,0.254713178,,,
15.15,0.239429114,0.247207569,0.254986024,,,
15.16,0.239670769,0.247464809,0.255258849,,,
15.17,0.239912392,0.247722022,0.255531651,,,
15.18,0.240153983,0.247979208,0.255804433,,,
15.19,0.240395542,0.248236367,0.256077192,,,
15.2,0.240637067,0.248493498,0.256349929,,,
15.21,0.240878561,0.248750602,0.256622643,,,
15.22,0.241120021,0.249007678,0.256895335,,,
15.23,0.241361449,0.249264727,0.257168004,,,
15.24,0.241602845,0.249521747,0.25744065,,,
15.25,0.241844207,0.24977874,0.257713273,,,
15.26,0.242085536,0.250035704,0.257985873,,,
15.27,0.242326832,0.25029264,0.258258449,,,
15.28,0.242568094,0.250549548,0.258531001,,,
15.29,0.242809324,0.250806427,0.258803529,,,
15.3,0.243050519,0.251063276,0.259076033,,,
15.31,0.243291682,0.251320097,0.259348513,,,
15.32,0.243532811,0.251576889,0.259620968,,,
15.33,0.243773905,0.251833652,0.259893399,,,
15.34,0.244014967,0.252090385,0.260165804,,,
15.35,0.244255994,0.252347089,0.260438184,,,
15.36,0.244496987,0.252603763,0.260710539,,,
15.37,0.244737946,0.252860407,0.260982869,,,
15.38,0.244978871,0.253117022,0.261255172,,,
15.39,0.245219761,0.253373606,0.26152745,,,
15.4,0.245460618,0.25363016,0.261799702,,,
15.41,0.245701439,0.253886683,0.262071927,,,
15.42,0.245942226,0.254143176,0.262344126,,,
15.43,0.246182979,0.254399638,0.262616298,,,
15.44,0.246423696,0.25465607,0.262888443,,,
15.45,0.246664379,0.25491247,0.263160562,,,
15.46,0.246905027,0.25516884,0.263432653,,,
15.47,0.247145639,0.255425178,0.263704716,,,
15.48,0.247386217,0.255681484,0.263976752,,,
15.49,0.247626759,0.25593776,0.26424876,,,
15.5,0.247867266,0.256194003,0.26452074,,,
15.51,0.248107737,0.256450215,0.264792692,,,
15.52,0.248348173,0.256706395,0.265064616,,,
15.53,0.248588573,0.256962542,0.265336511,,,
15.54,0.248828938,0.257218658,0.265608378,,,
15.55,0.249069266,0.257474741,0.265880215,,,
15.56,0.249309559,0.257730791,0.266152023,,,
15.57,0.249549816,0.257986809,0.266423802,,,
15.58,0.249790037,0.258242794,0.266695552,,,
15.59,0.250030221,0.258498747,0.266967272,,,
15.6,0.250270369,0.258754666,0.267238962,,,
15.61,0.250510481,0.259010552,0.267510623,,,
15.62,0.250750556,0.259266405,0.267782253,,,
15.63,0.250990595,0.259522224,0.268053852,,,
15.64,0.251230597,0.259778009,0.268325421,,,
15.65,0.251470563,0.260033761,0.26859696,,,
15.66,0.251710491,0.260289479,0.268868467,,,
15.67,0.251950383,0.260545163,0.269139944,,,
15.68,0.252190238,0.260800813,0.269411389,,,
15.69,0.252430055,0.261056429,0.269682803,,,
15.7,0.252669836,0.26131201,0.269954185,,,
15.71,0.252909579,0.261567557,0.270225536,,,
15.72,0.253149284,0.261823069,0.270496854,,,
15.73,0.253388953,0.262078547,0.270768141,,,
15.74,0.253628583,0.262333989,0.271039395,,,
15.75,0.253868176,0.262589396,0.271310616,,,
15.76,0.254107732,0.262844768,0.271581805,,,
15.77,0.254347249,0.263100105,0.271852962,,,
15.78,0.254586729,0.263355407,0.272124085,,,
15.79,0.25482617,0.263610673,0.272395175,,,
15.8,0.255065574,0.263865903,0.272666232,,,
15.81,0.255304939,0.264121097,0.272937255,,,
15.82,0.255544266,0.264376255,0.273208245,,,
15.83,0.255783555,0.264631378,0.2734792,,,
15.84,0.256022805,0.264886464,0.273750122,,,
