Entry #,Building Class as described originally,"Closest GED4ALL taxonomy string, https://platform.openquake.org/taxtweb/",Event,Country,Latitute,Longitude,Damage Scale,Raw Data Source,Fragility Modelling,Reference,DOI,Comments,Fragility Developed by ETriS?,Total number of data points,"The fragility curves in ETRIS are all re-derived based on in-house workflows and open-access raw data and they should be referred to based on the DOI listed in column ""L"". This column shows the reference to the original literature. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,all building types,,Indian Ocean Tsunami 2004,Banda Aceh,,,destroyed/survived,JICA 2005,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,damage probability versus hydrodynamic force,,,"Koshimura, S., Oie, T., Yanagisawa, H. and Imamura, F., 2009. Developing fragility functions for tsunami damage estimation using numerical model and post-tsunami data from Banda Aceh, Indonesia. Coastal Engineering Journal, 51(3), pp.243-273.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Non engineered light timber,W+WLI/HEX:1+HFAPP:0.20,Sulawesi Tsunami (Palu) 2018,Palu City,-0.874382401,119.8659288,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2+DL3",yes,14,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Non engineered light timber,W+WLI/HEX:1+HFAPP:0.20,Sulawesi Tsunami (Palu) 2018,Palu City,-0.874382401,119.8659288,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2+DL3",yes,14,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Non engineered light timber,W+WLI/HEX:1+HFAPP:0.20,Sulawesi Tsunami (Palu) 2018,Palu City,-0.874382401,119.8659288,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2+DL3",yes,14,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Non engineered masonry, un reinforced with clay brick, 1 storey",MUR+CLBRS/HEX:1+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.879874619,119.8607066,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,279,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Non engineered masonry, un reinforced with clay brick, 1 storey",MUR+CLBRS/HEX:1+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.879874619,119.8607066,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,279,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Non engineered masonry, un reinforced with clay brick, 1 storey",MUR+CLBRS/HEX:1+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.879874619,119.8607066,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,279,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Non engineered masonry, un reinforced with clay brick, 2 storey",MUR+CLBRS/HEX:2+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.880145633,119.8603069,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,37,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Non engineered masonry, un reinforced with clay brick, 2 storey",MUR+CLBRS/HEX:2+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.880145633,119.8603069,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,37,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Non engineered masonry, un reinforced with clay brick, 2 storey",MUR+CLBRS/HEX:2+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.880145633,119.8603069,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL1, DL2+DL3",yes,37,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Non engineered masonry, un reinforced with clay brick, 3 storey",MUR+CLBRS/HEX:3+HFAPP:0.30,Sulawesi Tsunami (Palu) 2018,Palu City,-0.884673301,119.8478727,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,Only DL1,,,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Masonry, unknown, 1 storey",M99/HEX:1+HFAPP:0.33,Sulawesi Tsunami (Palu) 2018,Palu City,-0.882829693,119.8485701,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3",yes,12,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Masonry, unknown, 1 storey",M99/HEX:1+HFAPP:0.33,Sulawesi Tsunami (Palu) 2018,Palu City,-0.882829693,119.8485701,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3",yes,12,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Masonry, unknown, 1 storey",M99/HEX:1+HFAPP:0.33,Sulawesi Tsunami (Palu) 2018,Palu City,-0.882829693,119.8485701,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3",yes,12,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Masonry, Unreinforced, with manufacture stone units, 1 storey",MUR+STDRE/HEX:1+HFAPP:0.50/RES,Sulawesi Tsunami (Palu) 2018,Palu City,-0.885926229,119.8553508,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"Only DL1: partial damage, repairable and DL3: complete damage",,,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Reinforced Concrete, 1 storey",CR/HEX:1+HFAPP:0.40,Sulawesi Tsunami (Palu) 2018,Palu City,-0.884023324,119.848744,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"Only DL1: partial damage, repairable",,,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Reinforced Concrete, 2 storey",CR/HEX:2+HFAPP:0.40,Sulawesi Tsunami (Palu) 2018,Palu City,-0.883961946,119.8462866,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"Only DL1: partial damage, repairable",,,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Steel, 1 storey",S/HEX:1+HFAPP:0.30/IND,Sulawesi Tsunami (Palu) 2018,Palu City,-0.877507613,119.8610224,4 Tier/Peiris 2006,https://link.springer.com/article/10.1007/s00024-019-02254-9#Sec16,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"Only DL1: partial damage, repairable",,,"Paulik, R., Gusman, A., Williams, J.H. et al. Tsunami Hazard and Built Environment Damage Observations from Palu City after the September 28 2018 Sulawesi Earthquake and Tsunami. Pure Appl. Geophys. 176, 3305–3321 (2019). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Brick masonry residential,MUR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,yes,120,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Brick masonry residential,MUR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,yes,120,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Brick masonry residential,MUR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,yes,120,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Timber,W/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,yes,23,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Timber,W/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,yes,23,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Timber,W/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,yes,23,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Reinforced Concrete, 1 storey, residential",CR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3+DL4+DL5",yes,12,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Reinforced Concrete, 1 storey, residential",CR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3+DL4+DL6",yes,12,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Reinforced Concrete, 1 storey, residential",CR/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL1, DL2, DL3+DL4+DL7",yes,12,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Reinforced Concrete, Church",CR/HAPP:1+HFAPP:/ASS+ASS1,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,Only DL2,,,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
